 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  17. 2.    Time:  21:14:31
 Units: L = mm   , T = min  , M = mmol 


 Time:       10.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]

   1     0.0000  -10944.155 0.3388   0.2081E-05  0.5404E-05 -0.2081E-05  0.0000E+00      -1  -0.385E-05   20.00
   2   -10.0000  -10944.155 0.3388   0.2081E-05  0.5404E-05 -0.2081E-05  0.0000E+00      -1  -0.385E-05   20.00
   3   -20.0000  -10944.155 0.3388   0.2081E-05  0.5404E-05 -0.2081E-05  0.0000E+00      -1  -0.385E-05   20.00
   4   -30.0000  -10944.155 0.3388   0.2081E-05  0.5404E-05 -0.2081E-05  0.0000E+00      -1  -0.385E-05   20.00
   5   -40.0000  -10944.155 0.3388   0.2081E-05  0.5404E-05 -0.2081E-05  0.0000E+00      -1  -0.385E-05   20.00
   6   -50.0000  -10944.155 0.3388   0.2081E-05  0.5404E-05  0.2436E-03  0.0000E+00      -1   0.451E-03   20.00
   7   -60.0000   -9702.022 0.3384   0.5861E-05  0.6145E-05  0.2417E-03  0.0000E+00      -1   0.448E-03   20.00
   8   -70.0000   -9702.022 0.3384   0.5861E-05  0.6145E-05 -0.5861E-05  0.0000E+00      -1  -0.109E-04   20.00
   9   -80.0000   -9702.022 0.3384   0.5861E-05  0.6145E-05 -0.5861E-05  0.0000E+00      -1  -0.109E-04   20.00
  10   -90.0000   -9702.022 0.3384   0.5861E-05  0.6145E-05 -0.5861E-05  0.0000E+00      -1  -0.109E-04   20.00
  11  -100.0000   -9702.022 0.3384   0.5861E-05  0.6145E-05 -0.5861E-05  0.0000E+00      -1  -0.109E-04   20.00
  12  -110.0000   -9702.022 0.3384   0.5861E-05  0.6145E-05 -0.5861E-05  0.0000E+00      -1  -0.109E-04   20.00
  13  -120.0000   -9702.022 0.3384   0.5861E-05  0.6145E-05 -0.5861E-05  0.0000E+00      -1  -0.109E-04   20.00
  14  -130.0000   -9702.022 0.3384   0.5861E-05  0.6145E-05 -0.5861E-05  0.0000E+00      -1  -0.109E-04   20.00
