 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  15. 2.    Time:  15:13:35
 Units: L = mm   , T = min  , M = mmol 



                               Node(  1)                      Node( 11)                      Node( 31)                      Node( 51)                      Node(101)

         time            h        theta    Flux           h        theta    Flux           h        theta    Flux           h        theta    Flux           h        theta    Flux  
         10.0001    -6801.92  0.4103 -0.265E-05      -3805.34  0.4099 -0.114E-03      -2541.41  0.4402  0.290E-02      -1730.06  0.4707 -0.807E-03      -1334.57  0.4919 -0.246E-02
         10.0002    -6801.92  0.4103 -0.265E-05      -3805.34  0.4099 -0.114E-03      -2541.41  0.4402  0.290E-02      -1730.06  0.4707 -0.807E-03      -1334.57  0.4919 -0.179E-02
         10.0004    -6801.92  0.4103 -0.265E-05      -3805.34  0.4099 -0.114E-03      -2541.41  0.4402  0.290E-02      -1730.06  0.4707 -0.807E-03      -1334.57  0.4919 -0.141E-02
         10.0006    -6801.92  0.4103 -0.265E-05      -3805.34  0.4099 -0.114E-03      -2541.41  0.4402  0.290E-02      -1730.06  0.4707 -0.807E-03      -1334.58  0.4919 -0.165E-02
         10.0010    -6801.92  0.4103 -0.265E-05      -3805.34  0.4099 -0.114E-03      -2541.41  0.4402  0.290E-02      -1730.06  0.4707 -0.807E-03      -1334.58  0.4919 -0.165E-02
         10.0014    -6801.92  0.4103 -0.265E-05      -3805.34  0.4099 -0.114E-03      -2541.41  0.4402  0.290E-02      -1730.06  0.4707 -0.807E-03      -1334.58  0.4919 -0.148E-02
         10.0019    -6801.92  0.4103 -0.265E-05      -3805.34  0.4099 -0.114E-03      -2541.41  0.4402  0.290E-02      -1730.06  0.4707 -0.807E-03      -1334.58  0.4919 -0.164E-02
         10.0025    -6801.92  0.4103 -0.265E-05      -3805.34  0.4099 -0.114E-03      -2541.41  0.4402  0.290E-02      -1730.06  0.4707 -0.807E-03      -1334.59  0.4919 -0.162E-02
         10.0033    -6801.92  0.4103 -0.265E-05      -3805.34  0.4099 -0.114E-03      -2541.41  0.4402  0.290E-02      -1730.06  0.4707 -0.807E-03      -1334.59  0.4919 -0.167E-02
         10.0044    -6801.92  0.4103 -0.265E-05      -3805.34  0.4099 -0.114E-03      -2541.41  0.4402  0.290E-02      -1730.06  0.4707 -0.807E-03      -1334.60  0.4919 -0.159E-02
         10.0057    -6801.92  0.4103 -0.265E-05      -3805.34  0.4099 -0.114E-03      -2541.41  0.4402  0.290E-02      -1730.06  0.4707 -0.807E-03      -1334.61  0.4919 -0.164E-02
         10.0075    -6801.92  0.4103 -0.265E-05      -3805.34  0.4099 -0.114E-03      -2541.41  0.4402  0.290E-02      -1730.06  0.4707 -0.807E-03      -1334.62  0.4919 -0.156E-02
         10.0099    -6801.92  0.4103 -0.265E-05      -3805.34  0.4099 -0.114E-03      -2541.41  0.4402  0.290E-02      -1730.06  0.4707 -0.807E-03      -1334.64  0.4919 -0.160E-02
         10.0129    -6801.92  0.4103 -0.265E-05      -3805.34  0.4099 -0.114E-03      -2541.41  0.4402  0.290E-02      -1730.06  0.4707 -0.807E-03      -1334.66  0.4919 -0.161E-02
         10.0168    -6801.92  0.4103 -0.265E-05      -3805.34  0.4099 -0.114E-03      -2541.41  0.4402  0.290E-02      -1730.06  0.4707 -0.807E-03      -1334.69  0.4919 -0.161E-02
         10.0219    -6801.92  0.4103 -0.265E-05      -3805.34  0.4099 -0.114E-03      -2541.41  0.4402  0.290E-02      -1730.06  0.4707 -0.807E-03      -1334.73  0.4919 -0.160E-02
         10.0286    -6801.92  0.4103 -0.265E-05      -3805.34  0.4099 -0.114E-03      -2541.41  0.4402  0.290E-02      -1730.06  0.4707 -0.807E-03      -1334.77  0.4919 -0.161E-02
         10.0372    -6801.92  0.4103 -0.265E-05      -3805.34  0.4099 -0.114E-03      -2541.40  0.4402  0.290E-02      -1730.06  0.4707 -0.807E-03      -1334.83  0.4919 -0.160E-02
         10.0485    -6801.92  0.4103 -0.265E-05      -3805.34  0.4099 -0.114E-03      -2541.40  0.4402  0.290E-02      -1730.06  0.4707 -0.807E-03      -1334.91  0.4918 -0.161E-02
         10.0631    -6801.92  0.4103 -0.265E-05      -3805.34  0.4099 -0.114E-03      -2541.40  0.4402  0.290E-02      -1730.06  0.4707 -0.807E-03      -1335.01  0.4918 -0.161E-02
         10.0821    -6801.92  0.4103 -0.265E-05      -3805.34  0.4099 -0.114E-03      -2541.39  0.4402  0.290E-02      -1730.06  0.4707 -0.807E-03      -1335.14  0.4918 -0.161E-02
         10.1068    -6801.92  0.4103 -0.265E-05      -3805.34  0.4099 -0.114E-03      -2541.38  0.4402  0.290E-02      -1730.06  0.4707 -0.807E-03      -1335.30  0.4918 -0.161E-02
         10.1389    -6801.92  0.4103  0.199E-05      -3805.34  0.4099 -0.114E-03      -2541.38  0.4402  0.290E-02      -1730.06  0.4707 -0.807E-03      -1335.51  0.4918 -0.161E-02
         10.1807    -6801.93  0.4103  0.924E-06      -3805.34  0.4099 -0.114E-03      -2541.36  0.4402  0.290E-02      -1730.06  0.4707 -0.807E-03      -1335.78  0.4918 -0.161E-02
         10.2350    -6801.93  0.4103  0.101E-06      -3805.34  0.4099 -0.114E-03      -2541.35  0.4402  0.290E-02      -1730.06  0.4707 -0.807E-03      -1336.12  0.4918 -0.161E-02
         10.3055    -6801.94  0.4103 -0.531E-06      -3805.34  0.4099 -0.114E-03      -2541.33  0.4402  0.290E-02      -1730.06  0.4707 -0.807E-03      -1336.55  0.4917 -0.161E-02
         10.3973    -6801.94  0.4103  0.607E-06      -3805.34  0.4099 -0.114E-03      -2541.30  0.4402  0.290E-02      -1730.06  0.4707 -0.807E-03      -1337.08  0.4917 -0.161E-02
