Time	RunOff		Time	mm/hr
[T]	[L/T]			
				
-250.1806	0.00E+00		250.1806	0.00E+00
-250.2349	0.00E+00		250.2349	0.00E+00
-250.3054	0.00E+00		250.3054	0.00E+00
-250.3972	0.00E+00		250.3972	0.00E+00
-250.5164	0.00E+00		250.5164	0.00E+00
-250.6715	0.00E+00		250.6715	0.00E+00
-250.873	0.00E+00		250.873	0.00E+00
-251.135	0.00E+00		251.135	0.00E+00
-251.4756	0.00E+00		251.4756	0.00E+00
-251.9184	0.00E+00		251.9184	0.00E+00
-252.494	0.00E+00		252.494	0.00E+00
-253.2446	0.00E+00		253.2446	0.00E+00
-254.2096	0.00E+00		254.2096	0.00E+00
-255.3677	0.00E+00		255.3677	0.00E+00
-256.9118	0.00E+00		256.9118	0.00E+00
-260	0.00E+00		260	0.00E+00
262.5	0.00E+00		262.5	0.00E+00
266.25	0.00E+00		266.25	0.00E+00
270	0.00E+00		270	0.00E+00
275	0.00E+00		275	0.00E+00
280	0.00E+00		280	0.00E+00
285	0.00E+00		285	0.00E+00
290	0.00E+00		290	0.00E+00
