Site Name ,PASTUREMIDDLE
Site Number ,5
Logger ,Capacitive Water Level
Logger Serial Number ,6567


Scan No ,Date and Time,       Capacitive Water Level,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,

1,03/03/2017 , 14:23:06,447,30.6
2,03/03/2017 , 14:23:16,444,29
3,03/03/2017 , 14:23:26,444,29
4,03/03/2017 , 14:23:36,444,29
5,03/03/2017 , 14:23:46,444,29
6,03/03/2017 , 14:23:56,444,29
7,03/03/2017 , 14:24:06,444,29
8,03/03/2017 , 14:24:16,444,29
9,03/03/2017 , 14:24:26,444,29
10,03/03/2017 , 14:24:36,444,29
11,03/03/2017 , 14:24:46,444,29
12,03/03/2017 , 14:24:56,445,29.5
13,03/03/2017 , 14:25:06,447,30.6
14,03/03/2017 , 14:25:16,446,30.1
15,03/03/2017 , 14:25:26,447,30.6
16,03/03/2017 , 14:25:36,448,31.2
17,03/03/2017 , 14:25:46,447,30.6
18,03/03/2017 , 14:25:56,447,30.6
19,03/03/2017 , 14:26:06,447,30.6
20,03/03/2017 , 14:26:16,446,30.1
21,03/03/2017 , 14:26:26,447,30.6
22,03/03/2017 , 14:26:36,447,30.6
23,03/03/2017 , 14:26:46,447,30.6
24,03/03/2017 , 14:26:56,446,30.1
25,03/03/2017 , 14:27:06,447,30.6
26,03/03/2017 , 14:27:16,447,30.6
27,03/03/2017 , 14:27:26,447,30.6
28,03/03/2017 , 14:27:36,448,31.2
29,03/03/2017 , 14:27:46,447,30.6
30,03/03/2017 , 14:27:56,449,31.7
31,03/03/2017 , 14:28:06,454,34.5
32,03/03/2017 , 14:28:16,454,34.5
33,03/03/2017 , 14:28:26,456,35.6
34,03/03/2017 , 14:28:36,462,38.9
35,03/03/2017 , 14:28:46,461,38.4
36,03/03/2017 , 14:28:56,461,38.4
37,03/03/2017 , 14:29:06,471,43.9
38,03/03/2017 , 14:29:16,471,43.9
39,03/03/2017 , 14:29:26,471,43.9
40,03/03/2017 , 14:29:36,488,53.3
41,03/03/2017 , 14:29:46,487,52.8
42,03/03/2017 , 14:29:56,487,52.8
43,03/03/2017 , 14:30:06,506,63.3
44,03/03/2017 , 14:30:16,506,63.3
45,03/03/2017 , 14:30:26,507,63.8
46,03/03/2017 , 14:30:36,523,72.7
47,03/03/2017 , 14:30:46,522,72.1
48,03/03/2017 , 14:30:56,522,72.1
49,03/03/2017 , 14:31:06,540,82.1
50,03/03/2017 , 14:31:16,540,82.1
51,03/03/2017 , 14:31:26,540,82.1
52,03/03/2017 , 14:31:36,555,90.4
53,03/03/2017 , 14:31:46,554,89.9
54,03/03/2017 , 14:31:56,554,89.9
55,03/03/2017 , 14:32:06,570,98.7
56,03/03/2017 , 14:32:16,569,98.2
57,03/03/2017 , 14:32:26,570,98.7
58,03/03/2017 , 14:32:36,585,107
59,03/03/2017 , 14:32:46,585,107
60,03/03/2017 , 14:32:56,585,107
61,03/03/2017 , 14:33:06,603,117
62,03/03/2017 , 14:33:16,602,116.4
63,03/03/2017 , 14:33:26,612,122
64,03/03/2017 , 14:33:36,620,126.4
65,03/03/2017 , 14:33:46,619,125.8
66,03/03/2017 , 14:33:56,623,128
67,03/03/2017 , 14:34:06,635,134.7
68,03/03/2017 , 14:34:16,635,134.7
69,03/03/2017 , 14:34:26,635,134.7
70,03/03/2017 , 14:34:36,651,143.5
71,03/03/2017 , 14:34:46,650,143
72,03/03/2017 , 14:34:56,658,147.4
73,03/03/2017 , 14:35:06,669,153.5
74,03/03/2017 , 14:35:16,668,153
75,03/03/2017 , 14:35:26,670,154.1
76,03/03/2017 , 14:35:36,682,160.7
77,03/03/2017 , 14:35:46,682,160.7
78,03/03/2017 , 14:35:56,685,162.4
79,03/03/2017 , 14:36:06,700,170.7
80,03/03/2017 , 14:36:16,700,170.7
81,03/03/2017 , 14:36:26,703,172.3
82,03/03/2017 , 14:36:36,715,179
83,03/03/2017 , 14:36:46,714,178.4
84,03/03/2017 , 14:36:56,718,180.6
85,03/03/2017 , 14:37:06,730,187.3
86,03/03/2017 , 14:37:16,730,187.3
87,03/03/2017 , 14:37:26,733,188.9
88,03/03/2017 , 14:37:36,747,196.7
89,03/03/2017 , 14:37:46,747,196.7
90,03/03/2017 , 14:37:56,752,199.4
91,03/03/2017 , 14:38:06,764,206.1
92,03/03/2017 , 14:38:16,763,205.5
93,03/03/2017 , 14:38:26,763,205.5
94,03/03/2017 , 14:38:36,779,214.4
95,03/03/2017 , 14:38:46,779,214.4
96,03/03/2017 , 14:38:56,779,214.4
97,03/03/2017 , 14:39:06,795,223.2
98,03/03/2017 , 14:39:16,794,222.7
99,03/03/2017 , 14:39:26,794,222.7
100,03/03/2017 , 14:39:36,810,231.5
101,03/03/2017 , 14:39:46,810,231.5
102,03/03/2017 , 14:39:56,810,231.5
103,03/03/2017 , 14:40:06,827,241
104,03/03/2017 , 14:40:16,827,241
