Site Name ,PASTUREMIDDLE
Site Number ,5
Logger ,Capacitive Water Level
Logger Serial Number ,6567


Scan No ,Date and Time,       Capacitive Water Level,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,

1,03/03/2017 , 13:58:56,441,27.3
2,03/03/2017 , 13:59:06,441,27.3
3,03/03/2017 , 13:59:16,441,27.3
4,03/03/2017 , 13:59:26,432,22.3
5,03/03/2017 , 13:59:36,432,22.3
6,03/03/2017 , 13:59:46,432,22.3
7,03/03/2017 , 13:59:56,437,25.1
8,03/03/2017 , 14:00:06,441,27.3
9,03/03/2017 , 14:00:16,441,27.3
10,03/03/2017 , 14:00:26,441,27.3
11,03/03/2017 , 14:00:36,442,27.9
12,03/03/2017 , 14:00:46,441,27.3
13,03/03/2017 , 14:00:56,441,27.3
14,03/03/2017 , 14:01:06,441,27.3
15,03/03/2017 , 14:01:16,441,27.3
16,03/03/2017 , 14:01:26,442,27.9
17,03/03/2017 , 14:01:36,441,27.3
18,03/03/2017 , 14:01:46,441,27.3
19,03/03/2017 , 14:01:56,442,27.9
20,03/03/2017 , 14:02:06,443,28.4
21,03/03/2017 , 14:02:16,443,28.4
22,03/03/2017 , 14:02:26,443,28.4
23,03/03/2017 , 14:02:36,443,28.4
24,03/03/2017 , 14:02:46,443,28.4
25,03/03/2017 , 14:02:56,444,29
26,03/03/2017 , 14:03:06,448,31.2
27,03/03/2017 , 14:03:16,448,31.2
28,03/03/2017 , 14:03:26,449,31.7
29,03/03/2017 , 14:03:36,454,34.5
30,03/03/2017 , 14:03:46,453,33.9
31,03/03/2017 , 14:03:56,454,34.5
32,03/03/2017 , 14:04:06,459,37.3
33,03/03/2017 , 14:04:16,459,37.3
34,03/03/2017 , 14:04:26,461,38.4
35,03/03/2017 , 14:04:36,474,45.6
36,03/03/2017 , 14:04:46,474,45.6
37,03/03/2017 , 14:04:56,476,46.7
38,03/03/2017 , 14:05:06,491,55
39,03/03/2017 , 14:05:16,491,55
40,03/03/2017 , 14:05:26,509,64.9
41,03/03/2017 , 14:05:36,508,64.4
42,03/03/2017 , 14:05:46,508,64.4
43,03/03/2017 , 14:05:56,512,66.6
44,03/03/2017 , 14:06:06,527,74.9
45,03/03/2017 , 14:06:16,527,74.9
46,03/03/2017 , 14:06:26,528,75.5
47,03/03/2017 , 14:06:36,540,82.1
48,03/03/2017 , 14:06:46,541,82.7
49,03/03/2017 , 14:06:56,540,82.1
50,03/03/2017 , 14:07:06,561,93.7
51,03/03/2017 , 14:07:16,560,93.2
52,03/03/2017 , 14:07:26,559,92.6
53,03/03/2017 , 14:07:36,574,100.9
54,03/03/2017 , 14:07:46,573,100.4
55,03/03/2017 , 14:07:56,582,105.4
56,03/03/2017 , 14:08:06,590,109.8
57,03/03/2017 , 14:08:16,590,109.8
58,03/03/2017 , 14:08:26,591,110.3
59,03/03/2017 , 14:08:36,608,119.7
60,03/03/2017 , 14:08:46,607,119.2
61,03/03/2017 , 14:08:56,608,119.7
62,03/03/2017 , 14:09:06,623,128
63,03/03/2017 , 14:09:16,623,128
64,03/03/2017 , 14:09:26,627,130.3
65,03/03/2017 , 14:09:36,639,136.9
66,03/03/2017 , 14:09:46,639,136.9
67,03/03/2017 , 14:09:56,641,138
68,03/03/2017 , 14:10:06,655,145.8
69,03/03/2017 , 14:10:16,656,146.3
70,03/03/2017 , 14:10:26,666,151.8
71,03/03/2017 , 14:10:36,673,155.7
72,03/03/2017 , 14:10:46,672,155.2
73,03/03/2017 , 14:10:56,673,155.7
74,03/03/2017 , 14:11:06,688,164
75,03/03/2017 , 14:11:16,688,164
76,03/03/2017 , 14:11:26,690,165.1
77,03/03/2017 , 14:11:36,704,172.9
78,03/03/2017 , 14:11:46,703,172.3
79,03/03/2017 , 14:11:56,709,175.6
80,03/03/2017 , 14:12:06,720,181.7
81,03/03/2017 , 14:12:16,720,181.7
82,03/03/2017 , 14:12:26,720,181.7
83,03/03/2017 , 14:12:36,737,191.1
84,03/03/2017 , 14:12:46,737,191.1
85,03/03/2017 , 14:12:56,742,193.9
86,03/03/2017 , 14:13:06,752,199.4
87,03/03/2017 , 14:13:16,752,199.4
88,03/03/2017 , 14:13:26,758,202.8
89,03/03/2017 , 14:13:36,769,208.9
90,03/03/2017 , 14:13:46,769,208.9
91,03/03/2017 , 14:13:56,769,208.9
92,03/03/2017 , 14:14:06,782,216.1
93,03/03/2017 , 14:14:16,783,216.6
94,03/03/2017 , 14:14:26,782,216.1
95,03/03/2017 , 14:14:36,802,227.1
96,03/03/2017 , 14:14:46,802,227.1
97,03/03/2017 , 14:14:56,802,227.1
98,03/03/2017 , 14:15:06,812,232.7
99,03/03/2017 , 14:15:16,812,232.7
100,03/03/2017 , 14:15:26,812,232.7
101,03/03/2017 , 14:15:36,837,246.5
102,03/03/2017 , 14:15:46,837,246.5
103,03/03/2017 , 14:15:56,841,248.7
