Site Name ,PASTUREMIDDLE
Site Number ,5
Logger ,Capacitive Water Level
Logger Serial Number ,6567


Scan No ,Date and Time,       Capacitive Water Level,        ,
103,09/03/2017 , 14:05:34,871,265.3
104,09/03/2017 , 14:05:44,871,265.3
105,09/03/2017 , 14:05:54,871,265.3
106,09/03/2017 , 14:06:04,887,274.2
107,09/03/2017 , 14:06:14,888,274.7
108,09/03/2017 , 14:06:24,888,274.7
109,09/03/2017 , 14:06:34,904,283.6
110,09/03/2017 , 14:06:44,904,283.6
111,09/03/2017 , 14:06:54,904,283.6
112,09/03/2017 , 14:07:04,919,291.9
113,09/03/2017 , 14:07:14,920,292.4
114,09/03/2017 , 14:07:24,920,292.4
115,09/03/2017 , 14:07:34,935,300.7
116,09/03/2017 , 14:07:44,936,301.3
117,09/03/2017 , 14:07:54,936,301.3
118,09/03/2017 , 14:08:04,950,309
119,09/03/2017 , 14:08:14,950,309
120,09/03/2017 , 14:08:24,950,309
121,09/03/2017 , 14:08:34,967,318.5
122,09/03/2017 , 14:08:44,968,319
123,09/03/2017 , 14:08:54,968,319
124,09/03/2017 , 14:09:04,968,319
125,09/03/2017 , 14:09:14,968,319
126,09/03/2017 , 14:09:24,968,319
127,09/03/2017 , 14:09:34,968,319
128,09/03/2017 , 14:09:44,968,319
129,09/03/2017 , 14:09:54,968,319
