Site Name ,PASTUREMIDDLE
Site Number ,5
Logger ,Capacitive Water Level
Logger Serial Number ,6567


Scan No ,Date and Time,       Capacitive Water Level,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,

1,09/03/2017 , 13:48:34,443,28.4
2,09/03/2017 , 13:48:44,434,23.4
3,09/03/2017 , 13:48:54,434,23.4
4,09/03/2017 , 13:49:04,434,23.4
5,09/03/2017 , 13:49:14,434,23.4
6,09/03/2017 , 13:49:24,434,23.4
7,09/03/2017 , 13:49:34,434,23.4
8,09/03/2017 , 13:49:44,434,23.4
9,09/03/2017 , 13:49:54,434,23.4
10,09/03/2017 , 13:50:04,443,28.4
11,09/03/2017 , 13:50:14,443,28.4
12,09/03/2017 , 13:50:24,443,28.4
13,09/03/2017 , 13:50:34,444,29
14,09/03/2017 , 13:50:44,444,29
15,09/03/2017 , 13:50:54,444,29
16,09/03/2017 , 13:51:04,446,30.1
17,09/03/2017 , 13:51:14,446,30.1
18,09/03/2017 , 13:51:24,446,30.1
19,09/03/2017 , 13:51:34,446,30.1
20,09/03/2017 , 13:51:44,446,30.1
21,09/03/2017 , 13:51:54,446,30.1
22,09/03/2017 , 13:52:04,448,31.2
23,09/03/2017 , 13:52:14,448,31.2
24,09/03/2017 , 13:52:24,448,31.2
25,09/03/2017 , 13:52:34,455,35.1
26,09/03/2017 , 13:52:44,454,34.5
27,09/03/2017 , 13:52:54,454,34.5
28,09/03/2017 , 13:53:04,462,38.9
29,09/03/2017 , 13:53:14,462,38.9
30,09/03/2017 , 13:53:24,461,38.4
31,09/03/2017 , 13:53:34,468,42.3
32,09/03/2017 , 13:53:44,468,42.3
33,09/03/2017 , 13:53:54,468,42.3
34,09/03/2017 , 13:54:04,487,52.8
35,09/03/2017 , 13:54:14,486,52.2
36,09/03/2017 , 13:54:24,486,52.2
37,09/03/2017 , 13:54:34,508,64.4
38,09/03/2017 , 13:54:44,507,63.8
39,09/03/2017 , 13:54:54,507,63.8
40,09/03/2017 , 13:55:04,527,74.9
41,09/03/2017 , 13:55:14,526,74.4
42,09/03/2017 , 13:55:24,526,74.4
43,09/03/2017 , 13:55:34,545,84.9
44,09/03/2017 , 13:55:44,545,84.9
45,09/03/2017 , 13:55:54,545,84.9
46,09/03/2017 , 13:56:04,562,94.3
47,09/03/2017 , 13:56:14,562,94.3
48,09/03/2017 , 13:56:24,562,94.3
49,09/03/2017 , 13:56:34,577,102.6
50,09/03/2017 , 13:56:44,577,102.6
51,09/03/2017 , 13:56:54,577,102.6
52,09/03/2017 , 13:57:04,597,113.7
53,09/03/2017 , 13:57:14,597,113.7
54,09/03/2017 , 13:57:24,597,113.7
55,09/03/2017 , 13:57:34,616,124.2
56,09/03/2017 , 13:57:44,616,124.2
57,09/03/2017 , 13:57:54,616,124.2
58,09/03/2017 , 13:58:04,636,135.2
59,09/03/2017 , 13:58:14,636,135.2
60,09/03/2017 , 13:58:24,636,135.2
61,09/03/2017 , 13:58:34,651,143.5
62,09/03/2017 , 13:58:44,651,143.5
63,09/03/2017 , 13:58:54,651,143.5
64,09/03/2017 , 13:59:04,666,151.8
65,09/03/2017 , 13:59:14,665,151.3
66,09/03/2017 , 13:59:24,665,151.3
67,09/03/2017 , 13:59:34,681,160.1
68,09/03/2017 , 13:59:44,681,160.1
69,09/03/2017 , 13:59:54,681,160.1
70,09/03/2017 , 14:00:04,698,169.6
71,09/03/2017 , 14:00:14,698,169.6
72,09/03/2017 , 14:00:24,698,169.6
73,09/03/2017 , 14:00:34,716,179.5
74,09/03/2017 , 14:00:44,716,179.5
75,09/03/2017 , 14:00:54,715,179
76,09/03/2017 , 14:01:04,731,187.8
77,09/03/2017 , 14:01:14,731,187.8
78,09/03/2017 , 14:01:24,731,187.8
79,09/03/2017 , 14:01:34,750,198.3
80,09/03/2017 , 14:01:44,752,199.4
81,09/03/2017 , 14:01:54,753,200
82,09/03/2017 , 14:02:04,765,206.6
83,09/03/2017 , 14:02:14,766,207.2
84,09/03/2017 , 14:02:24,766,207.2
85,09/03/2017 , 14:02:34,778,213.8
86,09/03/2017 , 14:02:44,779,214.4
87,09/03/2017 , 14:02:54,779,214.4
88,09/03/2017 , 14:03:04,794,222.7
89,09/03/2017 , 14:03:14,794,222.7
90,09/03/2017 , 14:03:24,794,222.7
91,09/03/2017 , 14:03:34,809,231
92,09/03/2017 , 14:03:44,810,231.5
93,09/03/2017 , 14:03:54,810,231.5
94,09/03/2017 , 14:04:04,826,240.4
95,09/03/2017 , 14:04:14,826,240.4
96,09/03/2017 , 14:04:24,826,240.4
97,09/03/2017 , 14:04:34,840,248.2
98,09/03/2017 , 14:04:44,841,248.7
99,09/03/2017 , 14:04:54,841,248.7
100,09/03/2017 , 14:05:04,855,256.5
101,09/03/2017 , 14:05:14,855,256.5
102,09/03/2017 , 14:05:24,855,256.5
