Site Name ,PASTUREMIDDLE
Site Number ,5
Logger ,Capacitive Water Level
Logger Serial Number ,6567


Scan No ,Date and Time,       Capacitive Water Level,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,

1,27/02/2017 , 15:26:24,453,33.9
2,27/02/2017 , 15:26:34,448,31.2
3,27/02/2017 , 15:26:44,452,33.4
4,27/02/2017 , 15:26:54,448,31.2
5,27/02/2017 , 15:27:04,448,31.2
6,27/02/2017 , 15:27:14,448,31.2
7,27/02/2017 , 15:27:24,447,30.6
8,27/02/2017 , 15:27:34,447,30.6
9,27/02/2017 , 15:27:44,447,30.6
10,27/02/2017 , 15:27:54,447,30.6
11,27/02/2017 , 15:28:04,447,30.6
12,27/02/2017 , 15:28:14,447,30.6
13,27/02/2017 , 15:28:24,447,30.6
14,27/02/2017 , 15:28:34,447,30.6
15,27/02/2017 , 15:28:44,447,30.6
16,27/02/2017 , 15:28:54,447,30.6
17,27/02/2017 , 15:29:04,447,30.6
18,27/02/2017 , 15:29:14,447,30.6
19,27/02/2017 , 15:29:24,447,30.6
20,27/02/2017 , 15:29:34,451,32.8
21,27/02/2017 , 15:29:44,450,32.3
22,27/02/2017 , 15:29:54,450,32.3
23,27/02/2017 , 15:30:04,450,32.3
24,27/02/2017 , 15:30:14,450,32.3
25,27/02/2017 , 15:30:24,450,32.3
26,27/02/2017 , 15:30:34,450,32.3
27,27/02/2017 , 15:30:44,450,32.3
28,27/02/2017 , 15:30:54,450,32.3
29,27/02/2017 , 15:31:04,451,32.8
30,27/02/2017 , 15:31:14,450,32.3
31,27/02/2017 , 15:31:24,450,32.3
32,27/02/2017 , 15:31:34,451,32.8
33,27/02/2017 , 15:31:44,450,32.3
34,27/02/2017 , 15:31:54,450,32.3
35,27/02/2017 , 15:32:04,454,34.5
36,27/02/2017 , 15:32:14,453,33.9
37,27/02/2017 , 15:32:24,453,33.9
38,27/02/2017 , 15:32:34,458,36.7
39,27/02/2017 , 15:32:44,457,36.2
40,27/02/2017 , 15:32:54,457,36.2
41,27/02/2017 , 15:33:04,467,41.7
42,27/02/2017 , 15:33:14,466,41.1
43,27/02/2017 , 15:33:24,466,41.1
44,27/02/2017 , 15:33:34,476,46.7
45,27/02/2017 , 15:33:44,475,46.1
46,27/02/2017 , 15:33:54,475,46.1
47,27/02/2017 , 15:34:04,497,58.3
48,27/02/2017 , 15:34:14,492,55.5
49,27/02/2017 , 15:34:24,492,55.5
50,27/02/2017 , 15:34:34,511,66.1
51,27/02/2017 , 15:34:44,510,65.5
52,27/02/2017 , 15:34:54,509,64.9
53,27/02/2017 , 15:35:04,527,74.9
54,27/02/2017 , 15:35:14,527,74.9
55,27/02/2017 , 15:35:24,526,74.4
56,27/02/2017 , 15:35:34,543,83.8
57,27/02/2017 , 15:35:44,543,83.8
58,27/02/2017 , 15:35:54,542,83.2
59,27/02/2017 , 15:36:04,558,92.1
60,27/02/2017 , 15:36:14,558,92.1
61,27/02/2017 , 15:36:24,558,92.1
62,27/02/2017 , 15:36:34,573,100.4
63,27/02/2017 , 15:36:44,573,100.4
64,27/02/2017 , 15:36:54,573,100.4
65,27/02/2017 , 15:37:04,588,108.7
66,27/02/2017 , 15:37:14,588,108.7
67,27/02/2017 , 15:37:24,588,108.7
68,27/02/2017 , 15:37:34,606,118.6
69,27/02/2017 , 15:37:44,606,118.6
70,27/02/2017 , 15:37:54,606,118.6
71,27/02/2017 , 15:38:04,622,127.5
72,27/02/2017 , 15:38:14,622,127.5
73,27/02/2017 , 15:38:24,622,127.5
74,27/02/2017 , 15:38:34,638,136.3
75,27/02/2017 , 15:38:44,638,136.3
76,27/02/2017 , 15:38:54,638,136.3
77,27/02/2017 , 15:39:04,654,145.2
78,27/02/2017 , 15:39:14,654,145.2
79,27/02/2017 , 15:39:24,654,145.2
80,27/02/2017 , 15:39:34,672,155.2
81,27/02/2017 , 15:39:44,671,154.6
82,27/02/2017 , 15:39:54,671,154.6
83,27/02/2017 , 15:40:04,687,163.5
84,27/02/2017 , 15:40:14,687,163.5
85,27/02/2017 , 15:40:24,687,163.5
86,27/02/2017 , 15:40:34,703,172.3
87,27/02/2017 , 15:40:44,703,172.3
88,27/02/2017 , 15:40:54,703,172.3
89,27/02/2017 , 15:41:04,720,181.7
90,27/02/2017 , 15:41:14,719,181.2
91,27/02/2017 , 15:41:24,719,181.2
92,27/02/2017 , 15:41:34,736,190.6
93,27/02/2017 , 15:41:44,735,190
94,27/02/2017 , 15:41:54,735,190
95,27/02/2017 , 15:42:04,755,201.1
96,27/02/2017 , 15:42:14,755,201.1
97,27/02/2017 , 15:42:24,755,201.1
98,27/02/2017 , 15:42:34,767,207.7
99,27/02/2017 , 15:42:44,767,207.7
100,27/02/2017 , 15:42:54,767,207.7
101,27/02/2017 , 15:43:04,783,216.6
102,27/02/2017 , 15:43:14,783,216.6
