 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  29. 8.    Time:   0:18:57
 Units: L = mm   , T = min  , M = mmol 



                               Node(  1)                      Node( 31)                      Node( 52)                      Node(101)

         time            h        theta    Flux           h        theta    Flux           h        theta    Flux           h        theta    Flux  
         10.0001    -3970.23  0.4052 -0.905E-04      -3176.16  0.4146  0.325E-03      -2099.58  0.4476  0.149E-02      -1383.70  0.4825 -0.455E-03
         10.0002    -3970.23  0.4052 -0.905E-04      -3176.16  0.4146  0.325E-03      -2099.58  0.4476  0.149E-02      -1383.70  0.4825 -0.786E-03
         10.0004    -3970.23  0.4052 -0.905E-04      -3176.16  0.4146  0.325E-03      -2099.58  0.4476  0.149E-02      -1383.70  0.4825 -0.979E-03
         10.0006    -3970.23  0.4052 -0.905E-04      -3176.16  0.4146  0.325E-03      -2099.58  0.4476  0.149E-02      -1383.70  0.4825 -0.122E-02
         10.0010    -3970.23  0.4052 -0.905E-04      -3176.16  0.4146  0.325E-03      -2099.58  0.4476  0.149E-02      -1383.70  0.4825 -0.858E-03
         10.0014    -3970.23  0.4052 -0.905E-04      -3176.16  0.4146  0.325E-03      -2099.58  0.4476  0.149E-02      -1383.70  0.4825 -0.741E-03
         10.0019    -3970.23  0.4052 -0.905E-04      -3176.16  0.4146  0.325E-03      -2099.58  0.4476  0.149E-02      -1383.69  0.4825 -0.102E-02
         10.0025    -3970.23  0.4052 -0.905E-04      -3176.16  0.4146  0.325E-03      -2099.58  0.4476  0.149E-02      -1383.69  0.4825 -0.995E-03
         10.0033    -3970.23  0.4052  0.922E-04      -3176.16  0.4146  0.325E-03      -2099.58  0.4476  0.149E-02      -1383.69  0.4825 -0.848E-03
         10.0044    -3970.23  0.4052  0.500E-04      -3176.16  0.4146  0.325E-03      -2099.58  0.4476  0.149E-02      -1383.69  0.4825 -0.960E-03
         10.0057    -3970.24  0.4052  0.176E-04      -3176.16  0.4146  0.325E-03      -2099.58  0.4476  0.149E-02      -1383.68  0.4825 -0.971E-03
         10.0075    -3970.24  0.4052 -0.731E-05      -3176.16  0.4146  0.325E-03      -2099.58  0.4476  0.149E-02      -1383.68  0.4825 -0.945E-03
         10.0099    -3970.24  0.4052 -0.265E-04      -3176.16  0.4146  0.325E-03      -2099.58  0.4476  0.149E-02      -1383.67  0.4825 -0.919E-03
         10.0129    -3970.24  0.4052  0.799E-05      -3176.16  0.4146  0.325E-03      -2099.58  0.4476  0.149E-02      -1383.66  0.4825 -0.957E-03
         10.0168    -3970.25  0.4052 -0.147E-04      -3176.16  0.4146  0.325E-03      -2099.58  0.4476  0.149E-02      -1383.65  0.4825 -0.956E-03
         10.0219    -3970.25  0.4052 -0.298E-05      -3176.16  0.4146  0.325E-03      -2099.58  0.4476  0.149E-02      -1383.63  0.4825 -0.949E-03
         10.0286    -3970.26  0.4052 -0.684E-06      -3176.16  0.4146  0.325E-03      -2099.58  0.4476  0.149E-02      -1383.61  0.4825 -0.952E-03
         10.0372    -3970.27  0.4052 -0.404E-05      -3176.16  0.4146  0.325E-03      -2099.58  0.4476  0.149E-02      -1383.58  0.4825 -0.935E-03
         10.0485    -3970.28  0.4052  0.269E-05      -3176.16  0.4146  0.325E-03      -2099.58  0.4476  0.149E-02      -1383.55  0.4825 -0.937E-03
         10.0631    -3970.29  0.4052  0.181E-05      -3176.16  0.4146  0.325E-03      -2099.58  0.4476  0.149E-02      -1383.50  0.4825 -0.949E-03
         10.0821    -3970.32  0.4052 -0.349E-05      -3176.16  0.4146  0.325E-03      -2099.58  0.4476  0.149E-02      -1383.44  0.4825 -0.950E-03
         10.1068    -3970.34  0.4052  0.973E-06      -3176.16  0.4146  0.325E-03      -2099.57  0.4476  0.149E-02      -1383.37  0.4825 -0.944E-03
         10.1389    -3970.38  0.4052 -0.105E-05      -3176.16  0.4146  0.325E-03      -2099.57  0.4476  0.149E-02      -1383.27  0.4825 -0.946E-03
         10.1807    -3970.42  0.4052  0.426E-06      -3176.16  0.4146  0.325E-03      -2099.57  0.4476  0.149E-02      -1383.14  0.4825 -0.945E-03
         10.2350    -3970.48  0.4052 -0.426E-06      -3176.16  0.4146  0.325E-03      -2099.56  0.4476  0.149E-02      -1382.98  0.4825 -0.947E-03
         10.3055    -3970.55  0.4052  0.109E-05      -3176.16  0.4146  0.325E-03      -2099.56  0.4476  0.149E-02      -1382.77  0.4825 -0.946E-03
         10.3973    -3970.65  0.4052 -0.650E-06      -3176.16  0.4146  0.325E-03      -2099.55  0.4476  0.149E-02      -1382.51  0.4826 -0.947E-03
         10.5165    -3970.77  0.4051  0.552E-06      -3176.16  0.4146  0.325E-03      -2099.54  0.4476  0.149E-02      -1382.18  0.4826 -0.946E-03
         10.6716    -3970.93  0.4051  0.304E-06      -3176.16  0.4146  0.325E-03      -2099.53  0.4476  0.149E-02      -1381.77  0.4826 -0.947E-03
         10.8731    -3971.13  0.4051  0.271E-06      -3176.16  0.4146  0.325E-03      -2099.51  0.4476  0.149E-02      -1381.26  0.4826 -0.948E-03
         11.1351    -3971.38  0.4051 -0.190E-06      -3176.15  0.4146  0.325E-03      -2099.49  0.4476  0.149E-02      -1380.65  0.4827 -0.948E-03
         11.4757    -3971.70  0.4051  0.137E-06      -3176.15  0.4146  0.325E-03      -2099.46  0.4476  0.148E-02      -1379.90  0.4827 -0.949E-03
         11.9185    -3972.10  0.4051 -0.129E-06      -3176.15  0.4146  0.325E-03      -2099.42  0.4476  0.148E-02      -1379.01  0.4828 -0.950E-03
         12.4941    -3972.59  0.4051  0.174E-07      -3176.15  0.4146  0.325E-03      -2099.37  0.4476  0.148E-02      -1377.98  0.4828 -0.951E-03
         13.2447    -3973.18  0.4051 -0.341E-07      -3176.14  0.4146  0.325E-03      -2099.31  0.4476  0.148E-02      -1376.79  0.4829 -0.953E-03
         14.2097    -3973.89  0.4051  0.791E-07      -3176.13  0.4146  0.325E-03      -2099.22  0.4476  0.148E-02      -1375.46  0.4830 -0.954E-03
         15.3678    -3974.67  0.4051  0.103E-07      -3176.13  0.4146  0.325E-03      -2099.12  0.4477  0.148E-02      -1374.05  0.4831 -0.956E-03
         16.9119    -3975.60  0.4051  0.347E-07      -3176.12  0.4146  0.325E-03      -2098.99  0.4477  0.148E-02      -1372.44  0.4832 -0.959E-03
         20.0000    -3977.12  0.4050  0.534E-08      -3176.10  0.4146  0.325E-03      -2098.72  0.4477  0.148E-02      -1369.81  0.4834 -0.962E-03
         22.5000    -3978.20  0.4050 -0.113E-07      -3176.08  0.4146  0.325E-03      -2098.49  0.4477  0.148E-02      -1367.89  0.4835 -0.965E-03
         26.2500    -3979.47  0.4050  0.338E-08      -3176.06  0.4146  0.325E-03      -2098.15  0.4477  0.148E-02      -1365.45  0.4836 -0.969E-03
