***	**** Program	HYDRUS									
***	****										
Wel	come to HYDR	US-1D									
Dat	e:  25. 9.	Time:  16	: 0:13								
Uni	ts: L = mm	", T = min"	", M = mmo"		l						
											
											
Tim	e:       10.	0									
											
											
Nod	e      Depth	Head	Moisture	Ths	K	C	Flux	Sink	Kapp	a   v/KsTop	Temp
	[L]	[L]	[-]		[L/T]	[1/L]	[L/T]	[1/T]	[-]	[-]	[C]
											
89	-880	-1259.969	0.4902		1.15E-03	6.82E-05	-2.23E-03	0.00E+00	-1	-9.69E-03	20
90	-890	-1269.468	0.4896		1.13E-03	6.77E-05	-2.21E-03	0.00E+00	-1	-9.59E-03	20
91	-900	-1279.009	0.489		1.11E-03	6.72E-05	-2.18E-03	0.00E+00	-1	-9.46E-03	20
92	-910	-1288.528	0.4884		1.10E-03	6.68E-05	-2.14E-03	0.00E+00	-1	-9.29E-03	20
93	-920	-1297.942	0.4879		1.08E-03	6.63E-05	-2.09E-03	0.00E+00	-1	-9.08E-03	20
94	-930	-1307.136	0.4873		1.07E-03	6.59E-05	-2.03E-03	0.00E+00	-1	-8.81E-03	20
95	-940	-1315.95	0.4867		1.05E-03	6.55E-05	-1.95E-03	0.00E+00	-1	-8.47E-03	20
96	-950	-1324.175	0.4862		1.04E-03	6.51E-05	-1.85E-03	0.00E+00	-1	-8.03E-03	20
97	-960	-1331.55	0.4858		1.03E-03	6.47E-05	-1.72E-03	0.00E+00	-1	-7.49E-03	20
98	-970	-1337.772	0.4854		1.01E-03	6.44E-05	-1.57E-03	0.00E+00	-1	-6.84E-03	20
99	-980	-1342.528	0.4851		1.01E-03	6.42E-05	-1.40E-03	0.00E+00	-1	-6.08E-03	20
100	-990	-1345.529	0.4849		1.00E-03	6.40E-05	-1.20E-03	0.00E+00	-1	-5.24E-03	20
101	-1000	-1346.562	0.4848		9.99E-04	6.40E-05	-1.10E-03	0.00E+00	-1	-4.80E-03	20
end											
											
											
Tim	e:       80.	0									
											
											
Nod	e      Depth	Head	Moisture		K	C	Flux	Sink	Kapp	a   v/KsTop	Temp
	[L]	[L]	[-]		[L/T]	[1/L]	[L/T]	[1/T]	[-]	[-]	[C]
											
1	0	-77.442	0.6654		2.62E-02	2.65E-04	-4.00E-02	0.00E+00	-1	-1.74E-01	20
2	-10	-85.273	0.6633		2.40E-02	2.66E-04	-5.05E-02	0.00E+00	-1	-2.19E-01	20
3	-20	-100.579	0.6592		2.03E-02	2.67E-04	-6.27E-02	0.00E+00	-1	-2.73E-01	20
4	-30	-129.378	0.6516		1.54E-02	2.63E-04	-7.68E-02	0.00E+00	-1	-3.34E-01	20
5	-40	-187.518	0.6367		9.35E-03	2.47E-04	-9.26E-02	0.00E+00	-1	-4.03E-01	20
6	-50	-329.992	0.6051		3.88E-03	2.00E-04	-1.08E-01	0.00E+00	-1	-4.69E-01	20
7	-60	-502.195	0.5659		8.75E-03	1.51E-04	-1.16E-01	0.00E+00	-1	-5.02E-01	20
8	-70	-660.907	0.5446		5.00E-03	1.23E-04	-1.11E-01	0.00E+00	-1	-4.83E-01	20
9	-80	-947.619	0.5142		2.15E-03	8.90E-05	-9.43E-02	0.00E+00	-1	-4.10E-01	20
10	-90	-1512.193	0.4745		7.19E-04	5.60E-05	-6.40E-02	0.00E+00	-1	-2.78E-01	20
11	-100	-2477.362	0.4339		2.14E-04	3.26E-05	-2.93E-02	0.00E+00	-1	-1.27E-01	20
12	-110	-3292.587	0.412		1.05E-04	2.34E-05	-7.84E-03	0.00E+00	-1	-3.41E-02	20
13	-120	-3544.28	0.4065		8.75E-05	2.15E-05	-1.49E-03	0.00E+00	-1	-6.47E-03	20
14	-130	-3587.212	0.4056		8.45E-05	2.12E-05	-2.95E-04	0.00E+00	-1	-1.28E-03	20
15	-140	-3593.249	0.4054		8.41E-05	2.11E-05	-1.11E-04	0.00E+00	-1	-4.83E-04	20
16	-150	-3593.634	0.4054		8.40E-05	2.11E-05	-8.11E-05	0.00E+00	-1	-3.53E-04	20
17	-160	-3592.547	0.4055		8.41E-05	2.11E-05	-6.75E-05	0.00E+00	-1	-2.93E-04	20
18	-170	-3589.683	0.4055		8.43E-05	2.11E-05	-4.63E-05	0.00E+00	-1	-2.01E-04	20
19	-180	-3583.533	0.4057		8.47E-05	2.12E-05	-9.86E-06	0.00E+00	-1	-4.29E-05	20
20	-190	-3572.028	0.4059		8.55E-05	2.13E-05	4.38E-05	0.00E+00	-1	1.91E-04	20
21	-200	-3553.336	0.4063		8.68E-05	2.14E-05	1.09E-04	0.00E+00	-1	4.76E-04	20
22	-210	-3526.927	0.4069		8.86E-05	2.16E-05	1.75E-04	0.00E+00	-1	7.61E-04	20
23	-220	-3493.947	0.4076		9.09E-05	2.19E-05	2.30E-04	0.00E+00	-1	9.98E-04	20
24	-230	-3456.511	0.4084		9.34E-05	2.22E-05	2.68E-04	0.00E+00	-1	1.16E-03	20
25	-240	-3416.672	0.4093		9.62E-05	2.25E-05	2.92E-04	0.00E+00	-1	1.27E-03	20
26	-250	-3375.892	0.4102		9.90E-05	2.28E-05	3.05E-04	0.00E+00	-1	1.33E-03	20
27	-260	-3335.006	0.4111		1.02E-04	2.31E-05	3.13E-04	0.00E+00	-1	1.36E-03	20
28	-270	-3294.419	0.412		1.05E-04	2.34E-05	3.17E-04	0.00E+00	-1	1.38E-03	20
29	-280	-3254.297	0.4129		1.07E-04	2.37E-05	3.20E-04	0.00E+00	-1	1.39E-03	20
30	-290	-3214.693	0.4137		1.10E-04	2.40E-05	3.23E-04	0.00E+00	-1	1.40E-03	20
31	-300	-3175.597	0.4146		1.13E-04	2.43E-05	3.25E-04	0.00E+00	-1	1.41E-03	20
32	-310	-3136.967	0.4154		1.15E-04	2.46E-05	3.28E-04	0.00E+00	-1	1.43E-03	20
33	-320	-3098.719	0.4163		1.18E-04	2.49E-05	3.32E-04	0.00E+00	-1	1.44E-03	20
34	-330	-3060.723	0.4171		1.21E-04	2.52E-05	3.37E-04	0.00E+00	-1	1.47E-03	20
35	-340	-3023.063	0.4182		1.26E-04	2.56E-05	3.48E-04	0.00E+00	-1	1.51E-03	20
36	-350	-2985.453	0.4192		1.32E-04	2.61E-05	3.68E-04	0.00E+00	-1	1.60E-03	20
37	-360	-2947.161	0.4203		1.38E-04	2.66E-05	4.03E-04	0.00E+00	-1	1.75E-03	20
38	-370	-2907.039	0.4215		1.44E-04	2.71E-05	4.58E-04	0.00E+00	-1	1.99E-03	20
39	-380	-2863.713	0.4227		1.51E-04	2.76E-05	5.37E-04	0.00E+00	-1	2.34E-03	20
40	-390	-2815.936	0.4241		1.58E-04	2.82E-05	6.39E-04	0.00E+00	-1	2.78E-03	20
41	-400	-2763.083	0.4257		1.66E-04	2.88E-05	7.55E-04	0.00E+00	-1	3.28E-03	20
42	-410	-2705.426	0.4273		1.75E-04	2.96E-05	8.70E-04	0.00E+00	-1	3.78E-03	20
43	-420	-2643.989	0.4291		1.85E-04	3.03E-05	9.75E-04	0.00E+00	-1	4.24E-03	20
44	-430	-2580.098	0.4309		1.95E-04	3.11E-05	1.06E-03	0.00E+00	-1	4.62E-03	20
45	-440	-2514.965	0.4328		2.05E-04	3.19E-05	1.13E-03	0.00E+00	-1	4.93E-03	20
46	-450	-2449.475	0.4347		2.15E-04	3.27E-05	1.19E-03	0.00E+00	-1	5.18E-03	20
47	-460	-2384.993	0.4369		2.32E-04	3.38E-05	1.25E-03	0.00E+00	-1	5.43E-03	20
48	-470	-2322.465	0.4392		2.54E-04	3.50E-05	1.30E-03	0.00E+00	-1	5.66E-03	20
49	-480	-2262.271	0.4415		2.75E-04	3.62E-05	1.35E-03	0.00E+00	-1	5.88E-03	20
50	-490	-2204.082	0.4437		2.96E-04	3.74E-05	1.40E-03	0.00E+00	-1	6.08E-03	20
51	-500	-2147.617	0.4458		3.15E-04	3.85E-05	1.44E-03	0.00E+00	-1	6.26E-03	20
52	-510	-2092.645	0.4479		3.35E-04	3.96E-05	1.48E-03	0.00E+00	-1	6.45E-03	20
53	-520	-2038.966	0.4499		3.54E-04	4.07E-05	1.52E-03	0.00E+00	-1	6.62E-03	20
54	-530	-1986.402	0.4519		3.72E-04	4.17E-05	1.57E-03	0.00E+00	-1	6.80E-03	20
55	-540	-1934.798	0.4538		3.90E-04	4.28E-05	1.61E-03	0.00E+00	-1	6.98E-03	20
56	-550	-1884.719	0.4561		4.22E-04	4.42E-05	1.65E-03	0.00E+00	-1	7.19E-03	20
57	-560	-1836.564	0.4585		4.59E-04	4.57E-05	1.71E-03	0.00E+00	-1	7.42E-03	20
58	-570	-1790.246	0.4607		4.95E-04	4.71E-05	1.76E-03	0.00E+00	-1	7.65E-03	20
59	-580	-1745.443	0.4629		5.30E-04	4.85E-05	1.81E-03	0.00E+00	-1	7.87E-03	20
60	-590	-1701.925	0.465		5.64E-04	4.99E-05	1.86E-03	0.00E+00	-1	8.08E-03	20
61	-600	-1659.521	0.4671		5.97E-04	5.12E-05	1.90E-03	0.00E+00	-1	8.28E-03	20
62	-610	-1618.108	0.4691		6.29E-04	5.25E-05	1.95E-03	0.00E+00	-1	8.46E-03	20
63	-620	-1577.599	0.4711		6.61E-04	5.38E-05	1.99E-03	0.00E+00	-1	8.64E-03	20
64	-630	-1537.949	0.4731		6.92E-04	5.50E-05	2.02E-03	0.00E+00	-1	8.78E-03	20
65	-640	-1499.527	0.4752		7.40E-04	5.66E-05	2.05E-03	0.00E+00	-1	8.90E-03	20
66	-650	-1462.839	0.4775		8.02E-04	5.84E-05	2.06E-03	0.00E+00	-1	8.95E-03	20
67	-660	-1428.069	0.4797		8.61E-04	6.00E-05	2.05E-03	0.00E+00	-1	8.90E-03	20
68	-670	-1395.199	0.4818		9.17E-04	6.16E-05	2.00E-03	0.00E+00	-1	8.70E-03	20
69	-680	-1364.307	0.4837		9.69E-04	6.31E-05	1.92E-03	0.00E+00	-1	8.34E-03	20
70	-690	-1335.542	0.4855		1.02E-03	6.45E-05	1.79E-03	0.00E+00	-1	7.78E-03	20
71	-700	-1309.088	0.4872		1.06E-03	6.58E-05	1.61E-03	0.00E+00	-1	7.01E-03	20
72	-710	-1285.145	0.4887		1.10E-03	6.69E-05	1.39E-03	0.00E+00	-1	6.03E-03	20
73	-720	-1263.9	0.49		1.14E-03	6.80E-05	1.12E-03	0.00E+00	-1	4.85E-03	20
74	-730	-1245.506	0.4911		1.17E-03	6.89E-05	8.07E-04	0.00E+00	-1	3.51E-03	20
75	-740	-1230.071	0.4921		1.20E-03	6.96E-05	4.68E-04	0.00E+00	-1	2.04E-03	20
76	-750	-1217.646	0.4929		1.22E-03	7.02E-05	1.10E-04	0.00E+00	-1	4.79E-04	20
77	-760	-1208.236	0.4935		1.23E-03	7.07E-05	-2.55E-04	0.00E+00	-1	-1.11E-03	20
78	-770	-1201.762	0.4939		1.25E-03	7.10E-05	-6.45E-04	0.00E+00	-1	-2.81E-03	20
79	-780	-1198.55	0.4942		1.26E-03	7.13E-05	-1.03E-03	0.00E+00	-1	-4.48E-03	20
80	-790	-1198.138	0.4942		1.26E-03	7.13E-05	-1.36E-03	0.00E+00	-1	-5.92E-03	20
81	-800	-1200.135	0.4941		1.26E-03	7.12E-05	-1.63E-03	0.00E+00	-1	-7.10E-03	20
82	-810	-1204.197	0.4937		1.24E-03	7.09E-05	-1.85E-03	0.00E+00	-1	-8.05E-03	20
83	-820	-1209.955	0.4934		1.23E-03	7.06E-05	-2.01E-03	0.00E+00	-1	-8.72E-03	20
84	-830	-1216.783	0.4929		1.22E-03	7.02E-05	-2.10E-03	0.00E+00	-1	-9.14E-03	20
85	-840	-1224.433	0.4925		1.21E-03	6.99E-05	-2.17E-03	0.00E+00	-1	-9.42E-03	20
86	-850	-1232.699	0.4919		1.19E-03	6.95E-05	-2.20E-03	0.00E+00	-1	-9.58E-03	20
87	-860	-1241.413	0.4914		1.18E-03	6.91E-05	-2.22E-03	0.00E+00	-1	-9.66E-03	20
88	-870	-1250.444	0.4908		1.16E-03	6.86E-05	-2.22E-03	0.00E+00	-1	-9.67E-03	20
89	-880	-1259.684	0.4903		1.15E-03	6.82E-05	-2.21E-03	0.00E+00	-1	-9.62E-03	20
90	-890	-1269.046	0.4897		1.13E-03	6.77E-05	-2.19E-03	0.00E+00	-1	-9.53E-03	20
91	-900	-1278.451	0.4891		1.12E-03	6.73E-05	-2.16E-03	0.00E+00	-1	-9.40E-03	20
92	-910	-1287.814	0.4885		1.10E-03	6.68E-05	-2.12E-03	0.00E+00	-1	-9.22E-03	20
93	-920	-1297.034	0.4879		1.08E-03	6.64E-05	-2.07E-03	0.00E+00	-1	-8.99E-03	20
94	-930	-1305.983	0.4874		1.07E-03	6.59E-05	-2.00E-03	0.00E+00	-1	-8.70E-03	20
95	-940	-1314.498	0.4868		1.05E-03	6.55E-05	-1.92E-03	0.00E+00	-1	-8.34E-03	20
96	-950	-1322.375	0.4863		1.04E-03	6.51E-05	-1.82E-03	0.00E+00	-1	-7.89E-03	20
97	-960	-1329.372	0.4859		1.03E-03	6.48E-05	-1.69E-03	0.00E+00	-1	-7.35E-03	20
98	-970	-1335.223	0.4855		1.02E-03	6.45E-05	-1.54E-03	0.00E+00	-1	-6.71E-03	20
99	-980	-1339.661	0.4852		1.01E-03	6.43E-05	-1.38E-03	0.00E+00	-1	-5.99E-03	20
100	-990	-1342.445	0.4851		1.01E-03	6.42E-05	-1.20E-03	0.00E+00	-1	-5.20E-03	20
101	-1000	-1343.401	0.485		1.01E-03	6.41E-05	-1.10E-03	0.00E+00	-1	-4.79E-03	20
end											
											
											
Tim	e:       90.	0									
											
											
Nod	e      Depth	Head	Moisture		K	C	Flux	Sink	Kapp	a   v/KsTop	Temp
	[L]	[L]	[-]		[L/T]	[1/L]	[L/T]	[1/T]	[-]	[-]	[C]
											
1	0	-91.253	0.6617		2.23E-02	2.67E-04	-5.00E-02	0.00E+00	-1	-2.17E-01	20
2	-10	-106.323	0.6577		1.91E-02	2.66E-04	-5.43E-02	0.00E+00	-1	-2.36E-01	20
3	-20	-129.175	0.6517		1.54E-02	2.63E-04	-5.96E-02	0.00E+00	-1	-2.59E-01	20
4	-30	-166.137	0.6421		1.12E-02	2.53E-04	-6.59E-02	0.00E+00	-1	-2.86E-01	20
5	-40	-232.712	0.6259		6.83E-03	2.32E-04	-7.30E-02	0.00E+00	-1	-3.17E-01	20
6	-50	-379.677	0.5954		2.94E-03	1.85E-04	-8.02E-02	0.00E+00	-1	-3.49E-01	20
7	-60	-518.011	0.5637		8.35E-03	1.48E-04	-8.48E-02	0.00E+00	-1	-3.69E-01	20
8	-70	-632.122	0.5481		5.48E-03	1.28E-04	-8.49E-02	0.00E+00	-1	-3.69E-01	20
9	-80	-816.558	0.5271		3.16E-03	1.03E-04	-8.02E-02	0.00E+00	-1	-3.49E-01	20
10	-90	-1135.756	0.4992		1.48E-03	7.56E-05	-6.80E-02	0.00E+00	-1	-2.95E-01	20
11	-100	-1711.13	0.4647		5.58E-04	4.97E-05	-4.66E-02	0.00E+00	-1	-2.02E-01	20
12	-110	-2592.945	0.4306		1.94E-04	3.10E-05	-2.21E-02	0.00E+00	-1	-9.61E-02	20
13	-120	-3298.896	0.4119		1.04E-04	2.34E-05	-6.54E-03	0.00E+00	-1	-2.84E-02	20
14	-130	-3537.726	0.4067		8.79E-05	2.15E-05	-1.44E-03	0.00E+00	-1	-6.27E-03	20
15	-140	-3584.777	0.4056		8.46E-05	2.12E-05	-3.19E-04	0.00E+00	-1	-1.39E-03	20
16	-150	-3592.007	0.4055		8.41E-05	2.11E-05	-1.13E-04	0.00E+00	-1	-4.93E-04	20
17	-160	-3591.661	0.4055		8.42E-05	2.11E-05	-6.89E-05	0.00E+00	-1	-2.99E-04	20
18	-170	-3588.365	0.4055		8.44E-05	2.11E-05	-4.14E-05	0.00E+00	-1	-1.80E-04	20
19	-180	-3581.476	0.4057		8.49E-05	2.12E-05	-3.83E-06	0.00E+00	-1	-1.67E-05	20
20	-190	-3569.288	0.406		8.57E-05	2.13E-05	4.81E-05	0.00E+00	-1	2.09E-04	20
21	-200	-3550.317	0.4064		8.70E-05	2.14E-05	1.10E-04	0.00E+00	-1	4.77E-04	20
22	-210	-3524.178	0.407		8.88E-05	2.16E-05	1.71E-04	0.00E+00	-1	7.45E-04	20
23	-220	-3491.84	0.4077		9.10E-05	2.19E-05	2.24E-04	0.00E+00	-1	9.73E-04	20
24	-230	-3455.111	0.4085		9.35E-05	2.22E-05	2.62E-04	0.00E+00	-1	1.14E-03	20
25	-240	-3415.833	0.4093		9.62E-05	2.25E-05	2.87E-04	0.00E+00	-1	1.25E-03	20
26	-250	-3375.414	0.4102		9.90E-05	2.28E-05	3.02E-04	0.00E+00	-1	1.31E-03	20
27	-260	-3334.731	0.4111		1.02E-04	2.31E-05	3.11E-04	0.00E+00	-1	1.35E-03	20
28	-270	-3294.248	0.412		1.05E-04	2.34E-05	3.17E-04	0.00E+00	-1	1.38E-03	20
29	-280	-3254.171	0.4129		1.07E-04	2.37E-05	3.20E-04	0.00E+00	-1	1.39E-03	20
30	-290	-3214.582	0.4137		1.10E-04	2.40E-05	3.23E-04	0.00E+00	-1	1.40E-03	20
31	-300	-3175.481	0.4146		1.13E-04	2.43E-05	3.25E-04	0.00E+00	-1	1.41E-03	20
32	-310	-3136.817	0.4154		1.15E-04	2.46E-05	3.29E-04	0.00E+00	-1	1.43E-03	20
33	-320	-3098.5	0.4163		1.18E-04	2.49E-05	3.33E-04	0.00E+00	-1	1.45E-03	20
34	-330	-3060.377	0.4171		1.21E-04	2.52E-05	3.40E-04	0.00E+00	-1	1.48E-03	20
35	-340	-3022.5	0.4182		1.26E-04	2.56E-05	3.52E-04	0.00E+00	-1	1.53E-03	20
36	-350	-2984.5	0.4193		1.32E-04	2.61E-05	3.75E-04	0.00E+00	-1	1.63E-03	20
37	-360	-2945.602	0.4204		1.38E-04	2.66E-05	4.13E-04	0.00E+00	-1	1.80E-03	20
38	-370	-2904.694	0.4216		1.44E-04	2.71E-05	4.70E-04	0.00E+00	-1	2.04E-03	20
39	-380	-2860.552	0.4228		1.51E-04	2.76E-05	5.50E-04	0.00E+00	-1	2.39E-03	20
40	-390	-2812.164	0.4242		1.59E-04	2.82E-05	6.48E-04	0.00E+00	-1	2.82E-03	20
41	-400	-2759.095	0.4258		1.67E-04	2.89E-05	7.58E-04	0.00E+00	-1	3.29E-03	20
42	-410	-2701.64	0.4274		1.76E-04	2.96E-05	8.67E-04	0.00E+00	-1	3.77E-03	20
43	-420	-2640.682	0.4292		1.86E-04	3.04E-05	9.68E-04	0.00E+00	-1	4.21E-03	20
44	-430	-2577.352	0.431		1.95E-04	3.12E-05	1.06E-03	0.00E+00	-1	4.59E-03	20
45	-440	-2512.721	0.4329		2.05E-04	3.20E-05	1.13E-03	0.00E+00	-1	4.90E-03	20
46	-450	-2447.608	0.4348		2.16E-04	3.28E-05	1.19E-03	0.00E+00	-1	5.16E-03	20
47	-460	-2383.417	0.4369		2.33E-04	3.38E-05	1.25E-03	0.00E+00	-1	5.41E-03	20
48	-470	-2321.088	0.4393		2.55E-04	3.51E-05	1.30E-03	0.00E+00	-1	5.66E-03	20
49	-480	-2261.015	0.4415		2.76E-04	3.63E-05	1.35E-03	0.00E+00	-1	5.88E-03	20
50	-490	-2202.903	0.4437		2.96E-04	3.74E-05	1.40E-03	0.00E+00	-1	6.08E-03	20
51	-500	-2146.489	0.4459		3.16E-04	3.86E-05	1.44E-03	0.00E+00	-1	6.27E-03	20
52	-510	-2091.546	0.4479		3.35E-04	3.96E-05	1.48E-03	0.00E+00	-1	6.45E-03	20
53	-520	-2037.876	0.45		3.54E-04	4.07E-05	1.53E-03	0.00E+00	-1	6.63E-03	20
54	-530	-1985.307	0.4519		3.72E-04	4.18E-05	1.57E-03	0.00E+00	-1	6.81E-03	20
55	-540	-1933.691	0.4539		3.91E-04	4.28E-05	1.61E-03	0.00E+00	-1	6.99E-03	20
56	-550	-1883.62	0.4562		4.23E-04	4.42E-05	1.66E-03	0.00E+00	-1	7.20E-03	20
57	-560	-1835.496	0.4585		4.60E-04	4.57E-05	1.71E-03	0.00E+00	-1	7.43E-03	20
58	-570	-1789.21	0.4608		4.96E-04	4.71E-05	1.76E-03	0.00E+00	-1	7.65E-03	20
59	-580	-1744.444	0.463		5.31E-04	4.86E-05	1.81E-03	0.00E+00	-1	7.87E-03	20
60	-590	-1700.97	0.4651		5.65E-04	4.99E-05	1.86E-03	0.00E+00	-1	8.07E-03	20
61	-600	-1658.623	0.4672		5.98E-04	5.12E-05	1.90E-03	0.00E+00	-1	8.27E-03	20
62	-610	-1617.288	0.4692		6.30E-04	5.25E-05	1.94E-03	0.00E+00	-1	8.45E-03	20
63	-620	-1576.895	0.4712		6.61E-04	5.38E-05	1.98E-03	0.00E+00	-1	8.60E-03	20
64	-630	-1537.418	0.4731		6.92E-04	5.50E-05	2.01E-03	0.00E+00	-1	8.72E-03	20
65	-640	-1499.249	0.4752		7.41E-04	5.66E-05	2.02E-03	0.00E+00	-1	8.80E-03	20
66	-650	-1462.925	0.4775		8.02E-04	5.84E-05	2.03E-03	0.00E+00	-1	8.81E-03	20
67	-660	-1428.626	0.4797		8.60E-04	6.00E-05	2.00E-03	0.00E+00	-1	8.69E-03	20
68	-670	-1396.327	0.4817		9.15E-04	6.16E-05	1.94E-03	0.00E+00	-1	8.44E-03	20
69	-680	-1366.092	0.4836		9.66E-04	6.30E-05	1.85E-03	0.00E+00	-1	8.02E-03	20
70	-690	-1338.037	0.4853		1.01E-03	6.44E-05	1.71E-03	0.00E+00	-1	7.43E-03	20
71	-700	-1312.309	0.487		1.06E-03	6.56E-05	1.53E-03	0.00E+00	-1	6.64E-03	20
72	-710	-1289.061	0.4884		1.10E-03	6.68E-05	1.31E-03	0.00E+00	-1	5.68E-03	20
73	-720	-1268.433	0.4897		1.13E-03	6.78E-05	1.05E-03	0.00E+00	-1	4.54E-03	20
74	-730	-1250.537	0.4908		1.16E-03	6.86E-05	7.52E-04	0.00E+00	-1	3.27E-03	20
75	-740	-1235.449	0.4918		1.19E-03	6.93E-05	4.34E-04	0.00E+00	-1	1.89E-03	20
76	-750	-1223.194	0.4925		1.21E-03	6.99E-05	1.01E-04	0.00E+00	-1	4.40E-04	20
77	-760	-1213.753	0.4931		1.23E-03	7.04E-05	-2.38E-04	0.00E+00	-1	-1.04E-03	20
78	-770	-1207.071	0.4936		1.24E-03	7.07E-05	-5.77E-04	0.00E+00	-1	-2.51E-03	20
79	-780	-1203.083	0.4938		1.25E-03	7.09E-05	-9.28E-04	0.00E+00	-1	-4.04E-03	20
80	-790	-1201.984	0.4939		1.25E-03	7.10E-05	-1.27E-03	0.00E+00	-1	-5.50E-03	20
81	-800	-1203.371	0.4938		1.24E-03	7.09E-05	-1.55E-03	0.00E+00	-1	-6.74E-03	20
82	-810	-1206.929	0.4936		1.24E-03	7.07E-05	-1.77E-03	0.00E+00	-1	-7.68E-03	20
83	-820	-1211.965	0.4932		1.23E-03	7.05E-05	-1.92E-03	0.00E+00	-1	-8.34E-03	20
84	-830	-1218.193	0.4929		1.22E-03	7.02E-05	-2.03E-03	0.00E+00	-1	-8.83E-03	20
85	-840	-1225.355	0.4924		1.21E-03	6.98E-05	-2.11E-03	0.00E+00	-1	-9.17E-03	20
86	-850	-1233.23	0.4919		1.19E-03	6.95E-05	-2.16E-03	0.00E+00	-1	-9.39E-03	20
87	-860	-1241.635	0.4914		1.18E-03	6.90E-05	-2.19E-03	0.00E+00	-1	-9.52E-03	20
88	-870	-1250.418	0.4908		1.16E-03	6.86E-05	-2.20E-03	0.00E+00	-1	-9.56E-03	20
89	-880	-1259.457	0.4903		1.15E-03	6.82E-05	-2.19E-03	0.00E+00	-1	-9.53E-03	20
90	-890	-1268.644	0.4897		1.13E-03	6.77E-05	-2.17E-03	0.00E+00	-1	-9.45E-03	20
91	-900	-1277.878	0.4891		1.12E-03	6.73E-05	-2.14E-03	0.00E+00	-1	-9.32E-03	20
92	-910	-1287.058	0.4885		1.10E-03	6.69E-05	-2.10E-03	0.00E+00	-1	-9.14E-03	20
93	-920	-1296.068	0.488		1.09E-03	6.64E-05	-2.05E-03	0.00E+00	-1	-8.90E-03	20
94	-930	-1304.771	0.4874		1.07E-03	6.60E-05	-1.98E-03	0.00E+00	-1	-8.60E-03	20
95	-940	-1313	0.4869		1.06E-03	6.56E-05	-1.89E-03	0.00E+00	-1	-8.22E-03	20
96	-950	-1320.56	0.4864		1.04E-03	6.52E-05	-1.79E-03	0.00E+00	-1	-7.77E-03	20
97	-960	-1327.228	0.486		1.03E-03	6.49E-05	-1.66E-03	0.00E+00	-1	-7.23E-03	20
98	-970	-1332.766	0.4857		1.02E-03	6.46E-05	-1.52E-03	0.00E+00	-1	-6.61E-03	20
99	-980	-1336.942	0.4854		1.02E-03	6.44E-05	-1.36E-03	0.00E+00	-1	-5.92E-03	20
100	-990	-1339.551	0.4852		1.01E-03	6.43E-05	-1.19E-03	0.00E+00	-1	-5.17E-03	20
101	-1000	-1340.444	0.4852		1.01E-03	6.43E-05	-1.10E-03	0.00E+00	-1	-4.79E-03	20
end											
											
											
Tim	e:      100.	0									
											
											
Nod	e      Depth	Head	Moisture		K	C	Flux	Sink	Kapp	a   v/KsTop	Temp
	[L]	[L]	[-]		[L/T]	[1/L]	[L/T]	[1/T]	[-]	[-]	[C]
											
1	0	-160.081	0.6436		1.18E-02	2.55E-04	-1.00E-02	0.00E+00	-1	-4.35E-02	20
2	-10	-163.43	0.6428		1.15E-02	2.54E-04	-2.12E-02	0.00E+00	-1	-9.21E-02	20
3	-20	-178.368	0.639		1.01E-02	2.50E-04	-3.27E-02	0.00E+00	-1	-1.42E-01	20
4	-30	-210.794	0.6312		8.03E-03	2.39E-04	-4.41E-02	0.00E+00	-1	-1.92E-01	20
5	-40	-275.23	0.6165		5.30E-03	2.17E-04	-5.45E-02	0.00E+00	-1	-2.37E-01	20
6	-50	-417.131	0.589		2.54E-03	1.75E-04	-6.28E-02	0.00E+00	-1	-2.73E-01	20
7	-60	-533.875	0.5614		7.91E-03	1.45E-04	-6.75E-02	0.00E+00	-1	-2.94E-01	20
8	-70	-625.856	0.5488		5.60E-03	1.29E-04	-6.89E-02	0.00E+00	-1	-2.99E-01	20
9	-80	-766.195	0.5322		3.56E-03	1.09E-04	-6.71E-02	0.00E+00	-1	-2.92E-01	20
10	-90	-990.664	0.5107		2.02E-03	8.64E-05	-6.14E-02	0.00E+00	-1	-2.67E-01	20
11	-100	-1363.924	0.4838		9.75E-04	6.33E-05	-4.97E-02	0.00E+00	-1	-2.16E-01	20
12	-110	-1976.164	0.4523		3.78E-04	4.21E-05	-3.23E-02	0.00E+00	-1	-1.41E-01	20
13	-120	-2804.663	0.4244		1.60E-04	2.83E-05	-1.49E-02	0.00E+00	-1	-6.49E-02	20
14	-130	-3359.337	0.4105		9.98E-05	2.29E-05	-4.57E-03	0.00E+00	-1	-1.99E-02	20
15	-140	-3544.155	0.4065		8.73E-05	2.15E-05	-1.13E-03	0.00E+00	-1	-4.89E-03	20
16	-150	-3583.842	0.4056		8.47E-05	2.12E-05	-2.80E-04	0.00E+00	-1	-1.22E-03	20
17	-160	-3589.509	0.4055		8.43E-05	2.11E-05	-9.69E-05	0.00E+00	-1	-4.21E-04	20
18	-170	-3586.789	0.4056		8.45E-05	2.12E-05	-4.19E-05	0.00E+00	-1	-1.82E-04	20
19	-180	-3579.417	0.4057		8.50E-05	2.12E-05	5.51E-07	0.00E+00	-1	2.39E-06	20
20	-190	-3566.682	0.406		8.59E-05	2.13E-05	5.15E-05	0.00E+00	-1	2.24E-04	20
21	-200	-3547.487	0.4064		8.72E-05	2.15E-05	1.10E-04	0.00E+00	-1	4.78E-04	20
