 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  17. 2.    Time:  21:15:45
 Units: L = mm   , T = min  , M = mmol 


 Time:       10.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]

   1     0.0000   -4761.805 0.3920   0.4815E-05  0.1494E-04 -0.4815E-05  0.0000E+00      -1  -0.332E-04   20.00
   2   -10.0000   -4761.805 0.3920   0.4815E-05  0.1494E-04 -0.4815E-05  0.0000E+00      -1  -0.332E-04   20.00
   3   -20.0000   -4761.805 0.3920   0.4815E-05  0.1494E-04 -0.4815E-05  0.0000E+00      -1  -0.332E-04   20.00
   4   -30.0000   -4761.805 0.3920   0.4815E-05  0.1494E-04 -0.4815E-05  0.0000E+00      -1  -0.332E-04   20.00
   5   -40.0000   -4761.805 0.3920   0.4815E-05  0.1494E-04 -0.4815E-05  0.0000E+00      -1  -0.332E-04   20.00
   6   -50.0000   -4761.805 0.3920   0.4815E-05  0.1494E-04  0.6537E-03  0.0000E+00      -1   0.451E-02   20.00
   7   -60.0000   -4297.331 0.3924   0.5293E-04  0.1704E-04  0.6296E-03  0.0000E+00      -1   0.434E-02   20.00
   8   -70.0000   -4297.331 0.3924   0.5293E-04  0.1704E-04 -0.5293E-04  0.0000E+00      -1  -0.365E-03   20.00
   9   -80.0000   -4297.331 0.3924   0.5293E-04  0.1704E-04 -0.5293E-04  0.0000E+00      -1  -0.365E-03   20.00
  10   -90.0000   -4297.331 0.3924   0.5293E-04  0.1704E-04 -0.5293E-04  0.0000E+00      -1  -0.365E-03   20.00
  11  -100.0000   -4297.331 0.3924   0.5293E-04  0.1704E-04 -0.5293E-04  0.0000E+00      -1  -0.365E-03   20.00
  12  -110.0000   -4297.331 0.3924   0.5293E-04  0.1704E-04 -0.5293E-04  0.0000E+00      -1  -0.365E-03   20.00
  13  -120.0000   -4297.331 0.3924   0.5293E-04  0.1704E-04 -0.5293E-04  0.0000E+00      -1  -0.365E-03   20.00
  14  -130.0000   -4297.331 0.3924   0.5293E-04  0.1704E-04 -0.5293E-04  0.0000E+00      -1  -0.365E-03   20.00
