 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  28. 8.    Time:  10:59:11
 Units: L = mm   , T = min  , M = mmol 



                               Node(  1)                      Node( 31)                      Node( 52)                      Node(101)

         time            h        theta    Flux           h        theta    Flux           h        theta    Flux           h        theta    Flux  
         10.0001    -3025.69  0.4255 -0.181E-03      -2376.63  0.4372  0.572E-03      -1690.86  0.4656  0.115E-02      -1327.91  0.4860 -0.537E-03
         10.0002    -3025.69  0.4255 -0.181E-03      -2376.63  0.4372  0.572E-03      -1690.86  0.4656  0.115E-02      -1327.91  0.4860 -0.869E-03
         10.0004    -3025.69  0.4255 -0.181E-03      -2376.63  0.4372  0.572E-03      -1690.86  0.4656  0.115E-02      -1327.91  0.4860 -0.106E-02
         10.0006    -3025.69  0.4255 -0.181E-03      -2376.63  0.4372  0.572E-03      -1690.86  0.4656  0.115E-02      -1327.91  0.4860 -0.130E-02
         10.0010    -3025.69  0.4255  0.181E-03      -2376.63  0.4372  0.572E-03      -1690.86  0.4656  0.115E-02      -1327.91  0.4860 -0.941E-03
         10.0014    -3025.69  0.4255 -0.181E-03      -2376.63  0.4372  0.572E-03      -1690.86  0.4656  0.115E-02      -1327.91  0.4860 -0.122E-02
         10.0019    -3025.69  0.4255  0.128E-03      -2376.63  0.4372  0.572E-03      -1690.86  0.4656  0.115E-02      -1327.90  0.4860 -0.110E-02
         10.0025    -3025.69  0.4255  0.568E-04      -2376.63  0.4372  0.572E-03      -1690.86  0.4656  0.115E-02      -1327.90  0.4860 -0.108E-02
         10.0033    -3025.69  0.4255  0.204E-05      -2376.63  0.4372  0.572E-03      -1690.86  0.4656  0.115E-02      -1327.90  0.4860 -0.111E-02
         10.0044    -3025.69  0.4255 -0.401E-04      -2376.63  0.4372  0.572E-03      -1690.86  0.4656  0.115E-02      -1327.90  0.4860 -0.104E-02
         10.0057    -3025.69  0.4255  0.356E-04      -2376.63  0.4372  0.572E-03      -1690.86  0.4656  0.115E-02      -1327.89  0.4860 -0.105E-02
         10.0075    -3025.70  0.4255 -0.142E-04      -2376.63  0.4372  0.572E-03      -1690.86  0.4656  0.115E-02      -1327.89  0.4860 -0.103E-02
         10.0099    -3025.70  0.4255  0.114E-04      -2376.63  0.4372  0.572E-03      -1690.86  0.4656  0.115E-02      -1327.88  0.4860 -0.100E-02
         10.0129    -3025.70  0.4255  0.164E-04      -2376.64  0.4372  0.572E-03      -1690.86  0.4656  0.115E-02      -1327.87  0.4860 -0.104E-02
         10.0168    -3025.71  0.4255  0.891E-05      -2376.63  0.4372  0.572E-03      -1690.86  0.4656  0.115E-02      -1327.86  0.4860 -0.104E-02
         10.0219    -3025.71  0.4255 -0.553E-05      -2376.64  0.4372  0.572E-03      -1690.86  0.4656  0.115E-02      -1327.84  0.4860 -0.103E-02
         10.0286    -3025.72  0.4255 -0.896E-06      -2376.63  0.4372  0.572E-03      -1690.86  0.4656  0.115E-02      -1327.82  0.4860 -0.103E-02
         10.0372    -3025.73  0.4255 -0.759E-05      -2376.63  0.4372  0.572E-03      -1690.86  0.4656  0.115E-02      -1327.79  0.4860 -0.103E-02
         10.0485    -3025.75  0.4255  0.590E-05      -2376.63  0.4372  0.572E-03      -1690.86  0.4656  0.115E-02      -1327.76  0.4860 -0.103E-02
         10.0631    -3025.77  0.4255  0.420E-05      -2376.63  0.4372  0.572E-03      -1690.86  0.4656  0.115E-02      -1327.71  0.4860 -0.104E-02
         10.0821    -3025.79  0.4255  0.149E-05      -2376.63  0.4372  0.572E-03      -1690.86  0.4656  0.115E-02      -1327.65  0.4860 -0.104E-02
         10.1068    -3025.82  0.4255  0.266E-05      -2376.63  0.4372  0.572E-03      -1690.86  0.4656  0.115E-02      -1327.58  0.4860 -0.104E-02
         10.1389    -3025.86  0.4255 -0.128E-05      -2376.63  0.4372  0.572E-03      -1690.86  0.4656  0.115E-02      -1327.48  0.4860 -0.104E-02
         10.1807    -3025.91  0.4255 -0.177E-05      -2376.63  0.4372  0.572E-03      -1690.86  0.4656  0.115E-02      -1327.36  0.4860 -0.104E-02
         10.2350    -3025.98  0.4255  0.208E-06      -2376.63  0.4372  0.572E-03      -1690.86  0.4656  0.115E-02      -1327.20  0.4860 -0.104E-02
         10.3055    -3026.06  0.4255 -0.834E-06      -2376.62  0.4372  0.572E-03      -1690.85  0.4656  0.115E-02      -1327.00  0.4860 -0.104E-02
         10.3973    -3026.17  0.4255  0.126E-06      -2376.62  0.4372  0.572E-03      -1690.85  0.4656  0.115E-02      -1326.74  0.4861 -0.104E-02
         10.5165    -3026.31  0.4255  0.327E-06      -2376.61  0.4372  0.572E-03      -1690.85  0.4656  0.115E-02      -1326.42  0.4861 -0.104E-02
         10.6716    -3026.49  0.4255 -0.206E-06      -2376.61  0.4372  0.572E-03      -1690.84  0.4656  0.115E-02      -1326.02  0.4861 -0.104E-02
         10.8731    -3026.71  0.4255  0.446E-07      -2376.60  0.4372  0.572E-03      -1690.84  0.4656  0.115E-02      -1325.53  0.4861 -0.104E-02
         11.1351    -3027.00  0.4255 -0.247E-06      -2376.59  0.4372  0.572E-03      -1690.83  0.4656  0.115E-02      -1324.94  0.4862 -0.104E-02
         11.4757    -3027.35  0.4255 -0.101E-06      -2376.57  0.4372  0.572E-03      -1690.82  0.4656  0.115E-02      -1324.22  0.4862 -0.104E-02
         11.9185    -3027.80  0.4254 -0.929E-07      -2376.56  0.4372  0.572E-03      -1690.81  0.4656  0.115E-02      -1323.38  0.4863 -0.104E-02
         12.4941    -3028.34  0.4254 -0.236E-07      -2376.53  0.4372  0.572E-03      -1690.79  0.4656  0.115E-02      -1322.40  0.4863 -0.104E-02
         13.2447    -3028.99  0.4254  0.606E-07      -2376.50  0.4372  0.572E-03      -1690.77  0.4656  0.115E-02      -1321.29  0.4864 -0.105E-02
         14.2097    -3029.77  0.4254 -0.418E-08      -2376.47  0.4372  0.572E-03      -1690.75  0.4656  0.115E-02      -1320.04  0.4865 -0.105E-02
         15.3678    -3030.61  0.4254 -0.236E-07      -2376.42  0.4372  0.572E-03      -1690.72  0.4656  0.115E-02      -1318.73  0.4866 -0.105E-02
         16.9119    -3031.60  0.4253 -0.365E-07      -2376.37  0.4372  0.572E-03      -1690.67  0.4656  0.115E-02      -1317.22  0.4866 -0.105E-02
         20.0000    -3033.21  0.4253 -0.425E-08      -2376.26  0.4372  0.573E-03      -1690.59  0.4656  0.114E-02      -1314.77  0.4868 -0.106E-02
         22.5000    -3034.35  0.4252 -0.127E-08      -2376.17  0.4372  0.573E-03      -1690.52  0.4656  0.114E-02      -1312.98  0.4869 -0.106E-02
         26.2500    -3035.66  0.4252 -0.156E-07      -2376.04  0.4372  0.574E-03      -1690.41  0.4656  0.114E-02      -1310.70  0.4871 -0.106E-02
         30.0000    -3036.70  0.4252  0.147E-07      -2375.92  0.4372  0.574E-03      -1690.31  0.4656  0.114E-02      -1308.64  0.4872 -0.107E-02
         30.0001    -3036.71  0.4252 -0.194E-01      -2375.92  0.4372  0.574E-03      -1690.31  0.4656  0.114E-02      -1308.62  0.4872 -0.124E-02
         30.0002    -3036.69  0.4252 -0.195E-01      -2375.92  0.4372  0.574E-03      -1690.31  0.4656  0.114E-02      -1308.62  0.4872 -0.124E-02
         30.0004    -3036.67  0.4252 -0.203E-01      -2375.92  0.4372  0.574E-03      -1690.31  0.4656  0.114E-02      -1308.62  0.4872 -0.124E-02
         30.0006    -3036.64  0.4252 -0.197E-01      -2375.92  0.4372  0.574E-03      -1690.31  0.4656  0.114E-02      -1308.62  0.4872 -0.124E-02
         30.0009    -3036.60  0.4252 -0.199E-01      -2375.92  0.4372  0.574E-03      -1690.31  0.4656  0.114E-02      -1308.62  0.4872 -0.124E-02
         30.0013    -3036.55  0.4252 -0.201E-01      -2375.92  0.4372  0.574E-03      -1690.31  0.4656  0.114E-02      -1308.62  0.4872 -0.834E-03
         30.0018    -3036.48  0.4252 -0.201E-01      -2375.92  0.4372  0.574E-03      -1690.31  0.4656  0.114E-02      -1308.62  0.4872 -0.927E-03
         30.0024    -3036.40  0.4252 -0.200E-01      -2375.92  0.4372  0.574E-03      -1690.31  0.4656  0.114E-02      -1308.62  0.4872 -0.998E-03
         30.0032    -3036.28  0.4252 -0.200E-01      -2375.92  0.4372  0.574E-03      -1690.31  0.4656  0.114E-02      -1308.62  0.4872 -0.105E-02
         30.0043    -3036.14  0.4252 -0.200E-01      -2375.92  0.4372  0.574E-03      -1690.31  0.4656  0.114E-02      -1308.62  0.4872 -0.110E-02
         30.0056    -3035.95  0.4252 -0.200E-01      -2375.92  0.4372  0.574E-03      -1690.31  0.4656  0.114E-02      -1308.62  0.4872 -0.113E-02
         30.0074    -3035.70  0.4252 -0.200E-01      -2375.92  0.4372  0.574E-03      -1690.31  0.4656  0.114E-02      -1308.62  0.4872 -0.107E-02
         30.0098    -3035.38  0.4252 -0.200E-01      -2375.92  0.4372  0.574E-03      -1690.31  0.4656  0.114E-02      -1308.62  0.4872 -0.104E-02
         30.0128    -3034.96  0.4252 -0.200E-01      -2375.92  0.4372  0.574E-03      -1690.31  0.4656  0.114E-02      -1308.61  0.4872 -0.109E-02
         30.0167    -3034.42  0.4252 -0.200E-01      -2375.92  0.4372  0.574E-03      -1690.31  0.4656  0.114E-02      -1308.61  0.4872 -0.105E-02
         30.0218    -3033.72  0.4253 -0.200E-01      -2375.92  0.4372  0.574E-03      -1690.31  0.4656  0.114E-02      -1308.61  0.4872 -0.106E-02
         30.0285    -3032.80  0.4253 -0.200E-01      -2375.92  0.4372  0.574E-03      -1690.31  0.4656  0.114E-02      -1308.61  0.4872 -0.106E-02
         30.0372    -3031.61  0.4253 -0.200E-01      -2375.92  0.4372  0.574E-03      -1690.31  0.4656  0.114E-02      -1308.60  0.4872 -0.106E-02
         30.0484    -3030.07  0.4254 -0.200E-01      -2375.92  0.4372  0.574E-03      -1690.31  0.4656  0.114E-02      -1308.59  0.4872 -0.106E-02
         30.0630    -3028.07  0.4254 -0.200E-01      -2375.92  0.4372  0.574E-03      -1690.31  0.4656  0.114E-02      -1308.59  0.4872 -0.106E-02
         30.0820    -3025.48  0.4255 -0.200E-01      -2375.92  0.4372  0.574E-03      -1690.31  0.4656  0.114E-02      -1308.58  0.4872 -0.106E-02
         30.1067    -3022.12  0.4256 -0.200E-01      -2375.92  0.4372  0.574E-03      -1690.31  0.4656  0.114E-02      -1308.56  0.4872 -0.107E-02
         30.1388    -3017.77  0.4257 -0.200E-01      -2375.91  0.4372  0.574E-03      -1690.31  0.4656  0.114E-02      -1308.55  0.4872 -0.106E-02
         30.1806    -3012.14  0.4259 -0.200E-01      -2375.91  0.4372  0.574E-03      -1690.30  0.4656  0.114E-02      -1308.52  0.4872 -0.106E-02
         30.2349    -3004.87  0.4261 -0.200E-01      -2375.91  0.4372  0.574E-03      -1690.30  0.4656  0.114E-02      -1308.49  0.4872 -0.106E-02
         30.3054    -2995.51  0.4264 -0.200E-01      -2375.91  0.4372  0.574E-03      -1690.30  0.4656  0.114E-02      -1308.45  0.4872 -0.107E-02
         30.3972    -2983.49  0.4267 -0.200E-01      -2375.91  0.4372  0.574E-03      -1690.30  0.4656  0.114E-02      -1308.41  0.4872 -0.106E-02
         30.5164    -2968.09  0.4272 -0.200E-01      -2375.90  0.4372  0.574E-03      -1690.30  0.4656  0.114E-02      -1308.34  0.4872 -0.107E-02
         30.6715    -2948.48  0.4277 -0.200E-01      -2375.90  0.4372  0.574E-03      -1690.29  0.4656  0.114E-02      -1308.26  0.4872 -0.107E-02
         30.8730    -2923.65  0.4285 -0.200E-01      -2375.89  0.4372  0.574E-03      -1690.29  0.4656  0.114E-02      -1308.15  0.4872 -0.107E-02
