 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  28. 8.    Time:  23:14:12
 Units: L = mm   , T = min  , M = mmol 



                               Node(  1)                      Node( 31)                      Node( 52)                      Node(101)

         time            h        theta    Flux           h        theta    Flux           h        theta    Flux           h        theta    Flux  
         10.0001    -6656.09  0.3695 -0.241E-04      -3412.41  0.4094  0.614E-03      -2023.12  0.4505  0.165E-02      -1332.60  0.4857 -0.799E-03
         10.0002    -6656.09  0.3695 -0.241E-04      -3412.41  0.4094  0.614E-03      -2023.12  0.4505  0.165E-02      -1332.60  0.4857 -0.113E-02
         10.0004    -6656.09  0.3695 -0.241E-04      -3412.41  0.4094  0.614E-03      -2023.12  0.4505  0.165E-02      -1332.60  0.4857 -0.132E-02
         10.0006    -6656.09  0.3695 -0.241E-04      -3412.41  0.4094  0.614E-03      -2023.12  0.4505  0.165E-02      -1332.60  0.4857 -0.841E-03
         10.0010    -6656.09  0.3695 -0.241E-04      -3412.41  0.4094  0.614E-03      -2023.12  0.4505  0.165E-02      -1332.59  0.4857 -0.840E-03
         10.0014    -6656.09  0.3695 -0.241E-04      -3412.41  0.4094  0.614E-03      -2023.12  0.4505  0.165E-02      -1332.59  0.4857 -0.108E-02
         10.0019    -6656.09  0.3695 -0.241E-04      -3412.41  0.4094  0.614E-03      -2023.12  0.4505  0.165E-02      -1332.59  0.4857 -0.105E-02
         10.0025    -6656.09  0.3695 -0.241E-04      -3412.41  0.4094  0.614E-03      -2023.12  0.4505  0.165E-02      -1332.59  0.4857 -0.110E-02
         10.0033    -6656.09  0.3695 -0.241E-04      -3412.41  0.4094  0.614E-03      -2023.12  0.4505  0.165E-02      -1332.59  0.4857 -0.101E-02
         10.0044    -6656.09  0.3695 -0.241E-04      -3412.41  0.4094  0.614E-03      -2023.12  0.4505  0.165E-02      -1332.58  0.4857 -0.102E-02
         10.0057    -6656.09  0.3695 -0.241E-04      -3412.41  0.4094  0.614E-03      -2023.12  0.4505  0.165E-02      -1332.58  0.4857 -0.990E-03
         10.0075    -6656.09  0.3695 -0.241E-04      -3412.41  0.4094  0.614E-03      -2023.12  0.4505  0.165E-02      -1332.57  0.4857 -0.104E-02
         10.0099    -6656.09  0.3695 -0.241E-04      -3412.41  0.4094  0.614E-03      -2023.12  0.4505  0.165E-02      -1332.56  0.4857 -0.107E-02
         10.0129    -6656.09  0.3695  0.251E-04      -3412.41  0.4094  0.614E-03      -2023.12  0.4505  0.165E-02      -1332.55  0.4857 -0.105E-02
         10.0168    -6656.09  0.3695  0.137E-04      -3412.41  0.4094  0.614E-03      -2023.12  0.4505  0.165E-02      -1332.53  0.4857 -0.103E-02
         10.0219    -6656.10  0.3695  0.501E-05      -3412.41  0.4094  0.614E-03      -2023.12  0.4505  0.165E-02      -1332.51  0.4857 -0.103E-02
         10.0286    -6656.10  0.3695 -0.170E-05      -3412.41  0.4094  0.614E-03      -2023.12  0.4505  0.165E-02      -1332.48  0.4857 -0.102E-02
         10.0372    -6656.10  0.3695 -0.685E-05      -3412.41  0.4094  0.614E-03      -2023.12  0.4505  0.165E-02      -1332.45  0.4857 -0.103E-02
         10.0485    -6656.11  0.3695  0.243E-05      -3412.41  0.4094  0.614E-03      -2023.11  0.4505  0.165E-02      -1332.41  0.4857 -0.104E-02
         10.0631    -6656.12  0.3695 -0.367E-05      -3412.41  0.4094  0.614E-03      -2023.11  0.4505  0.165E-02      -1332.35  0.4857 -0.103E-02
         10.0821    -6656.12  0.3695 -0.512E-06      -3412.41  0.4094  0.614E-03      -2023.11  0.4505  0.165E-02      -1332.27  0.4857 -0.103E-02
         10.1068    -6656.14  0.3695  0.123E-06      -3412.41  0.4094  0.614E-03      -2023.11  0.4505  0.165E-02      -1332.18  0.4857 -0.104E-02
         10.1389    -6656.15  0.3695 -0.761E-06      -3412.41  0.4094  0.614E-03      -2023.11  0.4505  0.165E-02      -1332.06  0.4857 -0.103E-02
         10.1807    -6656.17  0.3695  0.107E-05      -3412.40  0.4094  0.614E-03      -2023.11  0.4505  0.165E-02      -1331.90  0.4857 -0.104E-02
         10.2350    -6656.20  0.3695  0.868E-06      -3412.40  0.4094  0.614E-03      -2023.10  0.4505  0.165E-02      -1331.70  0.4857 -0.103E-02
         10.3055    -6656.24  0.3695 -0.519E-06      -3412.40  0.4094  0.614E-03      -2023.10  0.4505  0.165E-02      -1331.44  0.4858 -0.103E-02
         10.3973    -6656.29  0.3695 -0.896E-06      -3412.39  0.4094  0.614E-03      -2023.09  0.4505  0.165E-02      -1331.11  0.4858 -0.104E-02
         10.5165    -6656.34  0.3695  0.240E-06      -3412.38  0.4094  0.614E-03      -2023.08  0.4505  0.165E-02      -1330.71  0.4858 -0.104E-02
         10.6716    -6656.42  0.3695 -0.251E-06      -3412.37  0.4094  0.614E-03      -2023.07  0.4505  0.165E-02      -1330.20  0.4858 -0.104E-02
         10.8731    -6656.52  0.3695 -0.162E-06      -3412.36  0.4094  0.614E-03      -2023.06  0.4505  0.165E-02      -1329.57  0.4859 -0.104E-02
         11.1351    -6656.65  0.3695 -0.409E-07      -3412.34  0.4094  0.614E-03      -2023.04  0.4505  0.165E-02      -1328.81  0.4859 -0.104E-02
         11.4757    -6656.81  0.3695 -0.962E-07      -3412.32  0.4094  0.614E-03      -2023.01  0.4505  0.165E-02      -1327.90  0.4860 -0.104E-02
         11.9185    -6657.01  0.3695 -0.654E-07      -3412.30  0.4094  0.614E-03      -2022.98  0.4505  0.165E-02      -1326.83  0.4860 -0.104E-02
         12.4941    -6657.27  0.3695  0.138E-06      -3412.26  0.4094  0.614E-03      -2022.93  0.4505  0.165E-02      -1325.59  0.4861 -0.104E-02
         13.2447    -6657.60  0.3695  0.379E-07      -3412.21  0.4094  0.614E-03      -2022.87  0.4505  0.165E-02      -1324.16  0.4862 -0.104E-02
         14.2097    -6658.01  0.3695  0.271E-07      -3412.15  0.4094  0.614E-03      -2022.80  0.4505  0.165E-02      -1322.56  0.4863 -0.104E-02
         15.3678    -6658.47  0.3695  0.244E-07      -3412.08  0.4094  0.614E-03      -2022.70  0.4505  0.165E-02      -1320.89  0.4864 -0.105E-02
         16.9119    -6659.05  0.3695 -0.353E-07      -3411.98  0.4094  0.614E-03      -2022.57  0.4505  0.165E-02      -1318.96  0.4865 -0.105E-02
         20.0000    -6660.07  0.3695 -0.818E-08      -3411.78  0.4094  0.614E-03      -2022.28  0.4505  0.165E-02      -1315.82  0.4867 -0.105E-02
         22.5000    -6660.84  0.3694 -0.272E-07      -3411.62  0.4094  0.613E-03      -2022.05  0.4506  0.165E-02      -1313.54  0.4869 -0.106E-02
         26.2500    -6661.84  0.3694  0.160E-07      -3411.39  0.4094  0.613E-03      -2021.67  0.4506  0.165E-02      -1310.62  0.4871 -0.106E-02
         30.0000    -6662.74  0.3694 -0.624E-08      -3411.15  0.4094  0.613E-03      -2021.27  0.4506  0.165E-02      -1307.98  0.4872 -0.107E-02
         30.0001    -6662.56  0.3694 -0.805E-01      -3411.15  0.4094  0.613E-03      -2021.27  0.4506  0.165E-02      -1307.95  0.4872 -0.128E-02
         30.0002    -6662.35  0.3694 -0.802E-01      -3411.15  0.4094  0.613E-03      -2021.27  0.4506  0.165E-02      -1307.96  0.4872 -0.128E-02
         30.0004    -6662.06  0.3694 -0.802E-01      -3411.15  0.4094  0.613E-03      -2021.27  0.4506  0.165E-02      -1307.95  0.4872 -0.128E-02
         30.0006    -6661.69  0.3694 -0.800E-01      -3411.15  0.4094  0.613E-03      -2021.27  0.4506  0.165E-02      -1307.95  0.4872 -0.128E-02
         30.0009    -6661.20  0.3694 -0.798E-01      -3411.15  0.4094  0.613E-03      -2021.27  0.4506  0.165E-02      -1307.95  0.4872 -0.128E-02
         30.0013    -6660.57  0.3694 -0.799E-01      -3411.15  0.4094  0.613E-03      -2021.27  0.4506  0.165E-02      -1307.95  0.4872 -0.128E-02
         30.0018    -6659.75  0.3695 -0.800E-01      -3411.15  0.4094  0.613E-03      -2021.27  0.4506  0.165E-02      -1307.95  0.4872 -0.976E-03
         30.0024    -6658.69  0.3695 -0.800E-01      -3411.15  0.4094  0.613E-03      -2021.27  0.4506  0.165E-02      -1307.95  0.4872 -0.105E-02
         30.0032    -6657.30  0.3695 -0.800E-01      -3411.15  0.4094  0.613E-03      -2021.27  0.4506  0.165E-02      -1307.95  0.4872 -0.110E-02
         30.0043    -6655.49  0.3695 -0.800E-01      -3411.15  0.4094  0.613E-03      -2021.27  0.4506  0.165E-02      -1307.95  0.4872 -0.114E-02
         30.0056    -6653.15  0.3695 -0.800E-01      -3411.15  0.4094  0.613E-03      -2021.27  0.4506  0.165E-02      -1307.95  0.4872 -0.107E-02
         30.0074    -6650.10  0.3695 -0.800E-01      -3411.15  0.4094  0.613E-03      -2021.27  0.4506  0.165E-02      -1307.95  0.4872 -0.104E-02
