 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  15. 2.    Time:  15: 8:37
 Units: L = mm   , T = min  , M = mmol 


 Time:       10.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]

   1     0.0000   -5814.184 0.4204   0.4780E-05  0.1152E-04 -0.4780E-05  0.0000E+00      -1  -0.766E-05   20.00
   2   -10.0000   -5814.184 0.4204   0.4780E-05  0.1152E-04 -0.4780E-05  0.0000E+00      -1  -0.766E-05   20.00
   3   -20.0000   -5814.184 0.4204   0.4780E-05  0.1152E-04 -0.4780E-05  0.0000E+00      -1  -0.766E-05   20.00
   4   -30.0000   -5814.184 0.4204   0.4780E-05  0.1152E-04 -0.4780E-05  0.0000E+00      -1  -0.766E-05   20.00
   5   -40.0000   -5814.184 0.4204   0.4780E-05  0.1152E-04 -0.4780E-05  0.0000E+00      -1  -0.766E-05   20.00
   6   -50.0000   -5814.184 0.4204   0.4780E-05  0.1152E-04  0.1088E-01  0.0000E+00      -1   0.174E-01   20.00
   7   -60.0000   -3306.529 0.4205   0.1695E-03  0.2257E-04  0.1080E-01  0.0000E+00      -1   0.173E-01   20.00
   8   -70.0000   -3306.529 0.4205   0.1695E-03  0.2257E-04 -0.1695E-03  0.0000E+00      -1  -0.271E-03   20.00
   9   -80.0000   -3306.529 0.4205   0.1695E-03  0.2257E-04 -0.1695E-03  0.0000E+00      -1  -0.271E-03   20.00
  10   -90.0000   -3306.529 0.4205   0.1695E-03  0.2257E-04 -0.1695E-03  0.0000E+00      -1  -0.271E-03   20.00
  11  -100.0000   -3306.529 0.4205   0.1695E-03  0.2257E-04 -0.1695E-03  0.0000E+00      -1  -0.271E-03   20.00
  12  -110.0000   -3306.529 0.4205   0.1695E-03  0.2257E-04 -0.1695E-03  0.0000E+00      -1  -0.271E-03   20.00
  13  -120.0000   -3306.529 0.4205   0.1695E-03  0.2257E-04 -0.1695E-03  0.0000E+00      -1  -0.271E-03   20.00
  14  -130.0000   -3306.529 0.4205   0.1695E-03  0.2257E-04 -0.1695E-03  0.0000E+00      -1  -0.271E-03   20.00
