Site Name ,FORESTUPPER
Site Number ,1
Logger ,Capacitive Water Level
Logger Serial Number ,6571


Scan No ,Date and Time,       Capacitive Water Level,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,

1,13/02/2017 , 16:59:04,442,60.2
2,13/02/2017 , 16:59:14,440,59.2
3,13/02/2017 , 16:59:24,440,59.2
4,13/02/2017 , 16:59:34,440,59.2
5,13/02/2017 , 16:59:44,440,59.2
6,13/02/2017 , 16:59:54,440,59.2
7,13/02/2017 , 17:00:04,442,60.2
8,13/02/2017 , 17:00:14,442,60.2
9,13/02/2017 , 17:00:24,442,60.2
10,13/02/2017 , 17:00:34,444,61.2
11,13/02/2017 , 17:00:44,444,61.2
12,13/02/2017 , 17:00:54,444,61.2
13,13/02/2017 , 17:01:04,444,61.2
14,13/02/2017 , 17:01:14,444,61.2
15,13/02/2017 , 17:01:24,444,61.2
16,13/02/2017 , 17:01:34,444,61.2
17,13/02/2017 , 17:01:44,444,61.2
18,13/02/2017 , 17:01:54,444,61.2
19,13/02/2017 , 17:02:04,444,61.2
20,13/02/2017 , 17:02:14,444,61.2
21,13/02/2017 , 17:02:24,444,61.2
22,13/02/2017 , 17:02:34,449,63.6
23,13/02/2017 , 17:02:44,449,63.6
24,13/02/2017 , 17:02:54,449,63.6
25,13/02/2017 , 17:03:04,452,65
26,13/02/2017 , 17:03:14,452,65
27,13/02/2017 , 17:03:24,452,65
28,13/02/2017 , 17:03:34,463,70.4
29,13/02/2017 , 17:03:44,463,70.4
30,13/02/2017 , 17:03:54,463,70.4
31,13/02/2017 , 17:04:04,478,77.7
32,13/02/2017 , 17:04:14,478,77.7
33,13/02/2017 , 17:04:24,478,77.7
34,13/02/2017 , 17:04:34,497,86.9
35,13/02/2017 , 17:04:44,496,86.4
36,13/02/2017 , 17:04:54,496,86.4
37,13/02/2017 , 17:05:04,514,95.1
38,13/02/2017 , 17:05:14,513,94.7
39,13/02/2017 , 17:05:24,513,94.7
40,13/02/2017 , 17:05:34,532,103.9
41,13/02/2017 , 17:05:44,532,103.9
42,13/02/2017 , 17:05:54,532,103.9
43,13/02/2017 , 17:06:04,548,111.7
44,13/02/2017 , 17:06:14,548,111.7
45,13/02/2017 , 17:06:24,548,111.7
46,13/02/2017 , 17:06:34,566,120.4
47,13/02/2017 , 17:06:44,566,120.4
48,13/02/2017 , 17:06:54,566,120.4
49,13/02/2017 , 17:07:04,583,128.6
50,13/02/2017 , 17:07:14,583,128.6
51,13/02/2017 , 17:07:24,583,128.6
52,13/02/2017 , 17:07:34,600,136.9
53,13/02/2017 , 17:07:44,600,136.9
54,13/02/2017 , 17:07:54,600,136.9
55,13/02/2017 , 17:08:04,617,145.1
56,13/02/2017 , 17:08:14,617,145.1
57,13/02/2017 , 17:08:24,617,145.1
58,13/02/2017 , 17:08:34,634,153.4
59,13/02/2017 , 17:08:44,634,153.4
60,13/02/2017 , 17:08:54,634,153.4
61,13/02/2017 , 17:09:04,651,161.7
62,13/02/2017 , 17:09:14,651,161.7
63,13/02/2017 , 17:09:24,651,161.7
64,13/02/2017 , 17:09:34,669,170.4
65,13/02/2017 , 17:09:44,668,169.9
66,13/02/2017 , 17:09:54,668,169.9
67,13/02/2017 , 17:10:04,683,177.2
68,13/02/2017 , 17:10:14,684,177.7
69,13/02/2017 , 17:10:24,684,177.7
70,13/02/2017 , 17:10:34,701,185.9
71,13/02/2017 , 17:10:44,701,185.9
72,13/02/2017 , 17:10:54,701,185.9
73,13/02/2017 , 17:11:04,717,193.7
74,13/02/2017 , 17:11:14,717,193.7
75,13/02/2017 , 17:11:24,717,193.7
76,13/02/2017 , 17:11:34,734,201.9
77,13/02/2017 , 17:11:44,734,201.9
78,13/02/2017 , 17:11:54,734,201.9
79,13/02/2017 , 17:12:04,750,209.7
80,13/02/2017 , 17:12:14,750,209.7
81,13/02/2017 , 17:12:24,750,209.7
82,13/02/2017 , 17:12:34,766,217.5
83,13/02/2017 , 17:12:44,767,218
84,13/02/2017 , 17:12:54,767,218
85,13/02/2017 , 17:13:04,783,225.7
86,13/02/2017 , 17:13:14,783,225.7
87,13/02/2017 , 17:13:24,783,225.7
88,13/02/2017 , 17:13:34,799,233.5
89,13/02/2017 , 17:13:44,799,233.5
90,13/02/2017 , 17:13:54,799,233.5
91,13/02/2017 , 17:14:04,810,238.8
92,13/02/2017 , 17:14:14,815,241.3
93,13/02/2017 , 17:14:24,814,240.8
94,13/02/2017 , 17:14:34,831,249
95,13/02/2017 , 17:14:44,831,249
96,13/02/2017 , 17:14:54,831,249
97,13/02/2017 , 17:15:04,848,257.3
98,13/02/2017 , 17:15:14,847,256.8
99,13/02/2017 , 17:15:24,847,256.8
100,13/02/2017 , 17:15:34,863,264.6
101,13/02/2017 , 17:15:44,863,264.6
102,13/02/2017 , 17:15:54,864,265
103,13/02/2017 , 17:16:04,875,270.4
