Site Name ,FORESTUPPER
Site Number ,1
Logger ,Capacitive Water Level
Logger Serial Number ,6571


Scan No ,Date and Time,       Capacitive Water Level,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,

1,13/02/2017 , 12:24:38,443,60.7
2,13/02/2017 , 12:24:48,435,56.8
3,13/02/2017 , 12:24:58,440,59.2
4,13/02/2017 , 12:25:08,444,61.2
5,13/02/2017 , 12:25:18,444,61.2
6,13/02/2017 , 12:25:28,466,71.8
7,13/02/2017 , 12:25:38,448,63.1
8,13/02/2017 , 12:25:48,447,62.6
9,13/02/2017 , 12:25:58,455,66.5
10,13/02/2017 , 12:26:08,447,62.6
11,13/02/2017 , 12:26:18,447,62.6
12,13/02/2017 , 12:26:28,452,65
13,13/02/2017 , 12:26:38,446,62.1
14,13/02/2017 , 12:26:48,446,62.1
15,13/02/2017 , 12:26:58,454,66
16,13/02/2017 , 12:27:08,447,62.6
17,13/02/2017 , 12:27:18,447,62.6
18,13/02/2017 , 12:27:28,459,68.4
19,13/02/2017 , 12:27:38,455,66.5
20,13/02/2017 , 12:27:48,454,66
21,13/02/2017 , 12:27:58,463,70.4
22,13/02/2017 , 12:28:08,460,68.9
23,13/02/2017 , 12:28:18,459,68.4
24,13/02/2017 , 12:28:28,466,71.8
25,13/02/2017 , 12:28:38,465,71.4
26,13/02/2017 , 12:28:48,464,70.9
27,13/02/2017 , 12:28:58,481,79.1
28,13/02/2017 , 12:29:08,480,78.6
29,13/02/2017 , 12:29:18,480,78.6
30,13/02/2017 , 12:29:28,500,88.3
31,13/02/2017 , 12:29:38,499,87.9
32,13/02/2017 , 12:29:48,498,87.4
33,13/02/2017 , 12:29:58,519,97.6
34,13/02/2017 , 12:30:08,516,96.1
35,13/02/2017 , 12:30:18,516,96.1
36,13/02/2017 , 12:30:28,536,105.8
37,13/02/2017 , 12:30:38,533,104.4
38,13/02/2017 , 12:30:48,533,104.4
39,13/02/2017 , 12:30:58,560,117.5
40,13/02/2017 , 12:31:08,550,112.6
41,13/02/2017 , 12:31:18,550,112.6
42,13/02/2017 , 12:31:28,567,120.9
43,13/02/2017 , 12:31:38,567,120.9
44,13/02/2017 , 12:31:48,567,120.9
45,13/02/2017 , 12:31:58,586,130.1
46,13/02/2017 , 12:32:08,584,129.1
47,13/02/2017 , 12:32:18,584,129.1
48,13/02/2017 , 12:32:28,603,138.3
49,13/02/2017 , 12:32:38,600,136.9
50,13/02/2017 , 12:32:48,600,136.9
51,13/02/2017 , 12:32:58,619,146.1
52,13/02/2017 , 12:33:08,617,145.1
53,13/02/2017 , 12:33:18,617,145.1
54,13/02/2017 , 12:33:28,634,153.4
55,13/02/2017 , 12:33:38,634,153.4
56,13/02/2017 , 12:33:48,634,153.4
57,13/02/2017 , 12:33:58,652,162.1
58,13/02/2017 , 12:34:08,651,161.7
59,13/02/2017 , 12:34:18,651,161.7
60,13/02/2017 , 12:34:28,668,169.9
61,13/02/2017 , 12:34:38,668,169.9
62,13/02/2017 , 12:34:48,668,169.9
63,13/02/2017 , 12:34:58,687,179.1
64,13/02/2017 , 12:35:08,685,178.2
65,13/02/2017 , 12:35:18,685,178.2
66,13/02/2017 , 12:35:28,704,187.4
67,13/02/2017 , 12:35:38,702,186.4
68,13/02/2017 , 12:35:48,702,186.4
69,13/02/2017 , 12:35:58,718,194.2
70,13/02/2017 , 12:36:08,718,194.2
71,13/02/2017 , 12:36:18,718,194.2
72,13/02/2017 , 12:36:28,736,202.9
73,13/02/2017 , 12:36:38,735,202.4
74,13/02/2017 , 12:36:48,735,202.4
75,13/02/2017 , 12:36:58,753,211.2
76,13/02/2017 , 12:37:08,751,210.2
77,13/02/2017 , 12:37:18,752,210.7
78,13/02/2017 , 12:37:28,765,217
79,13/02/2017 , 12:37:38,766,217.5
80,13/02/2017 , 12:37:48,766,217.5
81,13/02/2017 , 12:37:58,783,225.7
82,13/02/2017 , 12:38:08,783,225.7
83,13/02/2017 , 12:38:18,783,225.7
84,13/02/2017 , 12:38:28,799,233.5
85,13/02/2017 , 12:38:38,799,233.5
86,13/02/2017 , 12:38:48,799,233.5
87,13/02/2017 , 12:38:58,813,240.3
88,13/02/2017 , 12:39:08,813,240.3
89,13/02/2017 , 12:39:18,813,240.3
90,13/02/2017 , 12:39:28,829,248.1
91,13/02/2017 , 12:39:38,829,248.1
92,13/02/2017 , 12:39:48,829,248.1
93,13/02/2017 , 12:39:58,843,254.9
94,13/02/2017 , 12:40:08,845,255.8
95,13/02/2017 , 12:40:18,845,255.8
96,13/02/2017 , 12:40:28,862,264.1
97,13/02/2017 , 12:40:38,861,263.6
98,13/02/2017 , 12:40:48,861,263.6
99,13/02/2017 , 12:40:58,864,265
100,13/02/2017 , 12:41:08,876,270.9
101,13/02/2017 , 12:41:18,876,270.9
102,13/02/2017 , 12:41:28,890,277.7
103,13/02/2017 , 12:41:38,891,278.2
104,13/02/2017 , 12:41:48,891,278.2
105,13/02/2017 , 12:41:58,906,285.4
106,13/02/2017 , 12:42:08,906,285.4
107,13/02/2017 , 12:42:18,906,285.4
108,13/02/2017 , 12:42:28,920,292.2
109,13/02/2017 , 12:42:38,921,292.7
110,13/02/2017 , 12:42:48,921,292.7
111,13/02/2017 , 12:42:58,936,300
112,13/02/2017 , 12:43:08,936,300
113,13/02/2017 , 12:43:18,936,300
114,13/02/2017 , 12:43:28,951,307.3
115,13/02/2017 , 12:43:38,952,307.8
116,13/02/2017 , 12:43:48,952,307.8
