Site Name ,FORESTUPPER
Site Number ,1
Logger ,Capacitive Water Level
Logger Serial Number ,6571


Scan No ,Date and Time,       Capacitive Water Level,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,

1,13/02/2017 , 14:54:14,443,60.7
2,13/02/2017 , 14:54:24,440,59.2
3,13/02/2017 , 14:54:34,439,58.7
4,13/02/2017 , 14:54:44,439,58.7
5,13/02/2017 , 14:54:54,439,58.7
6,13/02/2017 , 14:55:04,446,62.1
7,13/02/2017 , 14:55:14,445,61.7
8,13/02/2017 , 14:55:24,445,61.7
9,13/02/2017 , 14:55:34,445,61.7
10,13/02/2017 , 14:55:44,445,61.7
11,13/02/2017 , 14:55:54,444,61.2
12,13/02/2017 , 14:56:04,445,61.7
13,13/02/2017 , 14:56:14,444,61.2
14,13/02/2017 , 14:56:24,444,61.2
15,13/02/2017 , 14:56:34,445,61.7
16,13/02/2017 , 14:56:44,445,61.7
17,13/02/2017 , 14:56:54,444,61.2
18,13/02/2017 , 14:57:04,445,61.7
19,13/02/2017 , 14:57:14,445,61.7
20,13/02/2017 , 14:57:24,445,61.7
21,13/02/2017 , 14:57:34,450,64.1
22,13/02/2017 , 14:57:44,450,64.1
23,13/02/2017 , 14:57:54,450,64.1
24,13/02/2017 , 14:58:04,452,65
25,13/02/2017 , 14:58:14,452,65
26,13/02/2017 , 14:58:24,452,65
27,13/02/2017 , 14:58:34,466,71.8
28,13/02/2017 , 14:58:44,465,71.4
29,13/02/2017 , 14:58:54,465,71.4
30,13/02/2017 , 14:59:04,479,78.2
31,13/02/2017 , 14:59:14,479,78.2
32,13/02/2017 , 14:59:24,479,78.2
33,13/02/2017 , 14:59:34,499,87.9
34,13/02/2017 , 14:59:44,498,87.4
35,13/02/2017 , 14:59:54,498,87.4
36,13/02/2017 , 15:00:04,514,95.1
37,13/02/2017 , 15:00:14,514,95.1
38,13/02/2017 , 15:00:24,514,95.1
39,13/02/2017 , 15:00:34,532,103.9
40,13/02/2017 , 15:00:44,532,103.9
41,13/02/2017 , 15:00:54,532,103.9
42,13/02/2017 , 15:01:04,549,112.1
43,13/02/2017 , 15:01:14,548,111.7
44,13/02/2017 , 15:01:24,548,111.7
45,13/02/2017 , 15:01:34,566,120.4
46,13/02/2017 , 15:01:44,566,120.4
47,13/02/2017 , 15:01:54,566,120.4
48,13/02/2017 , 15:02:04,583,128.6
49,13/02/2017 , 15:02:14,583,128.6
50,13/02/2017 , 15:02:24,583,128.6
51,13/02/2017 , 15:02:34,599,136.4
52,13/02/2017 , 15:02:44,600,136.9
53,13/02/2017 , 15:02:54,600,136.9
54,13/02/2017 , 15:03:04,617,145.1
55,13/02/2017 , 15:03:14,617,145.1
56,13/02/2017 , 15:03:24,617,145.1
57,13/02/2017 , 15:03:34,634,153.4
58,13/02/2017 , 15:03:44,634,153.4
59,13/02/2017 , 15:03:54,634,153.4
60,13/02/2017 , 15:04:04,652,162.1
61,13/02/2017 , 15:04:14,652,162.1
62,13/02/2017 , 15:04:24,652,162.1
63,13/02/2017 , 15:04:34,670,170.9
64,13/02/2017 , 15:04:44,669,170.4
65,13/02/2017 , 15:04:54,669,170.4
66,13/02/2017 , 15:05:04,686,178.6
67,13/02/2017 , 15:05:14,686,178.6
68,13/02/2017 , 15:05:24,686,178.6
69,13/02/2017 , 15:05:34,703,186.9
70,13/02/2017 , 15:05:44,703,186.9
71,13/02/2017 , 15:05:54,703,186.9
72,13/02/2017 , 15:06:04,718,194.2
73,13/02/2017 , 15:06:14,718,194.2
74,13/02/2017 , 15:06:24,718,194.2
75,13/02/2017 , 15:06:34,736,202.9
76,13/02/2017 , 15:06:44,735,202.4
77,13/02/2017 , 15:06:54,736,202.9
78,13/02/2017 , 15:07:04,752,210.7
79,13/02/2017 , 15:07:14,752,210.7
80,13/02/2017 , 15:07:24,752,210.7
81,13/02/2017 , 15:07:34,768,218.4
82,13/02/2017 , 15:07:44,768,218.4
83,13/02/2017 , 15:07:54,768,218.4
84,13/02/2017 , 15:08:04,785,226.7
85,13/02/2017 , 15:08:14,784,226.2
86,13/02/2017 , 15:08:24,784,226.2
87,13/02/2017 , 15:08:34,801,234.5
88,13/02/2017 , 15:08:44,800,234
89,13/02/2017 , 15:08:54,800,234
90,13/02/2017 , 15:09:04,815,241.3
91,13/02/2017 , 15:09:14,815,241.3
92,13/02/2017 , 15:09:24,815,241.3
93,13/02/2017 , 15:09:34,831,249
94,13/02/2017 , 15:09:44,831,249
95,13/02/2017 , 15:09:54,831,249
96,13/02/2017 , 15:10:04,848,257.3
97,13/02/2017 , 15:10:14,848,257.3
98,13/02/2017 , 15:10:24,848,257.3
99,13/02/2017 , 15:10:34,863,264.6
100,13/02/2017 , 15:10:44,863,264.6
101,13/02/2017 , 15:10:54,863,264.6
102,13/02/2017 , 15:11:04,879,272.3
103,13/02/2017 , 15:11:14,879,272.3
