PreTimes,PreVals,meanRunTimes,meanRun
01/07/16 17:05,0.5,01/07/16 17:07,0.422607379457177
01/07/16 17:15,0.7,01/07/16 17:17,0.167011826390636
01/07/16 17:25,1.9,01/07/16 17:27,0
01/07/16 17:35,1.2,01/07/16 17:37,0
01/07/16 17:45,0.4,01/07/16 17:47,0
01/07/16 17:55,0,01/07/16 17:57,0
01/07/16 18:05,0.1,01/07/16 18:07,0
01/07/16 18:15,0,01/07/16 18:17,0
01/07/16 18:25,0,01/07/16 18:27,0
01/07/16 18:35,0.2,01/07/16 18:37,0
01/07/16 18:45,0.1,01/07/16 18:47,0
01/07/16 18:55,0,01/07/16 18:57,0
01/07/16 19:05,0.1,01/07/16 19:07,0
01/07/16 19:15,0,01/07/16 19:17,0
01/07/16 19:25,0,01/07/16 19:27,0
01/07/16 19:35,0,01/07/16 19:37,0
01/07/16 19:45,0,01/07/16 19:47,0
01/07/16 19:55,0,01/07/16 19:57,0
01/07/16 20:05,0,01/07/16 20:07,0
01/07/16 20:15,0,01/07/16 20:17,0
01/07/16 20:25,0.1,01/07/16 20:27,0
01/07/16 20:35,0,01/07/16 20:37,0
