PreTimes,PreVals,meanRunTimes,meanRun
"2016-07-15 17:00:00",0.9,"2016-07-15 16:59:32",0.850233016799782
"2016-07-15 17:10:00",0,"2016-07-15 17:09:32",0.641497997130889
"2016-07-15 17:20:00",0,"2016-07-15 17:19:32",0
"2016-07-15 17:30:00",0,"2016-07-15 17:29:32",0
"2016-07-15 17:40:00",1.1,"2016-07-15 17:39:32",0.386020906915419
"2016-07-15 17:50:00",0.2,"2016-07-15 17:49:32",0.454880397965534
"2016-07-15 18:00:00",0,"2016-07-15 17:59:32",0
"2016-07-15 18:10:00",0,"2016-07-15 18:09:32",0
"2016-07-15 18:20:00",0,"2016-07-15 18:19:32",0
"2016-07-15 18:30:00",0,"2016-07-15 18:29:32",0
"2016-07-15 18:40:00",0,"2016-07-15 18:39:32",0
"2016-07-15 18:50:00",0,"2016-07-15 18:49:32",0
"2016-07-15 19:00:00",0,"2016-07-15 18:59:32",0
"2016-07-15 19:10:00",0,"2016-07-15 19:09:32",0
"2016-07-15 19:20:00",0.1,"2016-07-15 19:19:32",0
"2016-07-15 19:30:00",1.9,"2016-07-15 19:29:32",0.449609652310073
"2016-07-15 19:40:00",10.2,"2016-07-15 19:39:32",1.55826702000668
"2016-07-15 19:50:00",0.2,"2016-07-15 19:49:32",0.257347271276946
"2016-07-15 20:00:00",0.1,"2016-07-15 19:59:32",0
"2016-07-15 20:10:00",0.1,"2016-07-15 20:09:32",0
"2016-07-15 20:20:00",0.1,"2016-07-15 20:19:32",0
"2016-07-15 20:30:00",0,"2016-07-15 20:29:32",0
"2016-07-15 20:40:00",0.1,"2016-07-15 20:39:32",0
"2016-07-15 20:50:00",0.1,"2016-07-15 20:49:32",0
"2016-07-15 21:00:00",0.1,"2016-07-15 20:59:32",0
"2016-07-15 21:10:00",0,"2016-07-15 21:09:32",0
"2016-07-15 21:20:00",0.1,"2016-07-15 21:19:32",0
"2016-07-15 21:30:00",0,"2016-07-15 21:29:32",0
