PreTimes,PreVals,meanRunTimes,meanRun
31/05/16 14:30,3,31/05/16 14:31,1.71385560172986
31/05/16 14:40,2.2,31/05/16 14:41,0.167011826390633
31/05/16 14:50,3.2,31/05/16 14:51,0
31/05/16 15:00,3.4,31/05/16 15:01,0
31/05/16 15:10,2.9,31/05/16 15:11,0
31/05/16 15:20,2.9,31/05/16 15:21,0.212903763987342
31/05/16 15:30,5.2,31/05/16 15:31,0.167011826390633
31/05/16 15:40,4.3,31/05/16 15:41,0
31/05/16 15:50,4.4,31/05/16 15:51,0
31/05/16 16:00,3.8,31/05/16 16:01,0.167011826390633
31/05/16 16:10,1.2,31/05/16 16:11,0
31/05/16 16:20,0.6,31/05/16 16:21,0
31/05/16 16:30,0.1,31/05/16 16:31,0
31/05/16 16:40,0,31/05/16 16:41,0
31/05/16 16:50,0,31/05/16 16:51,0
31/05/16 17:00,0,31/05/16 17:01,0
31/05/16 17:10,0,31/05/16 17:11,0
31/05/16 17:20,0.1,31/05/16 17:21,0
31/05/16 17:30,0,31/05/16 17:31,0
31/05/16 17:40,0.1,31/05/16 17:41,0
31/05/16 17:50,0,31/05/16 17:51,0
31/05/16 18:00,0,31/05/16 18:01,0
31/05/16 18:10,0.1,31/05/16 18:11,0
31/05/16 18:20,0,31/05/16 18:21,0
