PreTimes,PreVals,meanRunTimes,meanRun
16/06/16 12:45,2.9,16/06/16 12:47,1.34347415979644
16/06/16 12:55,4.5,16/06/16 12:57,0
16/06/16 13:05,1.9,16/06/16 13:07,0
16/06/16 13:15,6.6,16/06/16 13:17,0
16/06/16 13:25,5.9,16/06/16 13:27,0
16/06/16 13:35,1.2,16/06/16 13:37,0
16/06/16 13:45,0.6,16/06/16 13:47,0.167011826390635
16/06/16 13:55,0.2,16/06/16 13:57,0
16/06/16 14:05,0,16/06/16 14:07,0
16/06/16 14:15,0,16/06/16 14:17,0
16/06/16 14:25,0,16/06/16 14:27,0
16/06/16 14:35,0,16/06/16 14:37,0
16/06/16 14:45,0,16/06/16 14:47,0
16/06/16 14:55,0,16/06/16 14:57,0
16/06/16 15:05,0.1,16/06/16 15:07,0
16/06/16 15:15,0,16/06/16 15:17,0
16/06/16 15:25,0,16/06/16 15:27,0
16/06/16 15:35,0,16/06/16 15:37,0
16/06/16 15:45,0,16/06/16 15:47,0
16/06/16 15:55,0,16/06/16 15:57,0
16/06/16 16:05,0,16/06/16 16:07,0
16/06/16 16:15,0.1,16/06/16 16:17,0.167011826390635
16/06/16 16:25,0,16/06/16 16:27,0
