PreTimes,PreVals,meanRunTimes,meanRun
"2016-06-09 14:20:00",0.7,"2016-06-09 14:19:47",1.40699116522745
"2016-06-09 14:30:00",0,"2016-06-09 14:29:47",0.871935584214929
"2016-06-09 14:40:00",0.6,"2016-06-09 14:39:47",0
"2016-06-09 14:50:00",0.7,"2016-06-09 14:49:47",0.477758917087187
"2016-06-09 15:00:00",0.9,"2016-06-09 14:59:47",0.174387116842986
"2016-06-09 15:10:00",0.8,"2016-06-09 15:09:47",0
"2016-06-09 15:20:00",1.6,"2016-06-09 15:19:47",0
"2016-06-09 15:30:00",3.1,"2016-06-09 15:29:47",0.174387116842986
"2016-06-09 15:40:00",1.6,"2016-06-09 15:39:47",0
"2016-06-09 15:50:00",1.6,"2016-06-09 15:49:47",0
"2016-06-09 16:00:00",1.2,"2016-06-09 15:59:47",0
"2016-06-09 16:10:00",2.9,"2016-06-09 16:09:47",0
"2016-06-09 16:20:00",6.3,"2016-06-09 16:19:47",0.322506607084383
"2016-06-09 16:30:00",5.5,"2016-06-09 16:29:47",0.754881050162346
"2016-06-09 16:40:00",3.4,"2016-06-09 16:39:47",0.477758917087191
"2016-06-09 16:50:00",0.5,"2016-06-09 16:49:47",0
"2016-06-09 17:00:00",0,"2016-06-09 16:59:47",0
"2016-06-09 17:10:00",0,"2016-06-09 17:09:47",0
"2016-06-09 17:20:00",0,"2016-06-09 17:19:47",0
"2016-06-09 17:30:00",0,"2016-06-09 17:29:47",0
"2016-06-09 17:40:00",0,"2016-06-09 17:39:47",0
"2016-06-09 17:50:00",0,"2016-06-09 17:49:47",0
"2016-06-09 18:00:00",0,"2016-06-09 17:59:47",0
"2016-06-09 18:10:00",0,"2016-06-09 18:09:47",0
"2016-06-09 18:20:00",0,"2016-06-09 18:19:47",0
"2016-06-09 18:30:00",0,"2016-06-09 18:29:47",0
"2016-06-09 18:40:00",0,"2016-06-09 18:39:47",0
"2016-06-09 18:50:00",0.1,"2016-06-09 18:49:47",0
"2016-06-09 19:00:00",0.1,"2016-06-09 18:59:47",0
"2016-06-09 19:10:00",0,"2016-06-09 19:09:47",0
"2016-06-09 19:20:00",0.1,"2016-06-09 19:19:47",0
"2016-06-09 19:30:00",0,"2016-06-09 19:29:47",0
"2016-06-09 19:40:00",0.1,"2016-06-09 19:39:47",0
"2016-06-09 19:50:00",0,"2016-06-09 19:49:47",0
"2016-06-09 20:00:00",0,"2016-06-09 19:59:47",0
"2016-06-09 20:10:00",0,"2016-06-09 20:09:47",0
"2016-06-09 20:20:00",0.1,"2016-06-09 20:19:47",0
"2016-06-09 20:30:00",0,"2016-06-09 20:29:47",0
