PreTimes,PreVals,meanRunTimes,meanRun
"2016-06-17 13:40:00",0.2,"2016-06-17 13:38:24",0
"2016-06-17 13:50:00",4.1,"2016-06-17 13:48:24",0.752789879372158
"2016-06-17 14:00:00",3.8,"2016-06-17 13:58:24",0.442649915643178
"2016-06-17 14:10:00",0.2,"2016-06-17 14:08:24",0
"2016-06-17 14:20:00",0.1,"2016-06-17 14:18:24",0
"2016-06-17 14:30:00",1.8,"2016-06-17 14:28:24",0
"2016-06-17 14:40:00",3.2,"2016-06-17 14:38:24",0.198281199113183
"2016-06-17 14:50:00",1.9,"2016-06-17 14:48:24",0.256599198852356
"2016-06-17 15:00:00",0.3,"2016-06-17 14:58:24",0.174387116842986
"2016-06-17 15:10:00",0.1,"2016-06-17 15:08:24",0
"2016-06-17 15:20:00",0,"2016-06-17 15:18:24",0
"2016-06-17 15:30:00",0,"2016-06-17 15:28:24",0
"2016-06-17 15:40:00",0,"2016-06-17 15:38:24",0
"2016-06-17 15:50:00",0,"2016-06-17 15:48:24",0
"2016-06-17 16:00:00",0,"2016-06-17 15:58:24",0
"2016-06-17 16:10:00",0,"2016-06-17 16:08:24",0
"2016-06-17 16:20:00",0,"2016-06-17 16:18:24",0
"2016-06-17 16:30:00",0.1,"2016-06-17 16:28:24",0
"2016-06-17 16:40:00",0.1,"2016-06-17 16:38:24",0
"2016-06-17 16:50:00",0.1,"2016-06-17 16:48:24",0.174387116842986
"2016-06-17 17:00:00",0,"2016-06-17 16:58:24",0
