PreTimes,PreVals,meanRunTimes,meanRun
19/07/16 14:55,0.2,19/07/16 14:54,0
19/07/16 15:05,3.8,19/07/16 15:04,0.918651562424805
19/07/16 15:15,2.2,19/07/16 15:14,0.186848053340019
19/07/16 15:25,0.7,19/07/16 15:24,0
19/07/16 15:35,0.7,19/07/16 15:34,0
19/07/16 15:45,0.6,19/07/16 15:44,0
19/07/16 15:55,0.6,19/07/16 15:54,0
19/07/16 16:05,0.3,19/07/16 16:04,0
19/07/16 16:15,0.2,19/07/16 16:14,0
19/07/16 16:25,0,19/07/16 16:24,0
19/07/16 16:35,0.1,19/07/16 16:34,0
19/07/16 16:45,0.1,19/07/16 16:44,0
19/07/16 16:55,0,19/07/16 16:54,0
19/07/16 17:05,0,19/07/16 17:04,0
19/07/16 17:15,0,19/07/16 17:14,0
19/07/16 17:25,0,19/07/16 17:24,0
19/07/16 17:35,0.1,19/07/16 17:34,0
19/07/16 17:45,0,19/07/16 17:44,0
19/07/16 17:55,0,19/07/16 17:54,0
19/07/16 18:05,0.1,19/07/16 18:04,0
19/07/16 18:15,0,19/07/16 18:14,0
19/07/16 18:25,0,19/07/16 18:24,0
19/07/16 18:35,0,19/07/16 18:34,0
19/07/16 18:45,0.1,19/07/16 18:44,0
19/07/16 18:55,0,19/07/16 18:54,0
