PreTimes,PreVals,meanRunTimes,meanRun
15/07/16 17:35,0.1,15/07/16 17:34,0
15/07/16 17:45,0,15/07/16 17:44,0
15/07/16 17:55,0,15/07/16 17:54,0
15/07/16 18:05,0.1,15/07/16 18:04,0
15/07/16 18:15,0,15/07/16 18:14,0
15/07/16 18:25,0,15/07/16 18:24,0
15/07/16 18:35,0,15/07/16 18:34,0
15/07/16 18:45,0,15/07/16 18:44,0
15/07/16 18:55,0,15/07/16 18:54,0
15/07/16 19:05,0,15/07/16 19:04,0
15/07/16 19:15,0,15/07/16 19:14,0
15/07/16 19:25,0,15/07/16 19:24,0
15/07/16 19:35,1,15/07/16 19:34,0.665423154870393
15/07/16 19:45,1.6,15/07/16 19:44,0.191696664799908
15/07/16 19:55,0.5,15/07/16 19:54,0
15/07/16 20:05,0.1,15/07/16 20:04,0
15/07/16 20:15,0.2,15/07/16 20:14,0
15/07/16 20:25,0.1,15/07/16 20:24,0
15/07/16 20:35,0.1,15/07/16 20:34,0
15/07/16 20:45,0.1,15/07/16 20:44,0
15/07/16 20:55,0.1,15/07/16 20:54,0
15/07/16 21:05,0.1,15/07/16 21:04,0
15/07/16 21:15,0.1,15/07/16 21:14,0
15/07/16 21:25,0,15/07/16 21:24,0
15/07/16 21:35,0,15/07/16 21:34,0
15/07/16 21:45,0,15/07/16 21:44,0
15/07/16 21:55,0,15/07/16 21:54,0
15/07/16 22:05,0.1,15/07/16 22:04,0
15/07/16 22:15,0,15/07/16 22:14,0
