PreTimes,PreVals,meanRunTimes,meanRun
09/07/16 11:35,0.5,09/07/16 11:36,0.729968277132378
09/07/16 11:45,0.1,09/07/16 11:46,0.191696664799907
09/07/16 11:55,0.1,09/07/16 11:56,0
09/07/16 12:05,0,09/07/16 12:06,0
09/07/16 12:15,0,09/07/16 12:16,0
09/07/16 12:25,0,09/07/16 12:26,0
09/07/16 12:35,0,09/07/16 12:36,0
09/07/16 12:45,0.3,09/07/16 12:46,0.188568823803171
09/07/16 12:55,5.6,09/07/16 12:56,0
09/07/16 13:05,3.5,09/07/16 13:06,0
09/07/16 13:15,1.5,09/07/16 13:16,0
09/07/16 13:25,9.1,09/07/16 13:26,0.691419020611622
09/07/16 13:35,8,09/07/16 13:36,2.40716894987618
09/07/16 13:45,1.9,09/07/16 13:46,1.5080137630926
09/07/16 13:55,0.8,09/07/16 13:56,0
09/07/16 14:05,0.6,09/07/16 14:06,0
09/07/16 14:15,0.1,09/07/16 14:16,0
09/07/16 14:25,0,09/07/16 14:26,0
