PreTimes,PreVals,meanRunTimes,meanRun
"2016-06-20 13:30:00",0.8,"2016-06-20 13:28:34",0.803654631651515
"2016-06-20 13:40:00",2.9,"2016-06-20 13:38:34",0
"2016-06-20 13:50:00",1.6,"2016-06-20 13:48:34",0.174387116842987
"2016-06-20 14:00:00",0.4,"2016-06-20 13:58:34",0
"2016-06-20 14:10:00",0,"2016-06-20 14:08:34",0
"2016-06-20 14:20:00",0,"2016-06-20 14:18:34",0
"2016-06-20 14:30:00",0.1,"2016-06-20 14:28:34",0
"2016-06-20 14:40:00",0,"2016-06-20 14:38:34",0
"2016-06-20 14:50:00",0.1,"2016-06-20 14:48:34",0
"2016-06-20 15:00:00",0.1,"2016-06-20 14:58:34",0
"2016-06-20 15:10:00",0.1,"2016-06-20 15:08:34",0
"2016-06-20 15:20:00",0.1,"2016-06-20 15:18:34",0
"2016-06-20 15:30:00",0.2,"2016-06-20 15:28:34",0
"2016-06-20 15:40:00",0,"2016-06-20 15:38:34",0
"2016-06-20 15:50:00",0,"2016-06-20 15:48:34",0
"2016-06-20 16:00:00",0.1,"2016-06-20 15:58:34",0
"2016-06-20 16:10:00",0,"2016-06-20 16:08:34",0
