 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  25. 9.    Time:  14:35:17
 Units: L = mm   , T = min  , M = mmol 


 Time:       10.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]

   1     0.0000   -6217.434 0.4157   0.4039E-04  0.1052E-04 -0.4039E-04  0.0000E+00      -1  -0.621E-05   20.00
   2   -10.0000   -6217.434 0.4157   0.4039E-04  0.1052E-04 -0.4039E-04  0.0000E+00      -1  -0.621E-05   20.00
   3   -20.0000   -6217.434 0.4157   0.4039E-04  0.1052E-04 -0.4039E-04  0.0000E+00      -1  -0.621E-05   20.00
   4   -30.0000   -6217.434 0.4157   0.4039E-04  0.1052E-04 -0.4039E-04  0.0000E+00      -1  -0.621E-05   20.00
   5   -40.0000   -6217.434 0.4157   0.4039E-04  0.1052E-04 -0.4039E-04  0.0000E+00      -1  -0.621E-05   20.00
   6   -50.0000   -6217.434 0.4157   0.4039E-04  0.1052E-04  0.1259E-01  0.0000E+00      -1   0.194E-02   20.00
   7   -60.0000   -3511.552 0.4162   0.1467E-03  0.2106E-04  0.1254E-01  0.0000E+00      -1   0.193E-02   20.00
   8   -70.0000   -3511.552 0.4162   0.1467E-03  0.2106E-04 -0.1467E-03  0.0000E+00      -1  -0.226E-04   20.00
   9   -80.0000   -3511.552 0.4162   0.1467E-03  0.2106E-04 -0.1467E-03  0.0000E+00      -1  -0.226E-04   20.00
  10   -90.0000   -3511.552 0.4162   0.1467E-03  0.2106E-04 -0.1467E-03  0.0000E+00      -1  -0.226E-04   20.00
  11  -100.0000   -3511.552 0.4162   0.1467E-03  0.2106E-04 -0.1467E-03  0.0000E+00      -1  -0.226E-04   20.00
  12  -110.0000   -3511.552 0.4162   0.1467E-03  0.2106E-04 -0.1467E-03  0.0000E+00      -1  -0.226E-04   20.00
  13  -120.0000   -3511.552 0.4162   0.1467E-03  0.2106E-04 -0.1467E-03  0.0000E+00      -1  -0.226E-04   20.00
  14  -130.0000   -3511.552 0.4162   0.1467E-03  0.2106E-04 -0.1467E-03  0.0000E+00      -1  -0.226E-04   20.00
