 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  25. 9.    Time:  14:35:17
 Units: L = mm   , T = min  , M = mmol 


    TLevel      Time          dt      Iter    ItCum  KodT  KodB  Convergency
       33  0.1039818E+02  0.91733E-01    2       66    -4    -5     T
       34  0.1051743E+02  0.11925E+00    2       68    -4    -5     T
       35  0.1067246E+02  0.15503E+00    2       70    -4    -5     T
       36  0.1087400E+02  0.20154E+00    2       72    -4    -5     T
       37  0.1113600E+02  0.26200E+00    2       74    -4    -5     T
       38  0.1147660E+02  0.34060E+00    2       76    -4    -5     T
       39  0.1191937E+02  0.44278E+00    2       78    -4    -5     T
       40  0.1249499E+02  0.57561E+00    3       81    -4    -5     T
       41  0.1324549E+02  0.75050E+00    4       85    -4    -5     T
       42  0.1399599E+02  0.75050E+00    3       88    -4    -5     T
       43  0.1499666E+02  0.10007E+01    3       91    -4    -5     T
       44  0.1624749E+02  0.12508E+01    4       95    -4    -5     T
       45  0.1749833E+02  0.12508E+01    3       98    -4    -5     T
       46  0.1874916E+02  0.12508E+01    3      101    -4    -5     T
       47  0.2000000E+02  0.12508E+01    3      104    -4    -5     T
       48  0.2000010E+02  0.10000E-03    2      106    -4    -5     T
       49  0.2000023E+02  0.13000E-03    2      108    -4    -5     T
       50  0.2000040E+02  0.16900E-03    2      110    -4    -5     T
       51  0.2000062E+02  0.21970E-03    2      112    -4    -5     T
       52  0.2000090E+02  0.28561E-03    2      114    -4    -5     T
       53  0.2000128E+02  0.37129E-03    2      116    -4    -5     T
       54  0.2000176E+02  0.48268E-03    2      118    -4    -5     T
       55  0.2000239E+02  0.62748E-03    2      120    -4    -5     T
       56  0.2000320E+02  0.81573E-03    2      122    -4    -5     T
       57  0.2000426E+02  0.10604E-02    2      124    -4    -5     T
       58  0.2000564E+02  0.13786E-02    2      126    -4    -5     T
       59  0.2000743E+02  0.17922E-02    2      128    -4    -5     T
       60  0.2000976E+02  0.23298E-02    2      130    -4    -5     T
       61  0.2001279E+02  0.30287E-02    2      132    -4    -5     T
       62  0.2001673E+02  0.39374E-02    2      134    -4    -5     T
       63  0.2002185E+02  0.51186E-02    2      136    -4    -5     T
       64  0.2002850E+02  0.66542E-02    2      138    -4    -5     T
       65  0.2003715E+02  0.86504E-02    2      140    -4    -5     T
       66  0.2004840E+02  0.11246E-01    2      142    -4    -5     T
       67  0.2006302E+02  0.14619E-01    2      144    -4    -5     T
       68  0.2008202E+02  0.19005E-01    2      146    -4    -5     T
       69  0.2010673E+02  0.24706E-01    2      148    -4    -5     T
       70  0.2013885E+02  0.32118E-01    2      150    -4    -5     T
       71  0.2018060E+02  0.41754E-01    2      152    -4    -5     T
       72  0.2023488E+02  0.54280E-01    2      154    -4    -5     T
       73  0.2030544E+02  0.70564E-01    2      156    -4    -5     T
       74  0.2039718E+02  0.91733E-01    2      158    -4    -5     T
       75  0.2051643E+02  0.11925E+00    2      160    -4    -5     T
       76  0.2067146E+02  0.15503E+00    2      162    -4    -5     T
       77  0.2087300E+02  0.20154E+00    2      164    -4    -5     T
       78  0.2113500E+02  0.26200E+00    2      166    -4    -5     T
       79  0.2147560E+02  0.34060E+00    2      168    -4    -5     T
       80  0.2191837E+02  0.44278E+00    2      170    -4    -5     T
       81  0.2249399E+02  0.57561E+00    2      172    -4    -5     T
       82  0.2324459E+02  0.75060E+00    2      174    -4    -5     T
       83  0.2420965E+02  0.96506E+00    2      176    -4    -5     T
       84  0.2536772E+02  0.11581E+01    2      178    -4    -5     T
       85  0.2691181E+02  0.15441E+01    2      180    -4    -5     T
       86  0.3000000E+02  0.30882E+01    4      184    -4    -5     T
       87  0.3000010E+02  0.10000E-03    2      186    -4    -5     T
       88  0.3000023E+02  0.13000E-03    2      188    -4    -5     T
       89  0.3000040E+02  0.16900E-03    2      190    -4    -5     T
       90  0.3000062E+02  0.21970E-03    2      192    -4    -5     T
       91  0.3000090E+02  0.28561E-03    2      194    -4    -5     T
       92  0.3000128E+02  0.37129E-03    2      196    -4    -5     T
       93  0.3000176E+02  0.48268E-03    2      198    -4    -5     T
       94  0.3000239E+02  0.62748E-03    2      200    -4    -5     T
       95  0.3000320E+02  0.81573E-03    2      202    -4    -5     T
       96  0.3000426E+02  0.10604E-02    2      204    -4    -5     T
       97  0.3000564E+02  0.13786E-02    2      206    -4    -5     T
       98  0.3000743E+02  0.17922E-02    2      208    -4    -5     T
       99  0.3000976E+02  0.23298E-02    2      210    -4    -5     T
      100  0.3001279E+02  0.30287E-02    2      212    -4    -5     T
      101  0.3001673E+02  0.39374E-02    2      214    -4    -5     T
      102  0.3002185E+02  0.51186E-02    2      216    -4    -5     T
      103  0.3002850E+02  0.66542E-02    2      218    -4    -5     T
      104  0.3003715E+02  0.86504E-02    2      220    -4    -5     T
      105  0.3004840E+02  0.11246E-01    2      222    -4    -5     T
      106  0.3006302E+02  0.14619E-01    2      224    -4    -5     T
      107  0.3008202E+02  0.19005E-01    2      226    -4    -5     T
      108  0.3010673E+02  0.24706E-01    2      228    -4    -5     T
      109  0.3013885E+02  0.32118E-01    2      230    -4    -5     T
      110  0.3018060E+02  0.41754E-01    2      232    -4    -5     T
      111  0.3023488E+02  0.54280E-01    2      234    -4    -5     T
      112  0.3030544E+02  0.70564E-01    2      236    -4    -5     T
      113  0.3039718E+02  0.91733E-01    2      238    -4    -5     T
      114  0.3051643E+02  0.11925E+00    2      240    -4    -5     T
      115  0.3067146E+02  0.15503E+00    2      242    -4    -5     T
      116  0.3087300E+02  0.20154E+00    2      244    -4    -5     T
      117  0.3113500E+02  0.26200E+00    2      246    -4    -5     T
      118  0.3147560E+02  0.34060E+00    2      248    -4    -5     T
      119  0.3191837E+02  0.44278E+00    2      250    -4    -5     T
      120  0.3249399E+02  0.57561E+00    2      252    -4    -5     T
      121  0.3324459E+02  0.75060E+00    2      254    -4    -5     T
      122  0.3420965E+02  0.96506E+00    2      256    -4    -5     T
      123  0.3536772E+02  0.11581E+01    2      258    -4    -5     T
      124  0.3691181E+02  0.15441E+01    2      260    -4    -5     T
      125  0.4000000E+02  0.30882E+01    2      262    -4    -5     T
      126  0.4250000E+02  0.25000E+01    2      264    -4    -5     T
      127  0.4625000E+02  0.37500E+01    2      266    -4    -5     T
      128  0.5000000E+02  0.37500E+01    2      268    -4    -5     T
end
