Row,BD,VWC,POR
Min,0.527377522,30.1633045,59.83542675
First Quartile,0.7336215181,31.99807875,65.588240614
Mean,0.819137581555555,35.9910342666667,69.0891478644444
Geo Mean,0.809981725298956,35.7485540410635,68.9427788225
Median,0.814601345,35.06244,69.260326605
Third Quartile,0.8308357352,36.63784824,69.753321355
Max,1.064361191,45.5331412,80.09896143
