Row,BD,VWC,POR
Min,0.595581172,30.3554275,63.53288747
First Quartile,0.7048991358,37.0989433,67.563844625
Mean,0.780287290906977,41.3712217744186,70.5551965697674
Geo Mean,0.775464628471198,40.9858107668461,70.4809199670315
Median,0.779058598,41.0182517,70.60156234
Third Quartile,0.8032660907,42.77617675,71.141681629
Max,0.966378482,53.2180596,77.52523879
