Row,BD,VWC,POR
Min,0.616714697,26.7050913,63.38788902
First Quartile,0.7260326609,32.05571565,64.794374045
Mean,0.818306573380953,36.786972252381,69.1205066652381
Geo Mean,0.812241067222824,36.4697863254002,69.0204509643761
Median,0.820365034,37.8482229,69.04282891
Third Quartile,0.8423631121,38.635927,70.514563275
Max,0.970220941,45.3410183,76.72774728
