 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  28. 8.    Time:  12: 7:16
 Units: L = mm   , T = min  , M = mmol 



                               Node(  1)                      Node( 31)                      Node( 52)                      Node(101)

         time            h        theta    Flux           h        theta    Flux           h        theta    Flux           h        theta    Flux  
         10.0001    -7666.05  0.3600 -0.160E-04      -4839.85  0.3834  0.565E-03      -2516.90  0.4328  0.130E-02      -1483.39  0.4762  0.493E-04
         10.0002    -7666.05  0.3600 -0.160E-04      -4839.85  0.3834  0.565E-03      -2516.90  0.4328  0.130E-02      -1483.39  0.4762 -0.282E-03
         10.0004    -7666.05  0.3600 -0.160E-04      -4839.85  0.3834  0.565E-03      -2516.90  0.4328  0.130E-02      -1483.39  0.4762 -0.475E-03
         10.0006    -7666.05  0.3600 -0.160E-04      -4839.85  0.3834  0.565E-03      -2516.90  0.4328  0.130E-02      -1483.39  0.4762 -0.716E-03
         10.0010    -7666.05  0.3600 -0.160E-04      -4839.85  0.3834  0.565E-03      -2516.90  0.4328  0.130E-02      -1483.39  0.4762 -0.716E-03
         10.0014    -7666.05  0.3600 -0.160E-04      -4839.85  0.3834  0.565E-03      -2516.90  0.4328  0.130E-02      -1483.39  0.4762 -0.638E-03
         10.0019    -7666.05  0.3600 -0.160E-04      -4839.85  0.3834  0.565E-03      -2516.90  0.4328  0.130E-02      -1483.39  0.4762 -0.823E-03
         10.0025    -7666.05  0.3600 -0.160E-04      -4839.85  0.3834  0.565E-03      -2516.90  0.4328  0.130E-02      -1483.39  0.4762 -0.728E-03
         10.0033    -7666.05  0.3600 -0.160E-04      -4839.85  0.3834  0.565E-03      -2516.90  0.4328  0.130E-02      -1483.38  0.4762 -0.710E-03
         10.0044    -7666.05  0.3600 -0.160E-04      -4839.85  0.3834  0.565E-03      -2516.90  0.4328  0.130E-02      -1483.38  0.4762 -0.737E-03
         10.0057    -7666.05  0.3600 -0.160E-04      -4839.85  0.3834  0.565E-03      -2516.90  0.4328  0.130E-02      -1483.38  0.4762 -0.791E-03
         10.0075    -7666.05  0.3600 -0.160E-04      -4839.85  0.3834  0.565E-03      -2516.90  0.4328  0.130E-02      -1483.37  0.4762 -0.774E-03
         10.0099    -7666.05  0.3600 -0.160E-04      -4839.85  0.3834  0.565E-03      -2516.90  0.4328  0.130E-02      -1483.37  0.4762 -0.800E-03
         10.0129    -7666.05  0.3600 -0.160E-04      -4839.85  0.3834  0.565E-03      -2516.90  0.4328  0.130E-02      -1483.36  0.4762 -0.799E-03
         10.0168    -7666.05  0.3600 -0.160E-04      -4839.85  0.3834  0.565E-03      -2516.90  0.4328  0.130E-02      -1483.35  0.4762 -0.757E-03
         10.0219    -7666.05  0.3600  0.131E-04      -4839.85  0.3834  0.565E-03      -2516.90  0.4328  0.130E-02      -1483.34  0.4762 -0.768E-03
         10.0286    -7666.06  0.3600  0.644E-05      -4839.84  0.3834  0.565E-03      -2516.90  0.4328  0.130E-02      -1483.33  0.4762 -0.764E-03
         10.0372    -7666.06  0.3600  0.127E-05      -4839.84  0.3834  0.565E-03      -2516.89  0.4328  0.130E-02      -1483.31  0.4762 -0.780E-03
         10.0485    -7666.07  0.3600 -0.270E-05      -4839.84  0.3834  0.565E-03      -2516.89  0.4328  0.130E-02      -1483.29  0.4762 -0.771E-03
         10.0631    -7666.07  0.3600  0.445E-05      -4839.84  0.3834  0.565E-03      -2516.89  0.4328  0.130E-02      -1483.26  0.4762 -0.778E-03
         10.0821    -7666.08  0.3600 -0.246E-06      -4839.83  0.3834  0.565E-03      -2516.89  0.4328  0.130E-02      -1483.22  0.4762 -0.777E-03
         10.1068    -7666.08  0.3600  0.218E-05      -4839.83  0.3834  0.565E-03      -2516.89  0.4328  0.130E-02      -1483.17  0.4762 -0.773E-03
         10.1389    -7666.10  0.3600 -0.198E-05      -4839.82  0.3834  0.565E-03      -2516.89  0.4328  0.130E-02      -1483.10  0.4763 -0.774E-03
         10.1807    -7666.11  0.3600 -0.160E-05      -4839.82  0.3834  0.565E-03      -2516.88  0.4328  0.130E-02      -1483.02  0.4763 -0.774E-03
         10.2350    -7666.13  0.3600  0.622E-06      -4839.81  0.3834  0.565E-03      -2516.88  0.4328  0.130E-02      -1482.91  0.4763 -0.776E-03
         10.3055    -7666.15  0.3600 -0.103E-05      -4839.80  0.3834  0.565E-03      -2516.87  0.4328  0.130E-02      -1482.77  0.4763 -0.776E-03
         10.3973    -7666.18  0.3600  0.483E-06      -4839.78  0.3834  0.565E-03      -2516.87  0.4328  0.130E-02      -1482.59  0.4763 -0.775E-03
         10.5165    -7666.22  0.3600  0.551E-06      -4839.76  0.3834  0.565E-03      -2516.86  0.4328  0.130E-02      -1482.36  0.4763 -0.776E-03
         10.6716    -7666.28  0.3600 -0.234E-06      -4839.73  0.3834  0.565E-03      -2516.84  0.4328  0.130E-02      -1482.08  0.4763 -0.776E-03
         10.8731    -7666.34  0.3600  0.195E-07      -4839.69  0.3834  0.565E-03      -2516.83  0.4328  0.130E-02      -1481.73  0.4763 -0.776E-03
         11.1351    -7666.43  0.3600 -0.136E-07      -4839.65  0.3834  0.566E-03      -2516.81  0.4328  0.130E-02      -1481.30  0.4764 -0.777E-03
         11.4757    -7666.53  0.3600  0.108E-06      -4839.58  0.3834  0.566E-03      -2516.78  0.4328  0.130E-02      -1480.77  0.4764 -0.777E-03
