 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  27. 8.    Time:  21:36:26
 Units: L = mm   , T = min  , M = mmol 



                               Node(  1)                      Node( 31)                      Node( 52)                      Node(101)

         time            h        theta    Flux           h        theta    Flux           h        theta    Flux           h        theta    Flux  
         10.0001   -10084.07  0.3433 -0.783E-05      -4366.65  0.3912  0.141E-02      -1919.52  0.4544  0.966E-03      -1420.02  0.4802 -0.147E-02
         10.0002   -10084.07  0.3433 -0.783E-05      -4366.65  0.3912  0.141E-02      -1919.52  0.4544  0.966E-03      -1420.02  0.4802 -0.316E-03
         10.0004   -10084.07  0.3433 -0.783E-05      -4366.65  0.3912  0.141E-02      -1919.52  0.4544  0.966E-03      -1420.02  0.4802 -0.147E-02
         10.0006   -10084.07  0.3433 -0.783E-05      -4366.65  0.3912  0.141E-02      -1919.52  0.4544  0.966E-03      -1420.02  0.4802 -0.750E-03
         10.0010   -10084.07  0.3433 -0.783E-05      -4366.65  0.3912  0.141E-02      -1919.52  0.4544  0.966E-03      -1420.02  0.4802 -0.750E-03
         10.0014   -10084.07  0.3433 -0.783E-05      -4366.65  0.3912  0.141E-02      -1919.52  0.4544  0.966E-03      -1420.02  0.4802 -0.107E-02
         10.0019   -10084.07  0.3433 -0.783E-05      -4366.65  0.3912  0.141E-02      -1919.52  0.4544  0.966E-03      -1420.02  0.4802 -0.857E-03
         10.0025   -10084.07  0.3433 -0.783E-05      -4366.65  0.3912  0.141E-02      -1919.52  0.4544  0.966E-03      -1420.02  0.4802 -0.762E-03
         10.0033   -10084.07  0.3433 -0.783E-05      -4366.65  0.3912  0.141E-02      -1919.52  0.4544  0.966E-03      -1420.01  0.4802 -0.926E-03
         10.0044   -10084.07  0.3433 -0.783E-05      -4366.65  0.3912  0.141E-02      -1919.52  0.4544  0.966E-03      -1420.01  0.4802 -0.912E-03
         10.0057   -10084.07  0.3433 -0.783E-05      -4366.65  0.3912  0.141E-02      -1919.52  0.4544  0.966E-03      -1420.01  0.4802 -0.933E-03
         10.0075   -10084.07  0.3433 -0.783E-05      -4366.65  0.3912  0.141E-02      -1919.52  0.4544  0.966E-03      -1420.01  0.4802 -0.891E-03
         10.0099   -10084.07  0.3433 -0.783E-05      -4366.64  0.3912  0.141E-02      -1919.52  0.4544  0.966E-03      -1420.00  0.4802 -0.897E-03
         10.0129   -10084.07  0.3433 -0.783E-05      -4366.64  0.3912  0.141E-02      -1919.52  0.4544  0.966E-03      -1420.00  0.4802 -0.882E-03
         10.0168   -10084.07  0.3433 -0.783E-05      -4366.64  0.3912  0.141E-02      -1919.52  0.4544  0.966E-03      -1419.99  0.4802 -0.866E-03
         10.0219   -10084.07  0.3433 -0.783E-05      -4366.63  0.3912  0.141E-02      -1919.52  0.4544  0.966E-03      -1419.98  0.4802 -0.889E-03
         10.0286   -10084.07  0.3433 -0.783E-05      -4366.63  0.3912  0.141E-02      -1919.52  0.4544  0.966E-03      -1419.97  0.4802 -0.888E-03
         10.0372   -10084.07  0.3433 -0.783E-05      -4366.62  0.3912  0.141E-02      -1919.52  0.4544  0.966E-03      -1419.95  0.4802 -0.883E-03
         10.0485   -10084.07  0.3433  0.542E-05      -4366.61  0.3912  0.141E-02      -1919.52  0.4544  0.966E-03      -1419.93  0.4802 -0.884E-03
         10.0631   -10084.08  0.3433  0.237E-05      -4366.60  0.3912  0.141E-02      -1919.52  0.4544  0.966E-03      -1419.90  0.4802 -0.883E-03
         10.0821   -10084.09  0.3433  0.203E-07      -4366.59  0.3912  0.141E-02      -1919.52  0.4544  0.966E-03      -1419.87  0.4802 -0.881E-03
         10.1068   -10084.09  0.3433 -0.179E-05      -4366.57  0.3912  0.141E-02      -1919.52  0.4544  0.966E-03      -1419.82  0.4802 -0.879E-03
         10.1389   -10084.10  0.3433  0.147E-05      -4366.54  0.3912  0.141E-02      -1919.52  0.4544  0.967E-03      -1419.76  0.4802 -0.882E-03
         10.1807   -10084.11  0.3433 -0.662E-06      -4366.51  0.3912  0.141E-02      -1919.51  0.4544  0.967E-03      -1419.69  0.4802 -0.883E-03
         10.2350   -10084.13  0.3433  0.449E-06      -4366.47  0.3912  0.141E-02      -1919.51  0.4544  0.967E-03      -1419.59  0.4802 -0.881E-03
         10.3055   -10084.15  0.3433  0.678E-06      -4366.42  0.3912  0.141E-02      -1919.51  0.4544  0.967E-03      -1419.47  0.4802 -0.882E-03
         10.3973   -10084.18  0.3433  0.374E-06      -4366.35  0.3912  0.141E-02      -1919.50  0.4544  0.967E-03      -1419.31  0.4802 -0.881E-03
         10.5165   -10084.22  0.3433 -0.221E-06      -4366.26  0.3912  0.141E-02      -1919.50  0.4544  0.967E-03      -1419.12  0.4803 -0.882E-03
         10.6716   -10084.26  0.3433  0.467E-08      -4366.15  0.3912  0.141E-02      -1919.49  0.4544  0.967E-03      -1418.87  0.4803 -0.881E-03
         10.8731   -10084.32  0.3433 -0.246E-06      -4366.00  0.3912  0.141E-02      -1919.48  0.4544  0.967E-03      -1418.56  0.4803 -0.882E-03
         11.1351   -10084.39  0.3433 -0.190E-06      -4365.80  0.3913  0.141E-02      -1919.47  0.4544  0.968E-03      -1418.19  0.4803 -0.882E-03
         11.4757   -10084.49  0.3433 -0.674E-07      -4365.54  0.3913  0.141E-02      -1919.45  0.4544  0.968E-03      -1417.74  0.4803 -0.883E-03
         11.9185   -10084.61  0.3433 -0.685E-08      -4365.22  0.3913  0.141E-02      -1919.43  0.4544  0.968E-03      -1417.20  0.4804 -0.883E-03
         12.4941   -10084.77  0.3433 -0.458E-07      -4364.79  0.3913  0.141E-02      -1919.40  0.4544  0.969E-03      -1416.57  0.4804 -0.884E-03
         13.2447   -10084.98  0.3433  0.732E-08      -4364.23  0.3913  0.141E-02      -1919.37  0.4544  0.970E-03      -1415.84  0.4805 -0.885E-03
         14.2097   -10085.23  0.3433 -0.105E-07      -4363.52  0.3913  0.141E-02      -1919.33  0.4544  0.970E-03      -1415.01  0.4805 -0.886E-03
         15.3678   -10085.52  0.3433 -0.519E-07      -4362.67  0.3913  0.141E-02      -1919.27  0.4544  0.971E-03      -1414.15  0.4806 -0.887E-03
         16.9119   -10085.90  0.3433 -0.122E-07      -4361.53  0.3913  0.141E-02      -1919.21  0.4544  0.972E-03      -1413.15  0.4806 -0.889E-03
         20.0000   -10086.60  0.3433 -0.261E-07      -4359.27  0.3914  0.141E-02      -1919.07  0.4544  0.974E-03      -1411.53  0.4807 -0.891E-03
         22.5000   -10087.14  0.3433  0.669E-08      -4357.44  0.3914  0.141E-02      -1918.97  0.4544  0.975E-03      -1410.35  0.4808 -0.893E-03
         26.2500   -10087.88  0.3433  0.676E-08      -4354.68  0.3914  0.142E-02      -1918.81  0.4545  0.977E-03      -1408.85  0.4809 -0.895E-03
         30.0000   -10088.55  0.3433  0.143E-07      -4351.91  0.3915  0.142E-02      -1918.65  0.4545  0.978E-03      -1407.49  0.4810 -0.897E-03
         30.0001   -10088.52  0.3433 -0.104E-01      -4351.91  0.3915  0.142E-02      -1918.65  0.4545  0.978E-03      -1407.48  0.4810 -0.101E-02
         30.0002   -10088.47  0.3433 -0.103E-01      -4351.91  0.3915  0.142E-02      -1918.65  0.4545  0.978E-03      -1407.48  0.4810 -0.101E-02
         30.0004   -10088.40  0.3433 -0.970E-02      -4351.91  0.3915  0.142E-02      -1918.65  0.4545  0.978E-03      -1407.48  0.4810 -0.101E-02
