 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  17. 2.    Time:  21:17:22
 Units: L = mm   , T = min  , M = mmol 


 Time:       10.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]

   1     0.0000  -10850.390 0.3393   0.2125E-05  0.5461E-05 -0.2125E-05  0.0000E+00      -1  -0.394E-05   20.00
   2   -10.0000  -10850.390 0.3393   0.2125E-05  0.5461E-05 -0.2125E-05  0.0000E+00      -1  -0.394E-05   20.00
   3   -20.0000  -10850.390 0.3393   0.2125E-05  0.5461E-05 -0.2125E-05  0.0000E+00      -1  -0.394E-05   20.00
   4   -30.0000  -10850.390 0.3393   0.2125E-05  0.5461E-05 -0.2125E-05  0.0000E+00      -1  -0.394E-05   20.00
   5   -40.0000  -10850.390 0.3393   0.2125E-05  0.5461E-05 -0.2125E-05  0.0000E+00      -1  -0.394E-05   20.00
   6   -50.0000  -10850.390 0.3393   0.2125E-05  0.5461E-05  0.2484E-03  0.0000E+00      -1   0.460E-03   20.00
   7   -60.0000   -9620.876 0.3389   0.6056E-05  0.6227E-05  0.2464E-03  0.0000E+00      -1   0.456E-03   20.00
   8   -70.0000   -9620.876 0.3389   0.6056E-05  0.6227E-05 -0.6056E-05  0.0000E+00      -1  -0.112E-04   20.00
   9   -80.0000   -9620.876 0.3389   0.6056E-05  0.6227E-05 -0.6056E-05  0.0000E+00      -1  -0.112E-04   20.00
  10   -90.0000   -9620.876 0.3389   0.6056E-05  0.6227E-05 -0.6056E-05  0.0000E+00      -1  -0.112E-04   20.00
  11  -100.0000   -9620.876 0.3389   0.6056E-05  0.6227E-05 -0.6056E-05  0.0000E+00      -1  -0.112E-04   20.00
  12  -110.0000   -9620.876 0.3389   0.6056E-05  0.6227E-05 -0.6056E-05  0.0000E+00      -1  -0.112E-04   20.00
  13  -120.0000   -9620.876 0.3389   0.6056E-05  0.6227E-05 -0.6056E-05  0.0000E+00      -1  -0.112E-04   20.00
  14  -130.0000   -9620.876 0.3389   0.6056E-05  0.6227E-05 -0.6056E-05  0.0000E+00      -1  -0.112E-04   20.00
