 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  28. 8.    Time:  18:38:39
 Units: L = mm   , T = min  , M = mmol 



                               Node(  1)                      Node( 31)                      Node( 52)                      Node(101)

         time            h        theta    Flux           h        theta    Flux           h        theta    Flux           h        theta    Flux  
         10.0001    -4096.96  0.4031 -0.851E-04      -3161.66  0.4149  0.450E-03      -2004.84  0.4512  0.160E-02      -1575.73  0.4712 -0.815E-03
         10.0002    -4096.96  0.4031 -0.851E-04      -3161.66  0.4149  0.450E-03      -2004.84  0.4512  0.160E-02      -1575.72  0.4712 -0.115E-02
         10.0004    -4096.96  0.4031 -0.851E-04      -3161.66  0.4149  0.450E-03      -2004.84  0.4512  0.160E-02      -1575.72  0.4712 -0.374E-03
         10.0006    -4096.96  0.4031 -0.851E-04      -3161.66  0.4149  0.450E-03      -2004.84  0.4512  0.160E-02      -1575.72  0.4712 -0.857E-03
         10.0010    -4096.96  0.4031 -0.851E-04      -3161.66  0.4149  0.450E-03      -2004.84  0.4512  0.160E-02      -1575.72  0.4712 -0.494E-03
         10.0014    -4096.96  0.4031 -0.851E-04      -3161.66  0.4149  0.450E-03      -2004.84  0.4512  0.160E-02      -1575.72  0.4712 -0.700E-03
         10.0019    -4096.96  0.4031 -0.851E-04      -3161.66  0.4149  0.450E-03      -2004.84  0.4512  0.160E-02      -1575.71  0.4712 -0.761E-03
         10.0025    -4096.96  0.4031 -0.851E-04      -3161.66  0.4149  0.450E-03      -2004.84  0.4512  0.160E-02      -1575.71  0.4712 -0.642E-03
         10.0033    -4096.96  0.4031  0.976E-04      -3161.66  0.4149  0.450E-03      -2004.84  0.4512  0.160E-02      -1575.70  0.4712 -0.660E-03
         10.0044    -4096.96  0.4031  0.555E-04      -3161.66  0.4149  0.450E-03      -2004.84  0.4512  0.160E-02      -1575.70  0.4712 -0.617E-03
         10.0057    -4096.96  0.4031  0.231E-04      -3161.66  0.4149  0.450E-03      -2004.84  0.4512  0.160E-02      -1575.69  0.4712 -0.682E-03
         10.0075    -4096.96  0.4031 -0.186E-05      -3161.66  0.4149  0.450E-03      -2004.84  0.4512  0.160E-02      -1575.68  0.4712 -0.639E-03
         10.0099    -4096.96  0.4031 -0.210E-04      -3161.66  0.4149  0.450E-03      -2004.84  0.4512  0.160E-02      -1575.66  0.4712 -0.702E-03
         10.0129    -4096.97  0.4031  0.134E-04      -3161.66  0.4149  0.450E-03      -2004.84  0.4512  0.160E-02      -1575.64  0.4712 -0.676E-03
         10.0168    -4096.97  0.4031 -0.923E-05      -3161.66  0.4149  0.450E-03      -2004.84  0.4512  0.160E-02      -1575.61  0.4712 -0.671E-03
         10.0219    -4096.98  0.4031  0.245E-05      -3161.66  0.4149  0.450E-03      -2004.84  0.4512  0.160E-02      -1575.58  0.4712 -0.666E-03
         10.0286    -4096.98  0.4031  0.474E-05      -3161.66  0.4149  0.450E-03      -2004.84  0.4512  0.160E-02      -1575.54  0.4712 -0.681E-03
         10.0372    -4096.99  0.4031  0.139E-05      -3161.66  0.4149  0.450E-03      -2004.84  0.4512  0.160E-02      -1575.48  0.4712 -0.670E-03
         10.0485    -4097.00  0.4031 -0.514E-05      -3161.66  0.4149  0.450E-03      -2004.84  0.4512  0.160E-02      -1575.40  0.4712 -0.668E-03
         10.0631    -4097.02  0.4031 -0.299E-05      -3161.66  0.4149  0.450E-03      -2004.84  0.4512  0.160E-02      -1575.31  0.4712 -0.668E-03
         10.0821    -4097.04  0.4030  0.189E-05      -3161.66  0.4149  0.450E-03      -2004.84  0.4512  0.160E-02      -1575.18  0.4712 -0.671E-03
         10.1068    -4097.06  0.4030  0.281E-06      -3161.66  0.4149  0.450E-03      -2004.84  0.4512  0.160E-02      -1575.02  0.4712 -0.674E-03
         10.1389    -4097.10  0.4030 -0.355E-06      -3161.66  0.4149  0.450E-03      -2004.84  0.4512  0.160E-02      -1574.82  0.4713 -0.670E-03
         10.1807    -4097.14  0.4030 -0.144E-05      -3161.66  0.4149  0.450E-03      -2004.83  0.4512  0.160E-02      -1574.55  0.4713 -0.670E-03
         10.2350    -4097.19  0.4030 -0.717E-06      -3161.66  0.4149  0.450E-03      -2004.83  0.4512  0.160E-02      -1574.21  0.4713 -0.671E-03
         10.3055    -4097.26  0.4030 -0.118E-06      -3161.66  0.4149  0.450E-03      -2004.83  0.4512  0.160E-02      -1573.77  0.4713 -0.674E-03
         10.3973    -4097.35  0.4030 -0.522E-06      -3161.66  0.4149  0.450E-03      -2004.82  0.4512  0.160E-02      -1573.22  0.4713 -0.672E-03
         10.5165    -4097.47  0.4030  0.444E-06      -3161.66  0.4149  0.450E-03      -2004.81  0.4512  0.160E-02      -1572.52  0.4714 -0.673E-03
         10.6716    -4097.61  0.4030  0.227E-06      -3161.66  0.4149  0.450E-03      -2004.80  0.4512  0.160E-02      -1571.65  0.4714 -0.673E-03
         10.8731    -4097.80  0.4030 -0.389E-06      -3161.65  0.4149  0.450E-03      -2004.79  0.4512  0.160E-02      -1570.56  0.4715 -0.674E-03
         11.1351    -4098.04  0.4030  0.108E-06      -3161.65  0.4149  0.450E-03      -2004.77  0.4512  0.160E-02      -1569.23  0.4715 -0.674E-03
         11.4757    -4098.35  0.4030 -0.202E-06      -3161.64  0.4149  0.450E-03      -2004.75  0.4512  0.160E-02      -1567.62  0.4716 -0.675E-03
         11.9185    -4098.72  0.4030  0.192E-06      -3161.64  0.4149  0.449E-03      -2004.72  0.4512  0.160E-02      -1565.70  0.4717 -0.676E-03
         12.4941    -4099.19  0.4030 -0.915E-08      -3161.63  0.4149  0.449E-03      -2004.68  0.4512  0.160E-02      -1563.45  0.4718 -0.677E-03
         13.2447    -4099.76  0.4030 -0.107E-06      -3161.62  0.4149  0.449E-03      -2004.62  0.4512  0.160E-02      -1560.84  0.4719 -0.679E-03
         14.2097    -4100.44  0.4030 -0.769E-07      -3161.61  0.4149  0.449E-03      -2004.55  0.4512  0.160E-02      -1557.89  0.4721 -0.680E-03
         15.3678    -4101.18  0.4030 -0.652E-08      -3161.59  0.4149  0.449E-03      -2004.46  0.4512  0.160E-02      -1554.79  0.4722 -0.682E-03
         16.9119    -4102.08  0.4030  0.114E-07      -3161.57  0.4149  0.450E-03      -2004.33  0.4512  0.160E-02      -1551.21  0.4724 -0.685E-03
         20.0000    -4103.56  0.4029  0.233E-07      -3161.52  0.4149  0.450E-03      -2004.06  0.4512  0.160E-02      -1545.36  0.4727 -0.689E-03
         22.5000    -4104.63  0.4029 -0.177E-07      -3161.48  0.4149  0.450E-03      -2003.83  0.4512  0.160E-02      -1541.12  0.4729 -0.691E-03
         26.2500    -4105.89  0.4029  0.340E-08      -3161.41  0.4149  0.450E-03      -2003.47  0.4513  0.160E-02      -1535.76  0.4732 -0.695E-03
         30.0000    -4106.90  0.4029 -0.184E-07      -3161.34  0.4149  0.450E-03      -2003.09  0.4513  0.161E-02      -1530.95  0.4734 -0.699E-03
         30.0001    -4106.91  0.4029 -0.105E-01      -3161.34  0.4149  0.450E-03      -2003.09  0.4513  0.161E-02      -1530.91  0.4734 -0.101E-02
         30.0002    -4106.89  0.4029 -0.103E-01      -3161.35  0.4149  0.450E-03      -2003.09  0.4513  0.161E-02      -1530.92  0.4734 -0.101E-02
         30.0004    -4106.87  0.4029 -0.972E-02      -3161.34  0.4149  0.450E-03      -2003.09  0.4513  0.161E-02      -1530.91  0.4734 -0.101E-02
         30.0006    -4106.85  0.4029 -0.102E-01      -3161.35  0.4149  0.450E-03      -2003.09  0.4513  0.161E-02      -1530.91  0.4734 -0.330E-03
         30.0009    -4106.81  0.4029 -0.994E-02      -3161.34  0.4149  0.450E-03      -2003.09  0.4513  0.161E-02      -1530.91  0.4734 -0.487E-03
         30.0013    -4106.77  0.4029 -0.101E-01      -3161.34  0.4149  0.450E-03      -2003.09  0.4513  0.161E-02      -1530.91  0.4734 -0.607E-03
         30.0018    -4106.71  0.4029 -0.990E-02      -3161.35  0.4149  0.450E-03      -2003.09  0.4513  0.161E-02      -1530.91  0.4734 -0.700E-03
         30.0024    -4106.64  0.4029 -0.100E-01      -3161.34  0.4149  0.450E-03      -2003.09  0.4513  0.161E-02      -1530.91  0.4734 -0.771E-03
         30.0032    -4106.54  0.4029 -0.101E-01      -3161.35  0.4149  0.450E-03      -2003.09  0.4513  0.161E-02      -1530.91  0.4734 -0.643E-03
         30.0043    -4106.41  0.4029 -0.100E-01      -3161.34  0.4149  0.450E-03      -2003.09  0.4513  0.161E-02      -1530.91  0.4734 -0.727E-03
         30.0056    -4106.25  0.4029 -0.997E-02      -3161.34  0.4149  0.450E-03      -2003.09  0.4513  0.161E-02      -1530.91  0.4734 -0.684E-03
         30.0074    -4106.03  0.4029 -0.100E-01      -3161.34  0.4149  0.450E-03      -2003.09  0.4513  0.161E-02      -1530.90  0.4734 -0.676E-03
