Site,xval,mean,upper,lower
MAT,1,0.126510605454839,0.145321565800886,0.107699645108791
MAT,2,0.20124650555643,0.247432301924766,0.155060709188093
MAT,3,0.101869004463146,0.1231023518245,0.0806356571017908
MAT,4,0.151884469507095,0.151884469507095,0.151884469507095
PAS,1.2,0.231911997604236,0.258143203173213,0.205680792035258
