Site,xval,mean,upper,lower
MAT,1,0.334261487174346,0.38095880474409,0.287564169604602
MAT,2,0.108920500180383,0.132832015291243,0.0850089850695234
MAT,3,0.169753584929543,0.190011019993299,0.149496149865788
MAT,4,0.103633541128356,0.124657591122562,0.082609491134151
PAS,1.2,0.272545775171697,0.340184217587444,0.204907332755951
PAS,2.2,0.295186034023708,0.368396898593272,0.221975169454145
PAS,3.2,0.254278784464511,0.32859737545377,0.179960193475253
PAS,4.2,0.188351635042171,0.223085277217281,0.153617992867061
