Site,xval,mean,upper,lower
MAT,1,0.143701963835436,0.162087366498053,0.125316561172818
MAT,2,0.0593398945711573,0.0593398945711573,0.0593398945711573
PAS,1.2,0.221981044992087,0.25918684121239,0.184775248771783
PAS,2.2,0.261041885184063,0.302691826820224,0.219391943547901
PAS,3.2,NaN,NaN,NaN
PAS,4.2,0.146511245634614,0.188088817694137,0.10493367357509
