Site,xval,mean,upper,lower
MAT,1,0.139684722441899,0.157628205656011,0.121741239227786
PAS,1.2,0.226609615527716,0.259341370466625,0.193877860588807
PAS,2.2,0.267843736307069,0.321063026776816,0.214624445837322
PAS,3.2,0.146511245634614,0.188088817694137,0.10493367357509
