Site,xval,mean,upper,lower
MAT,1,NaN,NaN,NaN
MAT,2,NaN,NaN,NaN
MAT,3,0.157039130574726,0.186026116252399,0.128052144897053
MAT,4,0.123907987775691,0.146034691822604,0.101781283728778
PAS,1.2,NaN,NaN,NaN
PAS,2.2,0.219344079530687,0.265929105586189,0.172759053475184
PAS,3.2,0.249779582094337,0.284572334292441,0.214986829896234
PAS,4.2,0.146511245634614,0.188088817694137,0.10493367357509
