Site,xval,mean,upper,lower
MAT,1,NaN,NaN,NaN
MAT,2,NaN,NaN,NaN
MAT,3,0.139684722441899,0.157628205656011,0.121741239227786
PAS,1.2,0.419820661223572,0.419820661223572,0.419820661223572
PAS,2.2,0.220558292906398,0.268353030608259,0.172763555204537
PAS,3.2,0.240067685191223,0.273616238961458,0.206519131420988
PAS,4.2,0.146511245634614,0.188088817694137,0.10493367357509
