Site,xval,mean,upper,lower
MAT,1,0.16713508769445,0.193068271859594,0.141201903529306
MAT,2,0.0990473184743334,0.127409065107399,0.0706855718412676
MAT,3,0.108130381643701,0.135642650973576,0.0806181123138272
PAS,1.2,0.231911997604236,0.258143203173213,0.205680792035258
