Site,xval,mean,upper,lower
MAT,1,0.15606383997659,0.174681552684756,0.137446127268424
MAT,2,0.205364724567275,0.267117664404651,0.143611784729898
MAT,3,0.0687564100716512,0.0717076987867539,0.0658051213565485
MAT,4,0.0920854109860878,0.135495966897222,0.0486748550749538
PAS,1.2,0.212122603372119,0.250450939220406,0.173794267523833
PAS,2.2,0.255265539848839,0.347143443293552,0.163387636404125
PAS,3.2,0.147500661166961,0.173497211128614,0.121504111205309
PAS,4.2,0.28723745913487,0.336397440021836,0.238077478247904
