Site,xval,mean,upper,lower
MAT,1,0.164851146031949,0.217404760192461,0.112297531871437
MAT,2,0.215740466515722,0.273798508524243,0.157682424507202
MAT,3,0.127395429955473,0.138622606150845,0.1161682537601
MAT,4,0.0976639870587299,0.116856360612128,0.0784716135053317
PAS,1.2,0.398932854639334,0.472363891205903,0.325501818072765
PAS,2.2,0.283104257287873,0.369242083350942,0.196966431224805
PAS,3.2,0.170508458482608,0.210710276358171,0.130306640607046
PAS,4.2,0.210288286387403,0.245866039333422,0.174710533441383
