Site,xval,mean,upper,lower
MAT,1,0.129230363964495,0.163175367447555,0.0952853604814345
MAT,2,0.165088782324787,0.20435174125306,0.125825823396514
MAT,3,0.126124163442324,0.152906071425786,0.0993422554588616
MAT,4,0.127474566065982,0.178094563841615,0.0768545682903477
PAS,1.2,0.231911997604236,0.258143203173213,0.205680792035258
