Site,xval,mean,upper,lower
MAT,1,0.142476575743648,0.16254907699044,0.122404074496856
MAT,2,0.0953531220262927,0.151884469507095,0.0388217745454905
MAT,3,0.178094563841615,0.178094563841615,0.178094563841615
PAS,1.2,0.237816548291977,0.276161455684751,0.199471640899204
PAS,2.2,0.237329239315592,0.278437531237611,0.196220947393573
PAS,3.2,0.188088817694137,0.188088817694137,0.188088817694137
PAS,4.2,0.10493367357509,0.10493367357509,0.10493367357509
