Site,xval,mean,upper,lower
MAT,1,0.143464548443105,0.164728846415964,0.122200250470246
MAT,2,0.123620461936773,0.153843721835548,0.0933972020379971
PAS,1.2,0.237816548291977,0.276161455684751,0.199471640899204
PAS,2.2,0.237329239315592,0.278437531237611,0.196220947393573
PAS,3.2,0.188088817694137,0.188088817694137,0.188088817694137
PAS,4.2,0.10493367357509,0.10493367357509,0.10493367357509
