Site,xval,mean,upper,lower
MAT,1,0.334261487174346,0.38095880474409,0.287564169604602
MAT,2,0.0921644026021635,0.117892607151168,0.0664361980531593
MAT,3,0.158399855876189,0.174872205609975,0.141927506142402
MAT,4,0.0927346914327624,0.111237705396785,0.0742316774687402
PAS,1.2,0.291692119470644,0.291692119470644,0.291692119470644
PAS,2.2,0.218424382000336,0.291185354767304,0.145663409233368
PAS,3.2,0.150467961306847,0.150467961306847,0.150467961306847
PAS,4.2,0.190170843262037,0.223620378065582,0.156721308458492
