Site,xval,mean,upper,lower
MAT,1,0.133450051153223,0.178200432168699,0.0886996701377476
MAT,2,0.215740466515722,0.273798508524243,0.157682424507202
MAT,3,0.118614803193321,0.136385169439755,0.100844436946888
MAT,4,0.0857297635439157,0.104118603658282,0.067340923429549
PAS,1.2,0.291692119470644,0.291692119470644,0.291692119470644
PAS,2.2,NaN,NaN,NaN
PAS,3.2,0.165813575012514,0.195235399193755,0.136391750831272
PAS,4.2,0.195631242665379,0.234466537048641,0.156795948282117
