 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  15. 2.    Time:  15: 7:19
 Units: L = mm   , T = min  , M = mmol 


 Time:       10.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]

   1     0.0000   -6294.337 0.4150   0.3647E-05  0.1039E-04 -0.3647E-05  0.0000E+00      -1  -0.608E-05   20.00
   2   -10.0000   -6294.337 0.4150   0.3647E-05  0.1039E-04 -0.3647E-05  0.0000E+00      -1  -0.608E-05   20.00
   3   -20.0000   -6294.337 0.4150   0.3647E-05  0.1039E-04 -0.3647E-05  0.0000E+00      -1  -0.608E-05   20.00
   4   -30.0000   -6294.337 0.4150   0.3647E-05  0.1039E-04 -0.3647E-05  0.0000E+00      -1  -0.608E-05   20.00
   5   -40.0000   -6294.337 0.4150   0.3647E-05  0.1039E-04 -0.3647E-05  0.0000E+00      -1  -0.608E-05   20.00
   6   -50.0000   -6294.337 0.4150   0.3647E-05  0.1039E-04  0.9982E-02  0.0000E+00      -1   0.166E-01   20.00
   7   -60.0000   -3550.430 0.4153   0.1424E-03  0.2077E-04  0.9912E-02  0.0000E+00      -1   0.165E-01   20.00
   8   -70.0000   -3550.430 0.4153   0.1424E-03  0.2077E-04 -0.1424E-03  0.0000E+00      -1  -0.237E-03   20.00
   9   -80.0000   -3550.430 0.4153   0.1424E-03  0.2077E-04 -0.1424E-03  0.0000E+00      -1  -0.237E-03   20.00
  10   -90.0000   -3550.430 0.4153   0.1424E-03  0.2077E-04 -0.1424E-03  0.0000E+00      -1  -0.237E-03   20.00
  11  -100.0000   -3550.430 0.4153   0.1424E-03  0.2077E-04 -0.1424E-03  0.0000E+00      -1  -0.237E-03   20.00
  12  -110.0000   -3550.430 0.4153   0.1424E-03  0.2077E-04 -0.1424E-03  0.0000E+00      -1  -0.237E-03   20.00
  13  -120.0000   -3550.430 0.4153   0.1424E-03  0.2077E-04 -0.1424E-03  0.0000E+00      -1  -0.237E-03   20.00
  14  -130.0000   -3550.430 0.4153   0.1424E-03  0.2077E-04 -0.1424E-03  0.0000E+00      -1  -0.237E-03   20.00
