 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  28. 8.    Time:  10:27: 8
 Units: L = mm   , T = min  , M = mmol 



                               Node(  1)                      Node( 31)                      Node( 52)                      Node(101)

         time            h        theta    Flux           h        theta    Flux           h        theta    Flux           h        theta    Flux  
         10.0001    -5019.30  0.3884 -0.492E-04      -3601.63  0.4053  0.587E-03      -2147.00  0.4458  0.148E-02      -1367.52  0.4835 -0.186E-02
         10.0002    -5019.30  0.3884 -0.492E-04      -3601.63  0.4053  0.587E-03      -2147.00  0.4458  0.148E-02      -1367.52  0.4835 -0.704E-03
         10.0004    -5019.30  0.3884 -0.492E-04      -3601.63  0.4053  0.587E-03      -2147.00  0.4458  0.148E-02      -1367.51  0.4835 -0.897E-03
         10.0006    -5019.30  0.3884 -0.492E-04      -3601.63  0.4053  0.587E-03      -2147.00  0.4458  0.148E-02      -1367.51  0.4835 -0.114E-02
         10.0010    -5019.30  0.3884 -0.492E-04      -3601.63  0.4053  0.587E-03      -2147.00  0.4458  0.148E-02      -1367.51  0.4835 -0.114E-02
         10.0014    -5019.30  0.3884 -0.492E-04      -3601.63  0.4053  0.587E-03      -2147.00  0.4458  0.148E-02      -1367.51  0.4835 -0.106E-02
         10.0019    -5019.30  0.3884 -0.492E-04      -3601.63  0.4053  0.587E-03      -2147.00  0.4458  0.148E-02      -1367.51  0.4835 -0.936E-03
         10.0025    -5019.30  0.3884 -0.492E-04      -3601.63  0.4053  0.587E-03      -2147.00  0.4458  0.148E-02      -1367.51  0.4835 -0.912E-03
         10.0033    -5019.30  0.3884 -0.492E-04      -3601.63  0.4053  0.587E-03      -2147.00  0.4458  0.148E-02      -1367.51  0.4835 -0.948E-03
         10.0044    -5019.30  0.3884 -0.492E-04      -3601.63  0.4053  0.587E-03      -2147.00  0.4458  0.148E-02      -1367.50  0.4835 -0.102E-02
         10.0057    -5019.30  0.3884  0.589E-04      -3601.63  0.4053  0.587E-03      -2147.00  0.4458  0.148E-02      -1367.50  0.4835 -0.996E-03
         10.0075    -5019.30  0.3884  0.340E-04      -3601.63  0.4053  0.587E-03      -2147.00  0.4458  0.148E-02      -1367.49  0.4835 -0.946E-03
         10.0099    -5019.30  0.3884  0.148E-04      -3601.63  0.4053  0.587E-03      -2147.00  0.4458  0.148E-02      -1367.49  0.4835 -0.965E-03
         10.0129    -5019.31  0.3884  0.696E-07      -3601.63  0.4053  0.587E-03      -2147.00  0.4458  0.148E-02      -1367.48  0.4835 -0.974E-03
         10.0168    -5019.31  0.3884 -0.113E-04      -3601.63  0.4053  0.587E-03      -2147.00  0.4458  0.148E-02      -1367.47  0.4835 -0.988E-03
         10.0219    -5019.31  0.3884  0.913E-05      -3601.63  0.4053  0.587E-03      -2147.00  0.4458  0.148E-02      -1367.45  0.4835 -0.983E-03
         10.0286    -5019.32  0.3884 -0.428E-05      -3601.63  0.4053  0.587E-03      -2147.00  0.4458  0.148E-02      -1367.44  0.4835 -0.982E-03
         10.0372    -5019.32  0.3884  0.264E-05      -3601.63  0.4053  0.587E-03      -2146.99  0.4458  0.148E-02      -1367.41  0.4835 -0.974E-03
         10.0485    -5019.34  0.3884  0.402E-05      -3601.62  0.4053  0.587E-03      -2146.99  0.4458  0.148E-02      -1367.38  0.4835 -0.975E-03
         10.0631    -5019.35  0.3884  0.203E-05      -3601.62  0.4053  0.587E-03      -2146.99  0.4458  0.148E-02      -1367.34  0.4835 -0.969E-03
         10.0821    -5019.36  0.3884 -0.181E-05      -3601.62  0.4053  0.587E-03      -2146.99  0.4458  0.148E-02      -1367.29  0.4835 -0.971E-03
         10.1068    -5019.38  0.3884 -0.513E-06      -3601.62  0.4053  0.587E-03      -2146.99  0.4458  0.148E-02      -1367.22  0.4835 -0.972E-03
         10.1389    -5019.41  0.3884 -0.224E-05      -3601.61  0.4053  0.587E-03      -2146.98  0.4458  0.148E-02      -1367.13  0.4835 -0.973E-03
         10.1807    -5019.44  0.3884  0.147E-05      -3601.61  0.4053  0.587E-03      -2146.98  0.4458  0.148E-02      -1367.02  0.4835 -0.974E-03
         10.2350    -5019.48  0.3884  0.113E-05      -3601.61  0.4053  0.587E-03      -2146.97  0.4458  0.148E-02      -1366.88  0.4835 -0.972E-03
         10.3055    -5019.53  0.3884  0.552E-06      -3601.60  0.4053  0.587E-03      -2146.97  0.4458  0.148E-02      -1366.69  0.4835 -0.972E-03
         10.3973    -5019.60  0.3884 -0.561E-06      -3601.59  0.4053  0.587E-03      -2146.96  0.4458  0.148E-02      -1366.46  0.4836 -0.972E-03
         10.5165    -5019.69  0.3884  0.239E-06      -3601.58  0.4053  0.587E-03      -2146.95  0.4458  0.148E-02      -1366.17  0.4836 -0.973E-03
         10.6716    -5019.81  0.3884  0.403E-06      -3601.57  0.4053  0.587E-03      -2146.93  0.4458  0.148E-02      -1365.80  0.4836 -0.973E-03
         10.8731    -5019.96  0.3884 -0.142E-06      -3601.55  0.4053  0.587E-03      -2146.91  0.4458  0.148E-02      -1365.35  0.4836 -0.973E-03
         11.1351    -5020.15  0.3884 -0.162E-06      -3601.52  0.4053  0.587E-03      -2146.88  0.4459  0.148E-02      -1364.81  0.4837 -0.974E-03
         11.4757    -5020.39  0.3883  0.213E-06      -3601.49  0.4053  0.586E-03      -2146.84  0.4459  0.148E-02      -1364.15  0.4837 -0.975E-03
         11.9185    -5020.69  0.3883  0.137E-06      -3601.45  0.4053  0.586E-03      -2146.80  0.4459  0.148E-02      -1363.37  0.4838 -0.976E-03
         12.4941    -5021.06  0.3883 -0.218E-07      -3601.39  0.4053  0.586E-03      -2146.74  0.4459  0.148E-02      -1362.46  0.4838 -0.977E-03
         13.2447    -5021.53  0.3883  0.725E-08      -3601.32  0.4053  0.586E-03      -2146.66  0.4459  0.148E-02      -1361.42  0.4839 -0.978E-03
         14.2097    -5022.09  0.3883  0.192E-07      -3601.23  0.4053  0.586E-03      -2146.56  0.4459  0.148E-02      -1360.25  0.4840 -0.980E-03
         15.3678    -5022.72  0.3883  0.261E-07      -3601.12  0.4053  0.586E-03      -2146.43  0.4459  0.148E-02      -1359.02  0.4840 -0.981E-03
         16.9119    -5023.49  0.3883 -0.207E-07      -3600.97  0.4053  0.586E-03      -2146.27  0.4459  0.148E-02      -1357.60  0.4841 -0.983E-03
