Site Name ,FORESTLOWER
Site Number ,3
Logger ,Capacitive Water Level
Logger Serial Number ,6570


Scan No ,Date and Time,       Capacitive Water Level,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,

1,08/03/2017 , 21:15:02,446,54.9
2,08/03/2017 , 21:15:12,444,53.9
3,08/03/2017 , 21:15:22,444,53.9
4,08/03/2017 , 21:15:32,444,53.9
5,08/03/2017 , 21:15:42,444,53.9
6,08/03/2017 , 21:15:52,443,53.4
7,08/03/2017 , 21:16:02,445,54.4
8,08/03/2017 , 21:16:12,444,53.9
9,08/03/2017 , 21:16:22,444,53.9
10,08/03/2017 , 21:16:32,444,53.9
11,08/03/2017 , 21:16:42,444,53.9
12,08/03/2017 , 21:16:52,444,53.9
13,08/03/2017 , 21:17:02,447,55.4
14,08/03/2017 , 21:17:12,446,54.9
15,08/03/2017 , 21:17:22,445,54.4
16,08/03/2017 , 21:17:32,445,54.4
17,08/03/2017 , 21:17:42,445,54.4
18,08/03/2017 , 21:17:52,445,54.4
19,08/03/2017 , 21:18:02,445,54.4
20,08/03/2017 , 21:18:12,445,54.4
21,08/03/2017 , 21:18:22,444,53.9
22,08/03/2017 , 21:18:32,454,58.8
23,08/03/2017 , 21:18:42,452,57.8
24,08/03/2017 , 21:18:52,453,58.3
25,08/03/2017 , 21:19:02,458,60.8
26,08/03/2017 , 21:19:12,457,60.3
27,08/03/2017 , 21:19:22,456,59.8
28,08/03/2017 , 21:19:32,464,63.7
29,08/03/2017 , 21:19:42,463,63.2
30,08/03/2017 , 21:19:52,463,63.2
31,08/03/2017 , 21:20:02,482,72.5
32,08/03/2017 , 21:20:12,480,71.6
33,08/03/2017 , 21:20:22,479,71.1
34,08/03/2017 , 21:20:32,499,80.9
35,08/03/2017 , 21:20:42,498,80.4
36,08/03/2017 , 21:20:52,498,80.4
37,08/03/2017 , 21:21:02,515,88.7
38,08/03/2017 , 21:21:12,516,89.2
39,08/03/2017 , 21:21:22,516,89.2
40,08/03/2017 , 21:21:32,533,97.5
41,08/03/2017 , 21:21:42,533,97.5
42,08/03/2017 , 21:21:52,533,97.5
43,08/03/2017 , 21:22:02,551,106.4
44,08/03/2017 , 21:22:12,551,106.4
45,08/03/2017 , 21:22:22,551,106.4
46,08/03/2017 , 21:22:32,569,115.2
47,08/03/2017 , 21:22:42,569,115.2
48,08/03/2017 , 21:22:52,569,115.2
49,08/03/2017 , 21:23:02,586,123.5
50,08/03/2017 , 21:23:12,586,123.5
51,08/03/2017 , 21:23:22,586,123.5
52,08/03/2017 , 21:23:32,605,132.8
53,08/03/2017 , 21:23:42,604,132.4
54,08/03/2017 , 21:23:52,604,132.4
55,08/03/2017 , 21:24:02,622,141.2
56,08/03/2017 , 21:24:12,621,140.7
57,08/03/2017 , 21:24:22,621,140.7
58,08/03/2017 , 21:24:32,638,149
59,08/03/2017 , 21:24:42,638,149
60,08/03/2017 , 21:24:52,638,149
61,08/03/2017 , 21:25:02,657,158.3
62,08/03/2017 , 21:25:12,657,158.3
63,08/03/2017 , 21:25:22,657,158.3
64,08/03/2017 , 21:25:32,674,166.7
65,08/03/2017 , 21:25:42,674,166.7
66,08/03/2017 , 21:25:52,674,166.7
67,08/03/2017 , 21:26:02,691,175
68,08/03/2017 , 21:26:12,691,175
69,08/03/2017 , 21:26:22,691,175
70,08/03/2017 , 21:26:32,707,182.8
71,08/03/2017 , 21:26:42,707,182.8
72,08/03/2017 , 21:26:52,707,182.8
73,08/03/2017 , 21:27:02,725,191.7
74,08/03/2017 , 21:27:12,724,191.2
75,08/03/2017 , 21:27:22,724,191.2
76,08/03/2017 , 21:27:32,742,200
77,08/03/2017 , 21:27:42,742,200
78,08/03/2017 , 21:27:52,742,200
79,08/03/2017 , 21:28:02,760,208.8
80,08/03/2017 , 21:28:12,760,208.8
81,08/03/2017 , 21:28:22,760,208.8
82,08/03/2017 , 21:28:32,777,217.2
83,08/03/2017 , 21:28:42,777,217.2
84,08/03/2017 , 21:28:52,777,217.2
85,08/03/2017 , 21:29:02,794,225.5
86,08/03/2017 , 21:29:12,794,225.5
87,08/03/2017 , 21:29:22,794,225.5
88,08/03/2017 , 21:29:32,809,232.8
89,08/03/2017 , 21:29:42,809,232.8
90,08/03/2017 , 21:29:52,809,232.8
91,08/03/2017 , 21:30:02,827,241.7
92,08/03/2017 , 21:30:12,827,241.7
93,08/03/2017 , 21:30:22,827,241.7
94,08/03/2017 , 21:30:32,843,249.5
95,08/03/2017 , 21:30:42,843,249.5
96,08/03/2017 , 21:30:52,843,249.5
97,08/03/2017 , 21:31:02,859,257.4
98,08/03/2017 , 21:31:12,859,257.4
99,08/03/2017 , 21:31:22,859,257.4
100,08/03/2017 , 21:31:32,874,264.7
101,08/03/2017 , 21:31:42,874,264.7
102,08/03/2017 , 21:31:52,874,264.7
103,08/03/2017 , 21:32:02,891,273
