Site Name ,FORESTLOWER
Site Number ,3
Logger ,Capacitive Water Level
Logger Serial Number ,6570


Scan No ,Date and Time,       Capacitive Water Level,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,

1,08/03/2017 , 20:52:08,445,54.4
2,08/03/2017 , 20:52:18,444,53.9
3,08/03/2017 , 20:52:28,443,53.4
4,08/03/2017 , 20:52:38,443,53.4
5,08/03/2017 , 20:52:48,443,53.4
6,08/03/2017 , 20:52:58,465,64.2
7,08/03/2017 , 20:53:08,444,53.9
8,08/03/2017 , 20:53:18,443,53.4
9,08/03/2017 , 20:53:28,451,57.4
10,08/03/2017 , 20:53:38,443,53.4
11,08/03/2017 , 20:53:48,443,53.4
12,08/03/2017 , 20:53:58,455,59.3
13,08/03/2017 , 20:54:08,443,53.4
14,08/03/2017 , 20:54:18,443,53.4
15,08/03/2017 , 20:54:28,462,62.7
16,08/03/2017 , 20:54:38,444,53.9
17,08/03/2017 , 20:54:48,443,53.4
18,08/03/2017 , 20:54:58,454,58.8
19,08/03/2017 , 20:55:08,443,53.4
20,08/03/2017 , 20:55:18,443,53.4
21,08/03/2017 , 20:55:28,456,59.8
22,08/03/2017 , 20:55:38,451,57.4
23,08/03/2017 , 20:55:48,450,56.9
24,08/03/2017 , 20:55:58,468,65.7
25,08/03/2017 , 20:56:08,456,59.8
26,08/03/2017 , 20:56:18,455,59.3
27,08/03/2017 , 20:56:28,464,63.7
28,08/03/2017 , 20:56:38,462,62.7
29,08/03/2017 , 20:56:48,461,62.3
30,08/03/2017 , 20:56:58,481,72.1
31,08/03/2017 , 20:57:08,478,70.6
32,08/03/2017 , 20:57:18,478,70.6
33,08/03/2017 , 20:57:28,507,84.8
34,08/03/2017 , 20:57:38,496,79.4
35,08/03/2017 , 20:57:48,496,79.4
36,08/03/2017 , 20:57:58,518,90.2
37,08/03/2017 , 20:58:08,514,88.2
38,08/03/2017 , 20:58:18,513,87.7
39,08/03/2017 , 20:58:28,537,99.5
40,08/03/2017 , 20:58:38,531,96.6
41,08/03/2017 , 20:58:48,531,96.6
42,08/03/2017 , 20:58:58,549,105.4
43,08/03/2017 , 20:59:08,548,104.9
44,08/03/2017 , 20:59:18,548,104.9
45,08/03/2017 , 20:59:28,569,115.2
46,08/03/2017 , 20:59:38,567,114.2
47,08/03/2017 , 20:59:48,566,113.7
48,08/03/2017 , 20:59:58,590,125.5
49,08/03/2017 , 21:00:08,584,122.5
50,08/03/2017 , 21:00:18,584,122.5
51,08/03/2017 , 21:00:28,605,132.8
52,08/03/2017 , 21:00:38,601,130.9
53,08/03/2017 , 21:00:48,601,130.9
54,08/03/2017 , 21:00:58,625,142.6
55,08/03/2017 , 21:01:08,617,138.7
56,08/03/2017 , 21:01:18,617,138.7
57,08/03/2017 , 21:01:28,618,139.2
58,08/03/2017 , 21:01:38,637,148.5
59,08/03/2017 , 21:01:48,636,148
60,08/03/2017 , 21:01:58,654,156.9
61,08/03/2017 , 21:02:08,653,156.4
62,08/03/2017 , 21:02:18,653,156.4
63,08/03/2017 , 21:02:28,673,166.2
64,08/03/2017 , 21:02:38,670,164.7
65,08/03/2017 , 21:02:48,670,164.7
66,08/03/2017 , 21:02:58,688,173.5
67,08/03/2017 , 21:03:08,687,173
68,08/03/2017 , 21:03:18,687,173
69,08/03/2017 , 21:03:28,694,176.5
70,08/03/2017 , 21:03:38,703,180.9
71,08/03/2017 , 21:03:48,704,181.4
72,08/03/2017 , 21:03:58,716,187.3
73,08/03/2017 , 21:04:08,721,189.7
74,08/03/2017 , 21:04:18,721,189.7
75,08/03/2017 , 21:04:28,740,199
76,08/03/2017 , 21:04:38,738,198
77,08/03/2017 , 21:04:48,738,198
78,08/03/2017 , 21:04:58,755,206.4
79,08/03/2017 , 21:05:08,755,206.4
80,08/03/2017 , 21:05:18,755,206.4
81,08/03/2017 , 21:05:28,770,213.7
82,08/03/2017 , 21:05:38,772,214.7
83,08/03/2017 , 21:05:48,772,214.7
84,08/03/2017 , 21:05:58,790,223.5
85,08/03/2017 , 21:06:08,790,223.5
86,08/03/2017 , 21:06:18,790,223.5
87,08/03/2017 , 21:06:28,806,231.4
88,08/03/2017 , 21:06:38,807,231.9
89,08/03/2017 , 21:06:48,806,231.4
90,08/03/2017 , 21:06:58,824,240.2
91,08/03/2017 , 21:07:08,823,239.7
92,08/03/2017 , 21:07:18,823,239.7
93,08/03/2017 , 21:07:28,830,243.1
94,08/03/2017 , 21:07:38,839,247.5
95,08/03/2017 , 21:07:48,839,247.5
96,08/03/2017 , 21:07:58,845,250.5
97,08/03/2017 , 21:08:08,856,255.9
98,08/03/2017 , 21:08:18,856,255.9
99,08/03/2017 , 21:08:28,869,262.3
100,08/03/2017 , 21:08:38,871,263.2
101,08/03/2017 , 21:08:48,872,263.7
102,08/03/2017 , 21:08:58,878,266.7
103,08/03/2017 , 21:09:08,888,271.6
