Site Name ,FORESTLOWER
Site Number ,3
Logger ,Capacitive Water Level
Logger Serial Number ,6570


Scan No ,Date and Time,       Capacitive Water Level,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,

1,08/03/2017 , 22:01:46,445,54.4
2,08/03/2017 , 22:01:56,444,53.9
3,08/03/2017 , 22:02:06,444,53.9
4,08/03/2017 , 22:02:16,444,53.9
5,08/03/2017 , 22:02:26,443,53.4
6,08/03/2017 , 22:02:36,443,53.4
7,08/03/2017 , 22:02:46,443,53.4
8,08/03/2017 , 22:02:56,443,53.4
9,08/03/2017 , 22:03:06,445,54.4
10,08/03/2017 , 22:03:16,444,53.9
11,08/03/2017 , 22:03:26,445,54.4
12,08/03/2017 , 22:03:36,444,53.9
13,08/03/2017 , 22:03:46,444,53.9
14,08/03/2017 , 22:03:56,466,64.7
15,08/03/2017 , 22:04:06,445,54.4
16,08/03/2017 , 22:04:16,444,53.9
17,08/03/2017 , 22:04:26,444,53.9
18,08/03/2017 , 22:04:36,444,53.9
19,08/03/2017 , 22:04:46,444,53.9
20,08/03/2017 , 22:04:56,444,53.9
21,08/03/2017 , 22:05:06,444,53.9
22,08/03/2017 , 22:05:16,444,53.9
23,08/03/2017 , 22:05:26,444,53.9
24,08/03/2017 , 22:05:36,454,58.8
25,08/03/2017 , 22:05:46,452,57.8
26,08/03/2017 , 22:05:56,454,58.8
27,08/03/2017 , 22:06:06,457,60.3
28,08/03/2017 , 22:06:16,456,59.8
29,08/03/2017 , 22:06:26,457,60.3
30,08/03/2017 , 22:06:36,466,64.7
31,08/03/2017 , 22:06:46,465,64.2
32,08/03/2017 , 22:06:56,465,64.2
33,08/03/2017 , 22:07:06,482,72.5
34,08/03/2017 , 22:07:16,482,72.5
35,08/03/2017 , 22:07:26,487,75
36,08/03/2017 , 22:07:36,501,81.9
37,08/03/2017 , 22:07:46,500,81.4
38,08/03/2017 , 22:07:56,500,81.4
39,08/03/2017 , 22:08:06,517,89.7
40,08/03/2017 , 22:08:16,517,89.7
41,08/03/2017 , 22:08:26,517,89.7
42,08/03/2017 , 22:08:36,535,98.5
43,08/03/2017 , 22:08:46,535,98.5
44,08/03/2017 , 22:08:56,536,99
45,08/03/2017 , 22:09:06,553,107.4
46,08/03/2017 , 22:09:16,553,107.4
47,08/03/2017 , 22:09:26,553,107.4
48,08/03/2017 , 22:09:36,572,116.7
49,08/03/2017 , 22:09:46,572,116.7
50,08/03/2017 , 22:09:56,573,117.2
51,08/03/2017 , 22:10:06,587,124
52,08/03/2017 , 22:10:16,587,124
53,08/03/2017 , 22:10:26,589,125
54,08/03/2017 , 22:10:36,605,132.8
55,08/03/2017 , 22:10:46,604,132.4
56,08/03/2017 , 22:10:56,604,132.4
57,08/03/2017 , 22:11:06,623,141.7
58,08/03/2017 , 22:11:16,623,141.7
59,08/03/2017 , 22:11:26,624,142.2
60,08/03/2017 , 22:11:36,640,150
61,08/03/2017 , 22:11:46,640,150
62,08/03/2017 , 22:11:56,646,152.9
63,08/03/2017 , 22:12:06,657,158.3
64,08/03/2017 , 22:12:16,657,158.3
65,08/03/2017 , 22:12:26,659,159.3
66,08/03/2017 , 22:12:36,674,166.7
67,08/03/2017 , 22:12:46,674,166.7
68,08/03/2017 , 22:12:56,674,166.7
69,08/03/2017 , 22:13:06,690,174.5
70,08/03/2017 , 22:13:16,690,174.5
71,08/03/2017 , 22:13:26,698,178.4
72,08/03/2017 , 22:13:36,708,183.3
73,08/03/2017 , 22:13:46,708,183.3
74,08/03/2017 , 22:13:56,715,186.8
75,08/03/2017 , 22:14:06,725,191.7
76,08/03/2017 , 22:14:16,724,191.2
77,08/03/2017 , 22:14:26,727,192.6
78,08/03/2017 , 22:14:36,742,200
79,08/03/2017 , 22:14:46,742,200
80,08/03/2017 , 22:14:56,742,200
81,08/03/2017 , 22:15:06,759,208.3
82,08/03/2017 , 22:15:16,759,208.3
83,08/03/2017 , 22:15:26,762,209.8
84,08/03/2017 , 22:15:36,777,217.2
85,08/03/2017 , 22:15:46,777,217.2
86,08/03/2017 , 22:15:56,779,218.1
87,08/03/2017 , 22:16:06,793,225
88,08/03/2017 , 22:16:16,793,225
89,08/03/2017 , 22:16:26,794,225.5
90,08/03/2017 , 22:16:36,809,232.8
91,08/03/2017 , 22:16:46,809,232.8
92,08/03/2017 , 22:16:56,816,236.3
93,08/03/2017 , 22:17:06,826,241.2
94,08/03/2017 , 22:17:16,826,241.2
95,08/03/2017 , 22:17:26,828,242.2
96,08/03/2017 , 22:17:36,842,249
97,08/03/2017 , 22:17:46,842,249
98,08/03/2017 , 22:17:56,841,248.5
99,08/03/2017 , 22:18:06,857,256.4
100,08/03/2017 , 22:18:16,857,256.4
101,08/03/2017 , 22:18:26,857,256.4
102,08/03/2017 , 22:18:36,873,264.2
103,08/03/2017 , 22:18:46,873,264.2
