Site Name ,FORESTLOWER
Site Number ,3
Logger ,Capacitive Water Level
Logger Serial Number ,6570


Scan No ,Date and Time,       Capacitive Water Level,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,

1,08/03/2017 , 20:28:24,441,52.5
2,08/03/2017 , 20:28:34,439,51.5
3,08/03/2017 , 20:28:44,439,51.5
4,08/03/2017 , 20:28:54,439,51.5
5,08/03/2017 , 20:29:04,439,51.5
6,08/03/2017 , 20:29:14,439,51.5
7,08/03/2017 , 20:29:24,439,51.5
8,08/03/2017 , 20:29:34,439,51.5
9,08/03/2017 , 20:29:44,439,51.5
10,08/03/2017 , 20:29:54,439,51.5
11,08/03/2017 , 20:30:04,443,53.4
12,08/03/2017 , 20:30:14,443,53.4
13,08/03/2017 , 20:30:24,442,52.9
14,08/03/2017 , 20:30:34,443,53.4
15,08/03/2017 , 20:30:44,443,53.4
16,08/03/2017 , 20:30:54,443,53.4
17,08/03/2017 , 20:31:04,442,52.9
18,08/03/2017 , 20:31:14,442,52.9
19,08/03/2017 , 20:31:24,442,52.9
20,08/03/2017 , 20:31:34,442,52.9
21,08/03/2017 , 20:31:44,442,52.9
22,08/03/2017 , 20:31:54,442,52.9
23,08/03/2017 , 20:32:04,442,52.9
24,08/03/2017 , 20:32:14,442,52.9
25,08/03/2017 , 20:32:24,442,52.9
26,08/03/2017 , 20:32:34,450,56.9
27,08/03/2017 , 20:32:44,448,55.9
28,08/03/2017 , 20:32:54,448,55.9
29,08/03/2017 , 20:33:04,452,57.8
30,08/03/2017 , 20:33:14,451,57.4
31,08/03/2017 , 20:33:24,451,57.4
32,08/03/2017 , 20:33:34,457,60.3
33,08/03/2017 , 20:33:44,457,60.3
34,08/03/2017 , 20:33:54,457,60.3
35,08/03/2017 , 20:34:04,471,67.2
36,08/03/2017 , 20:34:14,472,67.6
37,08/03/2017 , 20:34:24,472,67.6
38,08/03/2017 , 20:34:34,492,77.5
39,08/03/2017 , 20:34:44,492,77.5
40,08/03/2017 , 20:34:54,492,77.5
41,08/03/2017 , 20:35:04,509,85.8
42,08/03/2017 , 20:35:14,510,86.3
43,08/03/2017 , 20:35:24,510,86.3
44,08/03/2017 , 20:35:34,528,95.1
45,08/03/2017 , 20:35:44,527,94.6
46,08/03/2017 , 20:35:54,527,94.6
47,08/03/2017 , 20:36:04,546,103.9
48,08/03/2017 , 20:36:14,546,103.9
49,08/03/2017 , 20:36:24,546,103.9
50,08/03/2017 , 20:36:34,564,112.7
51,08/03/2017 , 20:36:44,564,112.7
52,08/03/2017 , 20:36:54,564,112.7
53,08/03/2017 , 20:37:04,581,121.1
54,08/03/2017 , 20:37:14,581,121.1
55,08/03/2017 , 20:37:24,581,121.1
56,08/03/2017 , 20:37:34,599,129.9
57,08/03/2017 , 20:37:44,599,129.9
58,08/03/2017 , 20:37:54,599,129.9
59,08/03/2017 , 20:38:04,617,138.7
60,08/03/2017 , 20:38:14,617,138.7
61,08/03/2017 , 20:38:24,617,138.7
62,08/03/2017 , 20:38:34,635,147.5
63,08/03/2017 , 20:38:44,635,147.5
64,08/03/2017 , 20:38:54,635,147.5
65,08/03/2017 , 20:39:04,653,156.4
66,08/03/2017 , 20:39:14,653,156.4
67,08/03/2017 , 20:39:24,653,156.4
68,08/03/2017 , 20:39:34,670,164.7
69,08/03/2017 , 20:39:44,670,164.7
70,08/03/2017 , 20:39:54,670,164.7
71,08/03/2017 , 20:40:04,687,173
72,08/03/2017 , 20:40:14,687,173
73,08/03/2017 , 20:40:24,687,173
74,08/03/2017 , 20:40:34,705,181.9
75,08/03/2017 , 20:40:44,705,181.9
76,08/03/2017 , 20:40:54,705,181.9
77,08/03/2017 , 20:41:04,722,190.2
78,08/03/2017 , 20:41:14,722,190.2
79,08/03/2017 , 20:41:24,722,190.2
80,08/03/2017 , 20:41:34,739,198.5
81,08/03/2017 , 20:41:44,739,198.5
82,08/03/2017 , 20:41:54,739,198.5
83,08/03/2017 , 20:42:04,758,207.8
84,08/03/2017 , 20:42:14,758,207.8
85,08/03/2017 , 20:42:24,758,207.8
86,08/03/2017 , 20:42:34,773,215.2
87,08/03/2017 , 20:42:44,773,215.2
88,08/03/2017 , 20:42:54,773,215.2
89,08/03/2017 , 20:43:04,793,225
90,08/03/2017 , 20:43:14,793,225
91,08/03/2017 , 20:43:24,793,225
92,08/03/2017 , 20:43:34,808,232.4
93,08/03/2017 , 20:43:44,808,232.4
94,08/03/2017 , 20:43:54,808,232.4
95,08/03/2017 , 20:44:04,825,240.7
96,08/03/2017 , 20:44:14,825,240.7
97,08/03/2017 , 20:44:24,825,240.7
98,08/03/2017 , 20:44:34,839,247.5
99,08/03/2017 , 20:44:44,840,248
100,08/03/2017 , 20:44:54,840,248
101,08/03/2017 , 20:45:04,856,255.9
102,08/03/2017 , 20:45:14,856,255.9
103,08/03/2017 , 20:45:24,856,255.9
