Site Name ,PASTURELOWER
Site Number ,6
Logger ,Capacitive Water Level
Logger Serial Number ,6568


Scan No ,Date and Time,       Capacitive Water Level,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,

1,21/02/2017 , 16:41:04,457,50
2,21/02/2017 , 16:41:14,456,49.5
3,21/02/2017 , 16:41:24,455,49
4,21/02/2017 , 16:41:34,455,49
5,21/02/2017 , 16:41:44,454,48.5
6,21/02/2017 , 16:41:54,453,48
7,21/02/2017 , 16:42:04,452,47.5
8,21/02/2017 , 16:42:14,451,47
9,21/02/2017 , 16:42:24,451,47
10,21/02/2017 , 16:42:34,451,47
11,21/02/2017 , 16:42:44,451,47
12,21/02/2017 , 16:42:54,451,47
13,21/02/2017 , 16:43:04,450,46.5
14,21/02/2017 , 16:43:14,450,46.5
15,21/02/2017 , 16:43:24,450,46.5
16,21/02/2017 , 16:43:34,450,46.5
17,21/02/2017 , 16:43:44,450,46.5
18,21/02/2017 , 16:43:54,450,46.5
19,21/02/2017 , 16:44:04,450,46.5
20,21/02/2017 , 16:44:14,450,46.5
21,21/02/2017 , 16:44:24,450,46.5
22,21/02/2017 , 16:44:34,450,46.5
23,21/02/2017 , 16:44:44,450,46.5
24,21/02/2017 , 16:44:54,450,46.5
25,21/02/2017 , 16:45:04,451,47
26,21/02/2017 , 16:45:14,451,47
27,21/02/2017 , 16:45:24,451,47
28,21/02/2017 , 16:45:34,451,47
29,21/02/2017 , 16:45:44,451,47
30,21/02/2017 , 16:45:54,451,47
31,21/02/2017 , 16:46:04,450,46.5
32,21/02/2017 , 16:46:14,450,46.5
33,21/02/2017 , 16:46:24,450,46.5
34,21/02/2017 , 16:46:34,451,47
35,21/02/2017 , 16:46:44,450,46.5
36,21/02/2017 , 16:46:54,450,46.5
37,21/02/2017 , 16:47:04,451,47
38,21/02/2017 , 16:47:14,451,47
39,21/02/2017 , 16:47:24,451,47
40,21/02/2017 , 16:47:34,462,52.5
41,21/02/2017 , 16:47:44,461,52
42,21/02/2017 , 16:47:54,461,52
43,21/02/2017 , 16:48:04,463,53
44,21/02/2017 , 16:48:14,465,54
45,21/02/2017 , 16:48:24,467,55
46,21/02/2017 , 16:48:34,474,58.4
47,21/02/2017 , 16:48:44,474,58.4
48,21/02/2017 , 16:48:54,474,58.4
49,21/02/2017 , 16:49:04,487,64.9
50,21/02/2017 , 16:49:14,487,64.9
51,21/02/2017 , 16:49:24,487,64.9
52,21/02/2017 , 16:49:34,506,74.3
53,21/02/2017 , 16:49:44,505,73.8
54,21/02/2017 , 16:49:54,505,73.8
55,21/02/2017 , 16:50:04,524,83.2
56,21/02/2017 , 16:50:14,524,83.2
57,21/02/2017 , 16:50:24,524,83.2
58,21/02/2017 , 16:50:34,541,91.6
59,21/02/2017 , 16:50:44,541,91.6
60,21/02/2017 , 16:50:54,541,91.6
61,21/02/2017 , 16:51:04,559,100.5
62,21/02/2017 , 16:51:14,559,100.5
63,21/02/2017 , 16:51:24,559,100.5
64,21/02/2017 , 16:51:34,577,109.4
65,21/02/2017 , 16:51:44,577,109.4
66,21/02/2017 , 16:51:54,577,109.4
67,21/02/2017 , 16:52:04,595,118.3
68,21/02/2017 , 16:52:14,595,118.3
69,21/02/2017 , 16:52:24,595,118.3
70,21/02/2017 , 16:52:34,612,126.7
71,21/02/2017 , 16:52:44,612,126.7
72,21/02/2017 , 16:52:54,612,126.7
73,21/02/2017 , 16:53:04,629,135.1
74,21/02/2017 , 16:53:14,629,135.1
75,21/02/2017 , 16:53:24,629,135.1
76,21/02/2017 , 16:53:34,649,145
77,21/02/2017 , 16:53:44,649,145
78,21/02/2017 , 16:53:54,647,144.1
79,21/02/2017 , 16:54:04,663,152
80,21/02/2017 , 16:54:14,663,152
81,21/02/2017 , 16:54:24,663,152
82,21/02/2017 , 16:54:34,682,161.4
83,21/02/2017 , 16:54:44,681,160.9
84,21/02/2017 , 16:54:54,681,160.9
85,21/02/2017 , 16:55:04,700,170.3
86,21/02/2017 , 16:55:14,698,169.3
87,21/02/2017 , 16:55:24,698,169.3
88,21/02/2017 , 16:55:34,712,176.2
89,21/02/2017 , 16:55:44,712,176.2
90,21/02/2017 , 16:55:54,712,176.2
91,21/02/2017 , 16:56:04,730,185.1
92,21/02/2017 , 16:56:14,729,184.7
93,21/02/2017 , 16:56:24,729,184.7
94,21/02/2017 , 16:56:34,749,194.6
95,21/02/2017 , 16:56:44,748,194.1
96,21/02/2017 , 16:56:54,747,193.6
97,21/02/2017 , 16:57:04,773,206.4
98,21/02/2017 , 16:57:14,773,206.4
99,21/02/2017 , 16:57:24,773,206.4
100,21/02/2017 , 16:57:34,785,212.4
101,21/02/2017 , 16:57:44,785,212.4
102,21/02/2017 , 16:57:54,785,212.4
103,21/02/2017 , 16:58:04,797,218.3
104,21/02/2017 , 16:58:14,797,218.3
105,21/02/2017 , 16:58:24,797,218.3
