Site Name ,PASTURELOWER
Site Number ,6
Logger ,Capacitive Water Level
Logger Serial Number ,6568


Scan No ,Date and Time,       Capacitive Water Level,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,

1,21/02/2017 , 16:16:58,444,43.6
2,21/02/2017 , 16:17:08,435,39.1
3,21/02/2017 , 16:17:18,442,42.6
4,21/02/2017 , 16:17:28,435,39.1
5,21/02/2017 , 16:17:38,435,39.1
6,21/02/2017 , 16:17:48,435,39.1
7,21/02/2017 , 16:17:58,435,39.1
8,21/02/2017 , 16:18:08,435,39.1
9,21/02/2017 , 16:18:18,435,39.1
10,21/02/2017 , 16:18:28,435,39.1
11,21/02/2017 , 16:18:38,435,39.1
12,21/02/2017 , 16:18:48,435,39.1
13,21/02/2017 , 16:18:58,435,39.1
14,21/02/2017 , 16:19:08,435,39.1
15,21/02/2017 , 16:19:18,435,39.1
16,21/02/2017 , 16:19:28,435,39.1
17,21/02/2017 , 16:19:38,435,39.1
18,21/02/2017 , 16:19:48,435,39.1
19,21/02/2017 , 16:19:58,444,43.6
20,21/02/2017 , 16:20:08,444,43.6
21,21/02/2017 , 16:20:18,444,43.6
22,21/02/2017 , 16:20:28,446,44.6
23,21/02/2017 , 16:20:38,445,44.1
24,21/02/2017 , 16:20:48,445,44.1
25,21/02/2017 , 16:20:58,445,44.1
26,21/02/2017 , 16:21:08,445,44.1
27,21/02/2017 , 16:21:18,445,44.1
28,21/02/2017 , 16:21:28,445,44.1
29,21/02/2017 , 16:21:38,445,44.1
30,21/02/2017 , 16:21:48,445,44.1
31,21/02/2017 , 16:21:58,445,44.1
32,21/02/2017 , 16:22:08,445,44.1
33,21/02/2017 , 16:22:18,445,44.1
34,21/02/2017 , 16:22:28,449,46
35,21/02/2017 , 16:22:38,449,46
36,21/02/2017 , 16:22:48,449,46
37,21/02/2017 , 16:22:58,456,49.5
38,21/02/2017 , 16:23:08,456,49.5
39,21/02/2017 , 16:23:18,456,49.5
40,21/02/2017 , 16:23:28,462,52.5
41,21/02/2017 , 16:23:38,462,52.5
42,21/02/2017 , 16:23:48,462,52.5
43,21/02/2017 , 16:23:58,476,59.4
44,21/02/2017 , 16:24:08,474,58.4
45,21/02/2017 , 16:24:18,474,58.4
46,21/02/2017 , 16:24:28,496,69.3
47,21/02/2017 , 16:24:38,492,67.3
48,21/02/2017 , 16:24:48,493,67.8
49,21/02/2017 , 16:24:58,514,78.2
50,21/02/2017 , 16:25:08,511,76.7
51,21/02/2017 , 16:25:18,511,76.7
52,21/02/2017 , 16:25:28,535,88.6
53,21/02/2017 , 16:25:38,529,85.6
54,21/02/2017 , 16:25:48,529,85.6
55,21/02/2017 , 16:25:58,551,96.5
56,21/02/2017 , 16:26:08,547,94.6
57,21/02/2017 , 16:26:18,547,94.6
58,21/02/2017 , 16:26:28,569,105.4
59,21/02/2017 , 16:26:38,565,103.5
60,21/02/2017 , 16:26:48,565,103.5
61,21/02/2017 , 16:26:58,588,114.9
62,21/02/2017 , 16:27:08,583,112.4
63,21/02/2017 , 16:27:18,583,112.4
64,21/02/2017 , 16:27:28,604,122.8
65,21/02/2017 , 16:27:38,601,121.3
66,21/02/2017 , 16:27:48,601,121.3
67,21/02/2017 , 16:27:58,621,131.2
68,21/02/2017 , 16:28:08,618,129.7
69,21/02/2017 , 16:28:18,618,129.7
70,21/02/2017 , 16:28:28,637,139.1
71,21/02/2017 , 16:28:38,635,138.1
72,21/02/2017 , 16:28:48,635,138.1
73,21/02/2017 , 16:28:58,658,149.5
74,21/02/2017 , 16:29:08,653,147
75,21/02/2017 , 16:29:18,652,146.5
76,21/02/2017 , 16:29:28,678,159.4
77,21/02/2017 , 16:29:38,669,155
78,21/02/2017 , 16:29:48,669,155
79,21/02/2017 , 16:29:58,691,165.8
80,21/02/2017 , 16:30:08,691,165.8
81,21/02/2017 , 16:30:18,691,165.8
82,21/02/2017 , 16:30:28,707,173.8
83,21/02/2017 , 16:30:38,705,172.8
84,21/02/2017 , 16:30:48,705,172.8
85,21/02/2017 , 16:30:58,726,183.2
86,21/02/2017 , 16:31:08,722,181.2
87,21/02/2017 , 16:31:18,722,181.2
88,21/02/2017 , 16:31:28,747,193.6
89,21/02/2017 , 16:31:38,738,189.1
90,21/02/2017 , 16:31:48,738,189.1
91,21/02/2017 , 16:31:58,759,199.5
92,21/02/2017 , 16:32:08,755,197.5
93,21/02/2017 , 16:32:18,755,197.5
94,21/02/2017 , 16:32:28,755,197.5
95,21/02/2017 , 16:32:38,771,205.4
96,21/02/2017 , 16:32:48,771,205.4
97,21/02/2017 , 16:32:58,789,214.4
98,21/02/2017 , 16:33:08,788,213.9
99,21/02/2017 , 16:33:18,788,213.9
100,21/02/2017 , 16:33:28,803,221.3
101,21/02/2017 , 16:33:38,803,221.3
102,21/02/2017 , 16:33:48,803,221.3
103,21/02/2017 , 16:33:58,821,230.2
