Site Name ,PASTURELOWER
Site Number ,6
Logger ,Capacitive Water Level
Logger Serial Number ,6568


Scan No ,Date and Time,       Capacitive Water Level,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,

1,23/02/2017 , 15:59:28,444,43.6
2,23/02/2017 , 15:59:38,435,39.1
3,23/02/2017 , 15:59:48,435,39.1
4,23/02/2017 , 15:59:58,444,43.6
5,23/02/2017 , 16:00:08,444,43.6
6,23/02/2017 , 16:00:18,444,43.6
7,23/02/2017 , 16:00:28,444,43.6
8,23/02/2017 , 16:00:38,444,43.6
9,23/02/2017 , 16:00:48,444,43.6
10,23/02/2017 , 16:00:58,448,45.5
11,23/02/2017 , 16:01:08,445,44.1
12,23/02/2017 , 16:01:18,445,44.1
13,23/02/2017 , 16:01:28,445,44.1
14,23/02/2017 , 16:01:38,445,44.1
15,23/02/2017 , 16:01:48,445,44.1
16,23/02/2017 , 16:01:58,446,44.6
17,23/02/2017 , 16:02:08,445,44.1
18,23/02/2017 , 16:02:18,445,44.1
19,23/02/2017 , 16:02:28,456,49.5
20,23/02/2017 , 16:02:38,453,48
21,23/02/2017 , 16:02:48,453,48
22,23/02/2017 , 16:02:58,457,50
23,23/02/2017 , 16:03:08,456,49.5
24,23/02/2017 , 16:03:18,456,49.5
25,23/02/2017 , 16:03:28,464,53.5
26,23/02/2017 , 16:03:38,464,53.5
27,23/02/2017 , 16:03:48,465,54
28,23/02/2017 , 16:03:58,465,54
29,23/02/2017 , 16:04:08,473,57.9
30,23/02/2017 , 16:04:18,474,58.4
31,23/02/2017 , 16:04:28,494,68.3
32,23/02/2017 , 16:04:38,492,67.3
33,23/02/2017 , 16:04:48,493,67.8
34,23/02/2017 , 16:04:58,511,76.7
35,23/02/2017 , 16:05:08,510,76.2
36,23/02/2017 , 16:05:18,510,76.2
37,23/02/2017 , 16:05:28,533,87.6
38,23/02/2017 , 16:05:38,529,85.6
39,23/02/2017 , 16:05:48,529,85.6
40,23/02/2017 , 16:05:58,550,96
41,23/02/2017 , 16:06:08,547,94.6
42,23/02/2017 , 16:06:18,547,94.6
43,23/02/2017 , 16:06:28,568,105
44,23/02/2017 , 16:06:38,565,103.5
45,23/02/2017 , 16:06:48,565,103.5
46,23/02/2017 , 16:06:58,583,112.4
47,23/02/2017 , 16:07:08,583,112.4
48,23/02/2017 , 16:07:18,583,112.4
49,23/02/2017 , 16:07:28,604,122.8
50,23/02/2017 , 16:07:38,602,121.8
51,23/02/2017 , 16:07:48,601,121.3
52,23/02/2017 , 16:07:58,619,130.2
53,23/02/2017 , 16:08:08,617,129.2
54,23/02/2017 , 16:08:18,617,129.2
55,23/02/2017 , 16:08:28,637,139.1
56,23/02/2017 , 16:08:38,636,138.6
57,23/02/2017 , 16:08:48,635,138.1
58,23/02/2017 , 16:08:58,653,147
59,23/02/2017 , 16:09:08,653,147
60,23/02/2017 , 16:09:18,652,146.5
61,23/02/2017 , 16:09:28,671,155.9
62,23/02/2017 , 16:09:38,669,155
63,23/02/2017 , 16:09:48,669,155
64,23/02/2017 , 16:09:58,689,164.9
65,23/02/2017 , 16:10:08,686,163.4
66,23/02/2017 , 16:10:18,686,163.4
67,23/02/2017 , 16:10:28,705,172.8
68,23/02/2017 , 16:10:38,703,171.8
69,23/02/2017 , 16:10:48,703,171.8
70,23/02/2017 , 16:10:58,723,181.7
71,23/02/2017 , 16:11:08,721,180.7
72,23/02/2017 , 16:11:18,721,180.7
73,23/02/2017 , 16:11:28,748,194.1
74,23/02/2017 , 16:11:38,741,190.6
75,23/02/2017 , 16:11:48,739,189.6
76,23/02/2017 , 16:11:58,756,198
77,23/02/2017 , 16:12:08,756,198
78,23/02/2017 , 16:12:18,756,198
79,23/02/2017 , 16:12:28,776,207.9
80,23/02/2017 , 16:12:38,772,205.9
81,23/02/2017 , 16:12:48,771,205.4
82,23/02/2017 , 16:12:58,786,212.9
83,23/02/2017 , 16:13:08,786,212.9
84,23/02/2017 , 16:13:18,785,212.4
85,23/02/2017 , 16:13:28,801,220.3
86,23/02/2017 , 16:13:38,802,220.8
87,23/02/2017 , 16:13:48,802,220.8
88,23/02/2017 , 16:13:58,819,229.2
89,23/02/2017 , 16:14:08,818,228.7
90,23/02/2017 , 16:14:18,817,228.2
91,23/02/2017 , 16:14:28,833,236.1
92,23/02/2017 , 16:14:38,832,235.6
93,23/02/2017 , 16:14:48,832,235.6
94,23/02/2017 , 16:14:58,851,245
95,23/02/2017 , 16:15:08,849,244.1
96,23/02/2017 , 16:15:18,849,244.1
97,23/02/2017 , 16:15:28,870,254.5
98,23/02/2017 , 16:15:38,865,252
99,23/02/2017 , 16:15:48,865,252
100,23/02/2017 , 16:15:58,882,260.4
101,23/02/2017 , 16:16:08,880,259.4
102,23/02/2017 , 16:16:18,880,259.4
103,23/02/2017 , 16:16:28,899,268.8
104,23/02/2017 , 16:16:38,897,267.8
105,23/02/2017 , 16:16:48,896,267.3
106,23/02/2017 , 16:16:58,912,275.2
107,23/02/2017 , 16:17:08,910,274.3
108,23/02/2017 , 16:17:18,911,274.8
109,23/02/2017 , 16:17:28,929,283.7
110,23/02/2017 , 16:17:38,927,282.7
111,23/02/2017 , 16:17:48,926,282.2
112,23/02/2017 , 16:17:58,948,293.1
113,23/02/2017 , 16:18:08,941,289.6
114,23/02/2017 , 16:18:18,941,289.6
115,23/02/2017 , 16:18:28,959,298.5
116,23/02/2017 , 16:18:38,957,297.5
