 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  28. 8.    Time:  10:45:29
 Units: L = mm   , T = min  , M = mmol 



                               Node(  1)                      Node( 31)                      Node( 52)                      Node(101)

         time            h        theta    Flux           h        theta    Flux           h        theta    Flux           h        theta    Flux  
         10.0001    -8786.54  0.3519 -0.117E-04      -3620.99  0.4048  0.705E-03      -2110.18  0.4472  0.141E-02      -1367.52  0.4835 -0.177E-02
         10.0002    -8786.54  0.3519 -0.117E-04      -3620.99  0.4048  0.705E-03      -2110.18  0.4472  0.141E-02      -1367.52  0.4835 -0.615E-03
         10.0004    -8786.54  0.3519 -0.117E-04      -3620.99  0.4048  0.705E-03      -2110.18  0.4472  0.141E-02      -1367.51  0.4835 -0.808E-03
         10.0006    -8786.54  0.3519 -0.117E-04      -3620.99  0.4048  0.705E-03      -2110.18  0.4472  0.141E-02      -1367.51  0.4835 -0.105E-02
         10.0010    -8786.54  0.3519 -0.117E-04      -3620.99  0.4048  0.705E-03      -2110.18  0.4472  0.141E-02      -1367.51  0.4835 -0.105E-02
         10.0014    -8786.54  0.3519 -0.117E-04      -3620.99  0.4048  0.705E-03      -2110.18  0.4472  0.141E-02      -1367.51  0.4835 -0.971E-03
         10.0019    -8786.54  0.3519 -0.117E-04      -3620.99  0.4048  0.705E-03      -2110.18  0.4472  0.141E-02      -1367.51  0.4835 -0.116E-02
         10.0025    -8786.54  0.3519 -0.117E-04      -3620.99  0.4048  0.705E-03      -2110.18  0.4472  0.141E-02      -1367.51  0.4835 -0.106E-02
         10.0033    -8786.54  0.3519 -0.117E-04      -3620.99  0.4048  0.705E-03      -2110.18  0.4472  0.141E-02      -1367.51  0.4835 -0.860E-03
         10.0044    -8786.54  0.3519 -0.117E-04      -3620.99  0.4048  0.705E-03      -2110.18  0.4472  0.141E-02      -1367.51  0.4835 -0.930E-03
         10.0057    -8786.54  0.3519 -0.117E-04      -3620.99  0.4048  0.705E-03      -2110.18  0.4472  0.141E-02      -1367.50  0.4835 -0.102E-02
         10.0075    -8786.54  0.3519 -0.117E-04      -3620.99  0.4048  0.705E-03      -2110.18  0.4472  0.141E-02      -1367.50  0.4835 -0.941E-03
         10.0099    -8786.54  0.3519 -0.117E-04      -3620.99  0.4048  0.705E-03      -2110.18  0.4472  0.141E-02      -1367.49  0.4835 -0.940E-03
         10.0129    -8786.54  0.3519 -0.117E-04      -3620.99  0.4048  0.705E-03      -2110.18  0.4472  0.141E-02      -1367.48  0.4835 -0.984E-03
         10.0168    -8786.54  0.3519 -0.117E-04      -3620.99  0.4048  0.705E-03      -2110.18  0.4472  0.141E-02      -1367.47  0.4835 -0.976E-03
         10.0219    -8786.53  0.3519 -0.117E-04      -3620.99  0.4048  0.705E-03      -2110.18  0.4472  0.141E-02      -1367.46  0.4835 -0.954E-03
         10.0286    -8786.54  0.3519 -0.117E-04      -3620.99  0.4048  0.705E-03      -2110.18  0.4472  0.141E-02      -1367.44  0.4835 -0.961E-03
         10.0372    -8786.54  0.3519  0.551E-05      -3620.99  0.4048  0.705E-03      -2110.18  0.4472  0.141E-02      -1367.42  0.4835 -0.973E-03
         10.0485    -8786.54  0.3519  0.154E-05      -3620.98  0.4048  0.705E-03      -2110.18  0.4472  0.141E-02      -1367.39  0.4835 -0.968E-03
         10.0631    -8786.55  0.3519 -0.151E-05      -3620.98  0.4048  0.705E-03      -2110.18  0.4472  0.141E-02      -1367.36  0.4835 -0.974E-03
         10.0821    -8786.55  0.3519 -0.386E-05      -3620.98  0.4048  0.705E-03      -2110.17  0.4472  0.141E-02      -1367.31  0.4835 -0.971E-03
         10.1068    -8786.56  0.3519  0.370E-06      -3620.98  0.4048  0.705E-03      -2110.17  0.4472  0.141E-02      -1367.25  0.4835 -0.971E-03
         10.1389    -8786.57  0.3519 -0.240E-05      -3620.97  0.4048  0.705E-03      -2110.17  0.4472  0.141E-02      -1367.17  0.4835 -0.972E-03
         10.1807    -8786.58  0.3519 -0.958E-06      -3620.97  0.4048  0.705E-03      -2110.17  0.4472  0.141E-02      -1367.07  0.4835 -0.973E-03
         10.2350    -8786.60  0.3519 -0.663E-06      -3620.96  0.4048  0.705E-03      -2110.16  0.4472  0.141E-02      -1366.94  0.4835 -0.971E-03
         10.3055    -8786.62  0.3519 -0.106E-05      -3620.95  0.4048  0.705E-03      -2110.16  0.4472  0.141E-02      -1366.77  0.4835 -0.971E-03
         10.3973    -8786.65  0.3519 -0.216E-06      -3620.93  0.4048  0.705E-03      -2110.15  0.4472  0.141E-02      -1366.56  0.4836 -0.971E-03
         10.5165    -8786.69  0.3519 -0.294E-06      -3620.92  0.4048  0.705E-03      -2110.14  0.4472  0.141E-02      -1366.30  0.4836 -0.972E-03
         10.6716    -8786.74  0.3519  0.518E-07      -3620.89  0.4048  0.705E-03      -2110.13  0.4472  0.141E-02      -1365.97  0.4836 -0.973E-03
         10.8731    -8786.80  0.3519  0.420E-06      -3620.86  0.4048  0.705E-03      -2110.11  0.4472  0.141E-02      -1365.57  0.4836 -0.972E-03
         11.1351    -8786.89  0.3519  0.679E-07      -3620.83  0.4048  0.705E-03      -2110.09  0.4472  0.141E-02      -1365.07  0.4836 -0.973E-03
         11.4757    -8787.00  0.3519  0.192E-06      -3620.78  0.4048  0.705E-03      -2110.06  0.4472  0.141E-02      -1364.48  0.4837 -0.974E-03
         11.9185    -8787.14  0.3519  0.818E-07      -3620.71  0.4048  0.705E-03      -2110.03  0.4472  0.141E-02      -1363.78  0.4837 -0.974E-03
