PreTimes,PreVals,meanRunTimes,meanRun
16/06/16 12:45,2.9,16/06/16 12:46,0.67173707989822
16/06/16 12:55,4.5,16/06/16 12:56,0.0044346496234846
16/06/16 13:05,1.9,16/06/16 13:06,0
16/06/16 13:15,6.6,16/06/16 13:16,0.1729513353159
16/06/16 13:25,5.9,16/06/16 13:26,0.186255284186353
16/06/16 13:35,1.2,16/06/16 13:36,0
16/06/16 13:45,0.6,16/06/16 13:46,0.0879405628188019
16/06/16 13:55,0.2,16/06/16 13:56,0
16/06/16 14:05,0,16/06/16 14:06,0
16/06/16 14:15,0,16/06/16 14:16,0
16/06/16 14:25,0,16/06/16 14:26,0
16/06/16 14:35,0,16/06/16 14:36,0
16/06/16 14:45,0,16/06/16 14:46,0
16/06/16 14:55,0,16/06/16 14:56,0
16/06/16 15:05,0.1,16/06/16 15:06,0
16/06/16 15:15,0,16/06/16 15:16,0
16/06/16 15:25,0,16/06/16 15:26,0
16/06/16 15:35,0,16/06/16 15:36,0
16/06/16 15:45,0,16/06/16 15:46,0
16/06/16 15:55,0,16/06/16 15:56,0
16/06/16 16:05,0,16/06/16 16:06,0
16/06/16 16:15,0.1,16/06/16 16:16,0.0835059131953173
16/06/16 16:25,0,16/06/16 16:26,0
