PreTimes,PreVals,meanRunTimes,meanRun
"2016-07-09 11:20:00",0.1,"2016-07-09 11:19:32",0
"2016-07-09 11:30:00",1.6,"2016-07-09 11:29:32",0.592721241925189
"2016-07-09 11:40:00",0,"2016-07-09 11:39:32",0
"2016-07-09 11:50:00",0,"2016-07-09 11:49:32",0
"2016-07-09 12:00:00",0,"2016-07-09 11:59:32",0
"2016-07-09 12:10:00",0,"2016-07-09 12:09:32",0
"2016-07-09 12:20:00",0,"2016-07-09 12:19:32",0
"2016-07-09 12:30:00",0,"2016-07-09 12:29:32",0
"2016-07-09 12:40:00",0,"2016-07-09 12:39:32",0
"2016-07-09 12:50:00",4.3,"2016-07-09 12:49:32",0.708527513999807
"2016-07-09 13:00:00",1.7,"2016-07-09 12:59:32",0.257347271276951
"2016-07-09 13:10:00",6.2,"2016-07-09 13:09:32",0.914240827423729
"2016-07-09 13:20:00",11.8,"2016-07-09 13:19:32",1.87863508032173
"2016-07-09 13:30:00",7.1,"2016-07-09 13:29:32",1.23526690212936
"2016-07-09 13:40:00",3.8,"2016-07-09 13:39:32",0.784909177394693
"2016-07-09 13:50:00",12.8,"2016-07-09 13:49:32",2.06071931266776
"2016-07-09 14:00:00",14.1,"2016-07-09 13:59:32",2.72788107553567
"2016-07-09 14:10:00",9.9,"2016-07-09 14:09:32",2.53487062207796
"2016-07-09 14:20:00",7.7,"2016-07-09 14:19:32",1.42827735558707
"2016-07-09 14:30:00",1.7,"2016-07-09 14:29:32",0.450357724734654
"2016-07-09 14:40:00",0,"2016-07-09 14:39:32",0
