PreTimes,PreVals,meanRunTimes,meanRun
"2016-06-16 12:50:00",1.2,"2016-06-16 12:50:00",0
"2016-06-16 13:00:00",1.2,"2016-06-16 13:00:00",0
"2016-06-16 13:10:00",1.3,"2016-06-16 13:10:00",0
"2016-06-16 13:20:00",8.8,"2016-06-16 13:20:00",1.13527030361206
"2016-06-16 13:30:00",7.8,"2016-06-16 13:30:00",0.727282538251475
"2016-06-16 13:40:00",14.5,"2016-06-16 13:40:00",2.59870467936198
"2016-06-16 13:50:00",3.2,"2016-06-16 13:50:00",0.55876585255906
"2016-06-16 14:00:00",0,"2016-06-16 14:00:00",0.00886929924696921
"2016-06-16 14:10:00",0,"2016-06-16 14:10:00",0
"2016-06-16 14:20:00",0,"2016-06-16 14:20:00",0
"2016-06-16 14:30:00",0,"2016-06-16 14:30:00",0
"2016-06-16 14:40:00",0,"2016-06-16 14:40:00",0
"2016-06-16 14:50:00",0,"2016-06-16 14:50:00",0.00886929924696921
"2016-06-16 15:00:00",0,"2016-06-16 15:00:00",0
"2016-06-16 15:10:00",0,"2016-06-16 15:10:00",0
"2016-06-16 15:20:00",0,"2016-06-16 15:20:00",0
"2016-06-16 15:30:00",0.1,"2016-06-16 15:30:00",0
"2016-06-16 15:40:00",0.2,"2016-06-16 15:40:00",0
"2016-06-16 15:50:00",0.3,"2016-06-16 15:50:00",0
"2016-06-16 16:00:00",1.1,"2016-06-16 16:00:00",0
"2016-06-16 16:10:00",0.2,"2016-06-16 16:10:00",0
"2016-06-16 16:20:00",0,"2016-06-16 16:20:00",0
"2016-06-16 16:30:00",0.1,"2016-06-16 16:30:00",0
"2016-06-16 16:40:00",0,"2016-06-16 16:40:00",0
