PreTimes,PreVals,meanRunTimes,meanRun
"2016-07-19 15:00:00",2,"2016-07-19 15:02:17",1.02412926591131
"2016-07-19 15:10:00",5.5,"2016-07-19 15:12:17",0.174387116842987
"2016-07-19 15:20:00",2.4,"2016-07-19 15:22:17",0.174387116842984
"2016-07-19 15:30:00",2.8,"2016-07-19 15:32:17",0
"2016-07-19 15:40:00",3.5,"2016-07-19 15:42:17",0.384898798278535
"2016-07-19 15:50:00",2.1,"2016-07-19 15:52:17",0.384898798278533
"2016-07-19 16:00:00",3.3,"2016-07-19 16:02:17",1.21244751220024
"2016-07-19 16:10:00",0.4,"2016-07-19 16:12:17",0
"2016-07-19 16:20:00",0.5,"2016-07-19 16:22:17",0
"2016-07-19 16:30:00",0.1,"2016-07-19 16:32:17",0
"2016-07-19 16:40:00",0,"2016-07-19 16:42:17",0
"2016-07-19 16:50:00",0,"2016-07-19 16:52:17",0
"2016-07-19 17:00:00",0,"2016-07-19 17:02:17",0
"2016-07-19 17:10:00",0.1,"2016-07-19 17:12:17",0
"2016-07-19 17:20:00",0,"2016-07-19 17:22:17",0
"2016-07-19 17:30:00",0,"2016-07-19 17:32:17",0
"2016-07-19 17:40:00",0,"2016-07-19 17:42:17",0
"2016-07-19 17:50:00",0,"2016-07-19 17:52:17",0
"2016-07-19 18:00:00",0,"2016-07-19 18:02:17",0
"2016-07-19 18:10:00",0,"2016-07-19 18:12:17",0
"2016-07-19 18:20:00",0.1,"2016-07-19 18:22:17",0
"2016-07-19 18:30:00",0,"2016-07-19 18:32:17",0
